Gene = Prap1
index = 848
Annotated 5SS: [  74 1704 2808 3386]
Annotated 3SS: [1636 2754 3278 3486]
SMsplice 5SS: [  74 2808 3386]
SMsplice 3SS: [2754 3278 3486]
top_k =  100
Partition function (log Z): -4.958146673459838

Sorted 5' Splice Sites (High to Low Probability):
Position 3386: 0.8522723707458237
Position 74: 0.8460475426983174
Position 2808: 0.6852030058816665
Position 615: 0.5050687897044641
Position 1704: 0.3861931397719257
Position 3145: 0.1705724586605683
Position 1942: 0.08200777196783685
Position 322: 0.05050107643266578
Position 2010: 0.02587485057742571
Position 1853: 0.017848286022300246
Position 1592: 0.016954446029125797
Position 1985: 0.01479168898805156
Position 143: 0.014425791431441707
Position 2099: 0.013907056562782724
Position 2680: 0.006626474899622973
Position 3150: 0.0038766200617152643
Position 3053: 0.002199518031627672
Position 1421: 0.0012688902657004124
Position 926: 0.0012185315432184625
Position 510: 0.0006114727393704368
Position 1491: 0.00031819726347482224
Position 82: 0.0003121218523381317
Position 63: 0.00013350370107463588
Position 166: 0.0001283082052458721
Position 176: 0.0001067475988905698
Position 160: 7.40962559100338e-05
Position 256: 3.849753108924943e-05
Position 182: 2.3117305021822923e-05
Position 155: 6.3681461517647665e-09
Position 157: 3.086605869711145e-09
Position 217: 2.4801770093244405e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3486: 0.9694900703305136
Position 3278: 0.8160820561070289
Position 2754: 0.6152777636120023
Position 465: 0.3905481481650921
Position 1636: 0.3263938961116026
Position 1490: 0.15719160712481062
Position 2908: 0.1542760095869766
Position 2612: 0.07737150040703382
Position 1805: 0.06290201112243402
Position 3354: 0.03747140628136512
Position 470: 0.019925864018295023
Position 2963: 0.019860634345761893
Position 1966: 0.014646505879462117
Position 2796: 0.014041631833110293
Position 484: 0.007101819724926875
Position 2009: 0.005124331648985276
Position 3641: 0.0033980482202017144
Position 3545: 0.0019412203141450644
Position 3599: 0.0015069898180595268
Position 1356: 0.0008848929301460962
Position 1308: 0.000796821603601525
Position 3535: 0.0007798980640921616
Position 547: 0.00031697531294630173
Position 892: 0.0002659199408481603
Position 187: 0.0002652234628867493
Position 1420: 0.0002444112634956324
Position 249: 0.00018670382457570373
Position 749: 0.0001263255821577666
Position 728: 4.198879325548229e-05
Position 505: 3.5116442510850175e-05
Position 536: 3.2671840146377245e-05
Position 427: 2.557347433558675e-05
Position 569: 2.0733493349439544e-05
Position 207: 1.48682303784786e-05
Position 201: 1.4741531945046724e-05
Position 572: 4.2211465460782935e-09
