Gene = Tollip
index = 1131
Annotated 5SS: [  212  9748 10504 11786 12981]
Annotated 3SS: [ 9597 10320 11632 12889 17905]
SMsplice 5SS: [  212  4924  9748 10504 11786 12147 12981]
SMsplice 3SS: [ 4826  9597 10320 11632 12059 12889 17905]
top_k =  100
Partition function (log Z): 1.2912752957555411

Sorted 5' Splice Sites (High to Low Probability):
Position 212: 0.9999880061033295
Position 12981: 0.983837803689829
Position 8039: 0.9709089295105487
Position 9748: 0.948968955907485
Position 10504: 0.9272095932233477
Position 11786: 0.9046374053638936
Position 4924: 0.7959513565318382
Position 12147: 0.5729484209518434
Position 3793: 0.49034040894684655
Position 10122: 0.3761973619304735
Position 7384: 0.36872776435808835
Position 5791: 0.32199762276662247
Position 17027: 0.18302666195675257
Position 17000: 0.13885206277561074
Position 17051: 0.09260476217929679
Position 13990: 0.09004536825846236
Position 11523: 0.08865193513605296
Position 10239: 0.08825545140333343
Position 13715: 0.07549948661771758
Position 11719: 0.06423048252624133
Position 10469: 0.043641580651481444
Position 11545: 0.03954362313980393
Position 16995: 0.024221344568324622
Position 12181: 0.01957976367123385
Position 8018: 0.01956835586658735
Position 9713: 0.01937362598690665
Position 12060: 0.009660651131824117
Position 704: 0.008658120785335099
Position 672: 0.007546208070943623
Position 798: 0.007224281481658635
Position 11065: 0.0070483998356989895
Position 12999: 0.006538017832003223
Position 2898: 0.006029877270779785
Position 13184: 0.003397848365844122
Position 4786: 0.0030470744107540157
Position 12629: 0.002190593144667086
Position 13019: 0.0002688687717481072
Position 334: 7.65900186620313e-06
Position 257: 2.3394605579450115e-06
Position 92: 1.4532590622226691e-06
Position 138: 5.421751855597321e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 12889: 0.9995802475782039
Position 7897: 0.9904772853771363
Position 11632: 0.9688678878901351
Position 9597: 0.9683425818943916
Position 10320: 0.8648883939995735
Position 17905: 0.8288966443770963
Position 4826: 0.7595300563363605
Position 16903: 0.48140122390612555
Position 3703: 0.4813558677771682
Position 12059: 0.4578374320870563
Position 7273: 0.3687277643580883
Position 5675: 0.18133964451248344
Position 9979: 0.1264552828519433
Position 10111: 0.11631037283278467
Position 10408: 0.10054136028393218
Position 13421: 0.09561658137332094
Position 11281: 0.0868323738419574
Position 11933: 0.0865013768817648
Position 13904: 0.08311840588602126
Position 9901: 0.07653865301940076
Position 10007: 0.07579883927975285
Position 5551: 0.07119804392914333
Position 5582: 0.06945993432499563
Position 13451: 0.0558181621064972
Position 11465: 0.041363184433899476
Position 9982: 0.03967003229670917
Position 4881: 0.03642130019547786
Position 9934: 0.03510105264453923
Position 11947: 0.03321276306582858
Position 15856: 0.01850962289457666
Position 11956: 0.01740172110264443
Position 3651: 0.008984541169678357
Position 604: 0.007342034944699892
Position 12104: 0.00723554261760751
Position 11000: 0.007048399835698991
Position 16169: 0.00679767447639451
Position 536: 0.006249448186409056
Position 15762: 0.0062212274259884305
Position 2792: 0.006029877270779785
Position 15725: 0.005432039517790546
Position 13954: 0.004715680072623687
Position 661: 0.0043839485967085996
Position 14485: 0.0033899662590947443
Position 4602: 0.0030470744107540157
Position 629: 0.0027988183994721878
Position 15806: 0.002697553562175445
Position 14270: 0.0024787827769776555
Position 12513: 0.0021905931446670884
Position 13577: 0.0017057348515778525
Position 727: 0.0015202229683247504
Position 563: 0.0011341372423228709
Position 14578: 0.0011143489135038247
Position 13116: 0.0005911727083665497
Position 13147: 0.00015235171356368427
Position 12922: 5.480461569126781e-05
