Gene = Timm29
index = 1082
Annotated 5SS: [349]
Annotated 3SS: [427]
SMsplice 5SS: [349]
SMsplice 3SS: [427]
top_k =  100
Partition function (log Z): -8.716709616332155

Sorted 5' Splice Sites (High to Low Probability):
Position 349: 0.6791279652389896
Position 519: 0.4214102255043322
Position 271: 0.1356105268666447
Position 109: 0.09712305516682578
Position 280: 0.05337056626325375
Position 321: 0.024548663775548867
Position 240: 0.006875478450900152
Position 266: 0.006300663936866666
Position 2689: 0.005218889003553393
Position 315: 0.005196198622615145
Position 569: 0.00514160205133358
Position 1360: 0.004916838244392641
Position 301: 0.0037207831588748842
Position 1180: 0.002361709056070332
Position 1012: 0.001834107616183306
Position 45: 0.001157433700407886
Position 113: 0.0010880284704594693
Position 353: 0.0007011309835363146
Position 148: 0.0004954590602105378
Position 103: 0.00035752553184253337
Position 304: 0.00013853100008289184
Position 131: 0.00010584957842648685
Position 204: 4.4542492840411705e-05
Position 123: 1.2853810130225579e-05
Position 335: 1.092268474571181e-05
Position 25: 1.1216387176643158e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 427: 0.9647443850756281
Position 2891: 0.09845020991651435
Position 861: 0.051210543020707495
Position 2569: 0.047414540837589315
Position 756: 0.04535032065369735
Position 1989: 0.03953339553064891
Position 1246: 0.037872394295161385
Position 2848: 0.01933631030363625
Position 792: 0.01855062931763154
Position 666: 0.01528593204149162
Position 229: 0.013412743576990434
Position 2065: 0.013400244335752879
Position 739: 0.012283906324413977
Position 410: 0.011438018159219675
Position 1556: 0.01054747385509464
Position 2103: 0.007876054228439424
Position 2439: 0.006790824199565692
Position 1351: 0.006050381871959787
Position 2974: 0.00547070745628351
Position 1682: 0.004751282095503257
Position 2014: 0.004276858801600237
Position 1593: 0.003653457607453056
Position 1112: 0.0031995081073601535
Position 1814: 0.003142790410992266
Position 1011: 0.002698856867455217
Position 942: 0.0025315545406654778
Position 1747: 0.002496891746698646
Position 1278: 0.0022014860926180407
Position 166: 0.0010339752357796975
Position 220: 0.0008329621763791567
Position 246: 0.00038975830895416176
Position 1038: 0.0002709561817135925
Position 285: 9.316490468277787e-05
Position 233: 5.824994886855452e-05
Position 1143: 5.2650946547594386e-05
Position 257: 5.197468675039023e-05
Position 259: 4.32818985557423e-05
Position 291: 3.940066020066936e-05
Position 326: 1.7293317342597697e-05
Position 330: 1.530237123826244e-05
