Gene = Nicn1
index = 748
Annotated 5SS: [ 234 3084 3616 4089 4565]
Annotated 3SS: [2906 3501 4016 4459 4638]
SMsplice 5SS: [ 234  565 3616 4089 4565]
SMsplice 3SS: [ 426 3440 3961 4459 4638]
top_k =  100
Partition function (log Z): -0.713485953119477

Sorted 5' Splice Sites (High to Low Probability):
Position 4089: 0.9999999999999991
Position 234: 0.9951009873276093
Position 4565: 0.7952225712333927
Position 565: 0.6525240574787157
Position 2993: 0.2326068459054318
Position 3084: 0.21849664485948403
Position 2997: 0.1580706276194668
Position 570: 0.1542685564357897
Position 483: 0.017974705043121784
Position 3620: 0.017389124736515785
Position 2781: 0.013317890254011373
Position 3204: 0.011118057421743894
Position 844: 0.005269197504089667
Position 829: 0.003279666848857399
Position 178: 0.0029674898615466754
Position 64: 0.0016303689520426323
Position 71: 0.0011204002123731194
Position 296: 9.166052637589513e-05
Position 285: 5.231756447366448e-05
Position 109: 3.9785537179837016e-05
Position 50: 1.592131816417647e-05
Position 538: 1.29547634559387e-05
Position 601: 7.142551472097491e-06
Position 87: 1.4968110136991237e-06
Position 47: 1.1439627275168923e-06
Position 20: 1.06217215824441e-06
Position 84: 7.107012273772758e-07
Position 5: 5.997851014059326e-07
Position 153: 3.6681129630126524e-07
Position 195: 3.3274239101467267e-07
Position 198: 2.8618144893457094e-07
Position 8: 1.76481346020734e-07
Position 141: 1.4023336663746415e-07
Position 113: 8.754676073367503e-08
Position 104: 4.382520750170332e-08
Position 11: 3.2228380327858956e-08
Position 111: 1.6607108915902644e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4638: 0.715835786523775
Position 3961: 0.6937140411207684
Position 2906: 0.6020235688825323
Position 426: 0.5722784391176131
Position 4459: 0.5399132059795524
Position 4016: 0.3062859588792305
Position 439: 0.14828016951907697
Position 4384: 0.13588376223065546
Position 4724: 0.10552690372478574
Position 477: 0.04221772780231177
Position 5541: 0.03961662337590568
Position 5707: 0.03182495610033077
Position 4456: 0.03137169017804903
Position 446: 0.025047429812396795
Position 4501: 0.023564333720556375
Position 4893: 0.02223455058101366
Position 510: 0.01922176245214103
Position 5497: 0.01705659725732955
Position 397: 0.016632519317687763
Position 5692: 0.015247812108195839
Position 4498: 0.014519921441536802
Position 2912: 0.01383583737569346
Position 4333: 0.013458164075981391
Position 3440: 0.012588427934702029
Position 5881: 0.011132576378987263
Position 5006: 0.010453166462688934
Position 4479: 0.010356102462641566
Position 4394: 0.008879478649065381
Position 4427: 0.008010297143534672
Position 4469: 0.007932798994002264
Position 4492: 0.005903765716633152
Position 2594: 0.0056045779476391715
Position 5347: 0.00515019767824192
Position 3521: 0.004800696801813757
Position 5564: 0.004689673467083685
Position 3083: 0.004432769547900877
Position 768: 0.0041716025759074
Position 4684: 0.004047724286946704
Position 646: 0.003424875159060474
Position 2658: 0.0031441881823419306
Position 4913: 0.0030660800245002054
Position 2709: 0.0027134299634830284
Position 4307: 0.002445524142854711
Position 4352: 0.0019582565517093854
Position 2714: 0.0018556941605472436
Position 4227: 0.0017715929156861153
Position 4247: 0.0016984154015150922
Position 4517: 0.001672613659634
Position 304: 0.0010881567247624895
Position 675: 0.0009523866179791886
Position 144: 0.0007713005284192058
Position 177: 0.00010340163657950857
Position 136: 0.00010236639203322574
Position 153: 4.1939028753844445e-05
Position 384: 8.074909592186364e-06
Position 166: 6.419803515841993e-06
Position 402: 3.230334708632408e-06
Position 316: 3.082825696119363e-06
Position 404: 2.3690987026825324e-06
Position 483: 2.235344396952709e-06
Position 549: 1.1223657684051422e-06
Position 358: 1.0966477002794877e-06
