Gene = Spg21
index = 1014
Annotated 5SS: [  208  4404  7990 12772 15039 19541 21022 23636]
Annotated 3SS: [ 4316  7827 12690 14892 19431 20913 23494 25885]
SMsplice 5SS: [  208  1924  4404  7990 12772 19541 21022]
SMsplice 3SS: [ 1728  4316  7827 12690 19431 20913 23494]
top_k =  100
Partition function (log Z): -5.3580097176142445

Sorted 5' Splice Sites (High to Low Probability):
Position 7990: 0.9999964367577319
Position 19541: 0.9985926395639946
Position 208: 0.9959317141873009
Position 4404: 0.9265805239295202
Position 21022: 0.9202581516579553
Position 12772: 0.8714043586877234
Position 23636: 0.6786515059677554
Position 1924: 0.4892536813187453
Position 1958: 0.18487928876064527
Position 22386: 0.1268279156369443
Position 6931: 0.11319197726888512
Position 15561: 0.06944808397867386
Position 5287: 0.050433391791753476
Position 4871: 0.0365729297761381
Position 1962: 0.03600026481529956
Position 5127: 0.03240707203986512
Position 1903: 0.02065349157693571
Position 1064: 0.01005286350416773
Position 248: 0.004014436136510665
Position 4450: 0.0014662031324368199
Position 1436: 0.0010352615164833465
Position 874: 0.0009667569634206548
Position 987: 0.0009287583890527255
Position 859: 0.0006948338464170052
Position 4454: 0.0004989545582825827
Position 1337: 0.0004579376623054458
Position 920: 0.0003785820390351676
Position 4408: 0.00012313288913321258
Position 365: 3.13713643121118e-05
Position 241: 9.606677955930082e-06
Position 356: 4.894121587895255e-06
Position 266: 4.030454736756998e-06
Position 237: 3.352208971361954e-06
Position 254: 2.193182456697405e-07
Position 262: 2.066889205318095e-07
Position 405: 1.327653202598288e-07
Position 631: 3.6076139742189134e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7827: 0.9999991928592062
Position 19431: 0.9995390872588185
Position 20913: 0.9202581516579553
Position 4316: 0.9151213855966115
Position 12690: 0.8714043586877234
Position 23494: 0.8634576447231552
Position 1728: 0.6836158853641108
Position 25885: 0.1864693791787601
Position 26330: 0.18312299621115066
Position 22260: 0.1268279156369443
Position 24212: 0.11415328592995096
Position 6782: 0.11319197726888512
Position 25158: 0.08392858517971809
Position 4970: 0.07892275267876374
Position 23784: 0.07265683312120473
Position 15351: 0.06980638430963883
Position 23342: 0.04398081275881636
Position 26269: 0.03832042634697111
Position 21113: 0.031025496957842576
Position 21147: 0.02497017502633818
Position 21875: 0.017210163835598986
Position 4678: 0.01674774442739992
Position 1682: 0.01634276244222314
Position 4798: 0.016065222703528132
Position 4179: 0.013547428912761318
Position 1843: 0.013039281056091888
Position 1595: 0.009142909080575181
Position 21353: 0.009055226805813825
Position 1799: 0.006538994285369759
Position 754: 0.006349367062879012
Position 21286: 0.004201464134847203
Position 5196: 0.0039184725759532696
Position 4759: 0.003759962645210051
Position 709: 0.0031355637639438705
Position 21685: 0.002380441598735782
Position 21583: 0.0023112137228459948
Position 905: 0.002120984943888036
Position 1869: 0.00210692770657251
Position 778: 0.0008550840221346503
Position 1236: 0.0006620581103746651
Position 986: 0.00045436858734098837
Position 1311: 0.0004171652728885426
Position 1264: 0.00023225315325475147
Position 1284: 0.00018172264227083221
Position 842: 0.00010643861628362411
Position 12929: 6.182958774586216e-05
Position 9969: 2.083261488158515e-05
Position 9118: 9.672755879828345e-06
Position 10429: 3.4224511298933008e-06
Position 8214: 3.291758311683883e-06
