Gene = Dkk3
index = 336
Annotated 5SS: [   92   875  8447 10097 37468 38670 39710]
Annotated 3SS: [  638  8308 10012 37374 38524 39552 40626]
SMsplice 5SS: [   92   875  8447 25948 26525 26938 33010 37468 38670 39710]
SMsplice 3SS: [  787  8308 25827 26335 26755 32897 37374 38524 39616 40626]
top_k =  100
Partition function (log Z): -27.931328121939995

Sorted 5' Splice Sites (High to Low Probability):
Position 875: 0.9900893196029875
Position 92: 0.9690869596667219
Position 8447: 0.8403052581962299
Position 4944: 0.09479718863503582
Position 10276: 0.05241917358758434
Position 1428: 0.01975673239650912
Position 108: 0.00842098568072599
Position 2757: 0.007418031797428702
Position 436: 0.003053780124151868
Position 99: 0.002777111706919002
Position 678: 0.0021159068052377574
Position 542: 0.001979838934235346
Position 1137: 0.0016035996094870472
Position 2535: 0.0015356371959256252
Position 102: 0.001338511592687564
Position 130: 0.0008483631753590826
Position 140: 0.0004717308249444319
Position 1067: 4.331727112694352e-05
Position 908: 3.118104265446345e-05
Position 879: 3.25897793439958e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 8308: 0.8598152823592411
Position 787: 0.8543353596580696
Position 11526: 0.302689463923092
Position 4807: 0.1857775766532696
Position 11648: 0.12377191279059765
Position 11572: 0.0846529731827313
Position 10982: 0.08370994229959688
Position 760: 0.08093214453451958
Position 10129: 0.0695647013953985
Position 10012: 0.04898019636918222
Position 10212: 0.04826385945017729
Position 8651: 0.044844996832901544
Position 9599: 0.03542973399840413
Position 9826: 0.03465019527043536
Position 638: 0.02253857064756243
Position 9175: 0.01616645627130427
Position 6839: 0.012348264355831695
Position 770: 0.011871627649010778
Position 790: 0.010415206899535375
Position 5061: 0.007511949005568368
Position 2624: 0.007235211886818495
Position 4777: 0.007195386090366403
Position 1251: 0.007185052207688499
Position 5018: 0.006028003992070463
Position 1326: 0.0052659883437461835
Position 985: 0.0032310087522063055
Position 1667: 0.002936541591982439
Position 2385: 0.0023254033002216845
Position 1158: 0.0020225577883193286
Position 1013: 0.0016464572439569218
Position 1306: 0.0012467470770382394
Position 5103: 0.0012403730608837277
Position 4863: 0.0012390202926444056
Position 4617: 0.001146102926087256
Position 973: 0.0010693284108288807
Position 1206: 0.0008638942800379952
Position 2894: 0.0008518663352270042
Position 1128: 0.0008353063407202743
Position 1235: 0.0007608681321290526
Position 3558: 0.0007546999967963453
Position 2554: 0.0006902393213835605
Position 2290: 0.0006780967132474083
Position 1554: 0.0004999308566430436
Position 1083: 0.0004604838577407846
Position 1332: 0.00042339232604440336
Position 3067: 0.00040635796630346307
Position 1269: 0.00036403810412086575
Position 1970: 0.00036164323028226627
Position 1752: 0.00027068048447962897
Position 1877: 0.00019670201326609692
Position 611: 0.00010207848838345891
Position 621: 6.456407314301272e-05
Position 794: 4.726443169579387e-05
Position 517: 2.5749264497332033e-05
Position 1181: 2.523193342941328e-05
Position 1201: 2.4992422988705687e-05
Position 514: 2.3817480696056526e-05
Position 1107: 2.209822381040252e-05
Position 567: 1.3925660754991134e-05
Position 667: 1.2766240409621478e-05
Position 826: 1.0094288178280447e-05
Position 820: 6.9406244652946694e-06
Position 1161: 5.110090809730082e-06
Position 1164: 4.518044765530777e-06
Position 861: 2.1494886741469705e-06
Position 649: 1.5290352886711885e-06
Position 320: 5.064586252633042e-07
Position 228: 1.9881584956799306e-07
Position 871: 1.8713220772521078e-07
Position 462: 1.770829944762789e-07
Position 442: 1.7331242780747494e-07
Position 349: 1.7760084591305464e-08
