Gene = Arcn1
index = 133
Annotated 5SS: [  176  7884  8965  9285 10726 15736 16630 17521 22428]
Annotated 3SS: [ 7619  8784  9078 10560 15569 16481 17411 22222 23828]
SMsplice 5SS: [  176  7884  8965  9285 10726 15736 16630 17521 22452]
SMsplice 3SS: [ 7619  8784  9078 10560 15569 16481 17411 22222 23828]
top_k =  100
Partition function (log Z): -0.7175387024637092

Sorted 5' Splice Sites (High to Low Probability):
Position 17521: 0.9999999999999987
Position 7884: 0.9962973114229304
Position 9285: 0.9743404413739715
Position 10726: 0.9722742296481154
Position 8965: 0.953557490563103
Position 176: 0.9392144414766922
Position 15736: 0.7792038783541281
Position 16630: 0.7717630283827142
Position 22452: 0.4335221685112728
Position 14542: 0.43249527373101315
Position 22428: 0.4133021098195045
Position 10927: 0.3489710843590811
Position 3495: 0.33446976024398395
Position 15425: 0.2753268330746792
Position 11901: 0.21625119151721495
Position 12629: 0.13263687622189266
Position 18952: 0.07453326835974712
Position 611: 0.07252170976753311
Position 1550: 0.06988537923212693
Position 19007: 0.0582092786789812
Position 4625: 0.05538503517071625
Position 4386: 0.029040350358777545
Position 22805: 0.027711671304584615
Position 1916: 0.02416701107806857
Position 79: 0.02015894114902002
Position 23080: 0.01517474966691152
Position 14505: 0.010229050435579071
Position 10644: 0.007715939815410351
Position 9626: 0.005284044301683364
Position 22249: 0.004603974610394069
Position 9191: 0.004154267384324918
Position 11543: 0.0037092062986911994
Position 7776: 0.001980658791955809
Position 11021: 0.0018552857967089223
Position 7815: 0.0012249388959723192
Position 974: 0.0007823649488436941
Position 769: 0.0007488453877908295
Position 546: 0.000607742241682006
Position 394: 3.946958285783709e-05
Position 122: 1.1107026898260588e-05
Position 285: 8.17298932912544e-06
Position 7: 7.796971991927717e-06
Position 205: 3.9177956359398e-06
Position 65: 3.0635243380585693e-06
Position 192: 2.918252347472999e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 17411: 0.9999999999999988
Position 7619: 0.9995029091108588
Position 9078: 0.9678588919234553
Position 10560: 0.9211143570177404
Position 8784: 0.909967098277083
Position 22222: 0.8717585844038243
Position 23828: 0.8023016515649543
Position 16481: 0.74169776623017
Position 15569: 0.6499933855898812
Position 14444: 0.44272432416659224
Position 15315: 0.4045373258389261
Position 10812: 0.24519353636655894
Position 3428: 0.23875335001968576
Position 11761: 0.20559556123238804
Position 22745: 0.14096788861864173
Position 12490: 0.11345943992177715
Position 10816: 0.10407456180350377
Position 3373: 0.09571641022429807
Position 18858: 0.08350990106790974
Position 10568: 0.05887581244578541
Position 4437: 0.05538503517071626
Position 1342: 0.05182704893791773
Position 25052: 0.045027560754052544
Position 8589: 0.04359039228602008
Position 18811: 0.04239329844509725
Position 16518: 0.030065262152544327
Position 393: 0.02994739119175083
Position 4265: 0.029040350358777545
Position 24330: 0.020596849220090037
Position 12338: 0.01917743630011542
Position 1763: 0.01636403745363716
Position 9041: 0.010635816834841213
Position 11836: 0.01044628688564338
Position 1819: 0.007802973624431425
Position 1273: 0.007415495450948544
Position 22700: 0.006862034323426383
Position 18936: 0.006839347525721353
Position 1383: 0.005311622384968539
Position 519: 0.004163099923211565
Position 9526: 0.004124921431898808
Position 20775: 0.004118870240367181
Position 1323: 0.002742741782077747
Position 1463: 0.0025884706762143925
Position 11431: 0.002477469061900643
Position 24041: 0.001949597638181351
Position 11472: 0.0011890788757536403
Position 9484: 0.001159122869784556
Position 10861: 0.0009213311646655005
Position 20204: 0.0005481183990297355
Position 10831: 0.0004001034080948554
Position 10866: 0.00023683741296700724
Position 11734: 0.00020934339918346164
Position 20006: 0.00018351875009995253
Position 11364: 4.2658361036914256e-05
