Gene = Lad1
index = 616
Annotated 5SS: [  419  7295  9449 10222 11135 12375 12623 13014 13351]
Annotated 3SS: [ 7156  8565 10116 11090 12301 12484 12926 13275 13713]
SMsplice 5SS: [  419  7295  8684 10222 12375 12623 13014 13351 13946]
SMsplice 3SS: [ 7156  8565 10116 12301 12484 12926 13177 13713 14404]
top_k =  100
Partition function (log Z): 12.088307843111295

Sorted 5' Splice Sites (High to Low Probability):
Position 10222: 0.994907141440883
Position 12375: 0.9831072779157412
Position 419: 0.9613213143020232
Position 13351: 0.955599413159678
Position 7295: 0.9530293805362257
Position 12623: 0.888892782449243
Position 13014: 0.7259607968377828
Position 8684: 0.7097708576638323
Position 13946: 0.4208427761243263
Position 11135: 0.3653312208565792
Position 5734: 0.2691380317794698
Position 2358: 0.25244815183745445
Position 13045: 0.24515948387386335
Position 2450: 0.17761148265349158
Position 11308: 0.15749405170930242
Position 13632: 0.15155842128111388
Position 5237: 0.14764694685994684
Position 13843: 0.13710306680660767
Position 959: 0.1365505891495373
Position 8687: 0.08300196534961157
Position 12688: 0.06713718628297924
Position 7538: 0.06155142597099509
Position 13592: 0.042726698628288075
Position 1219: 0.0407207567099264
Position 329: 0.035131588755447765
Position 13556: 0.023751358683367797
Position 13953: 0.02320891164489472
Position 9449: 0.021148812750361436
Position 7667: 0.02020587874120824
Position 13114: 0.020041251063290518
Position 13914: 0.014917831595123556
Position 5150: 0.011263513220673784
Position 12404: 0.011037031677783775
Position 2454: 0.010258157088277554
Position 656: 0.0074157105341472514
Position 13279: 0.005940543058545869
Position 1665: 0.005650149710197292
Position 1353: 0.004287467988832209
Position 11570: 0.0035261439889510476
Position 10610: 0.0022296865631897607
Position 546: 0.0008949344771447555
Position 13585: 0.0007209996578318975
Position 141: 0.0006776616722181299
Position 387: 0.00046853783128554977
Position 519: 0.00045672330934621837
Position 404: 8.990541775912744e-05
Position 383: 5.3288319240303384e-05
Position 187: 8.604264119993163e-07
Position 70: 3.0780813442812005e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10116: 0.9913874431387621
Position 12301: 0.9657536433811865
Position 7156: 0.9526663277451697
Position 13713: 0.9308630914877966
Position 12484: 0.8554495892819947
Position 8565: 0.7927728230134442
Position 12926: 0.7779596607353578
Position 13177: 0.6222922194737933
Position 14404: 0.5906628274211088
Position 11090: 0.4402044045102749
Position 13275: 0.33633822694617993
Position 2195: 0.2854351915232912
Position 5518: 0.2691380317794695
Position 13504: 0.22483327273485237
Position 12860: 0.21125383260289043
Position 2321: 0.13487293051666363
Position 5113: 0.09862721451947078
Position 634: 0.0879292523875659
Position 7465: 0.06085548324130861
Position 5005: 0.060283245561149834
Position 11213: 0.05100026701451234
Position 12456: 0.042556418170857854
Position 1141: 0.035201501395699046
Position 11134: 0.031620601041094314
Position 13945: 0.030405638520097616
Position 12551: 0.029381065203820306
Position 12170: 0.023110720083705173
Position 9389: 0.021148812750361436
Position 2220: 0.02000966953926874
Position 7477: 0.016576442054755145
Position 906: 0.013197744953027715
Position 618: 0.012552229973077861
Position 14024: 0.012345528195043556
Position 12486: 0.010092900977903954
Position 13809: 0.009118756962362484
Position 13791: 0.008603268074252997
Position 777: 0.008253475940122268
Position 796: 0.007643872154575036
Position 12580: 0.007112588870105291
Position 14427: 0.005653726266776202
Position 12251: 0.005338107678052816
Position 1262: 0.00532744948704399
Position 7402: 0.004325379416139624
Position 12907: 0.0038887415817065478
Position 12577: 0.003755846543300425
Position 9989: 0.003519698302120886
Position 12461: 0.003319881143090576
Position 494: 0.003105082242373111
Position 1144: 0.0030857045399709476
Position 829: 0.002702618313469441
Position 851: 0.0026063865261792083
Position 12109: 0.0025972762890232913
Position 13451: 0.002343954759263687
Position 1484: 0.002041791743758535
Position 583: 0.0019224427492821928
Position 11359: 0.0019130632822123884
Position 12527: 0.0017062407027064667
Position 11461: 0.0016130807067386594
Position 1541: 0.001519059492916445
Position 1123: 0.0014771034054069387
Position 10501: 0.0012009723228072343
Position 1497: 0.001049316975310527
Position 722: 0.000988638754464256
Position 870: 0.0009600850196911866
Position 1048: 0.0009564473688494531
Position 12945: 0.0008297323887674927
Position 10554: 0.0006916351317405462
Position 798: 0.0006559532657409152
Position 500: 0.0005436397231244544
Position 7026: 0.0003630527910556912
Position 10589: 0.00033707910864198007
Position 12979: 0.0001390742644651962
