Gene = Ppp1r13l
index = 845
Annotated 5SS: [  101  7407  7644  9089  9272  9442 10431 12169 14166 14403 14676 16472]
Annotated 3SS: [ 7325  7500  8577  9172  9349  9988 11707 14033 14268 14508 16271 16750]
SMsplice 5SS: [  101  7407  7644  8875  9272  9442 10431 14166 14403 14676]
SMsplice 3SS: [ 7325  7500  8763  9172  9349 10360 14033 14268 14508 16271]
top_k =  100
Partition function (log Z): 21.54193329386353

Sorted 5' Splice Sites (High to Low Probability):
Position 14403: 0.9977562662858701
Position 101: 0.997372392144543
Position 7644: 0.989714815676809
Position 9442: 0.9828840379770564
Position 8875: 0.9639638150990419
Position 14166: 0.9546037486021607
Position 9272: 0.8770078949309482
Position 14676: 0.8700469203748882
Position 7407: 0.8404659016452699
Position 9089: 0.7736444066267089
Position 10431: 0.7289363856305457
Position 1074: 0.4032903101073021
Position 16472: 0.1265225455196458
Position 9286: 0.12172646990601407
Position 3530: 0.09004376837718944
Position 14695: 0.07572828662917526
Position 16073: 0.06288233582494095
Position 5835: 0.04977391439839009
Position 1114: 0.046130886666307644
Position 14726: 0.03242069828000875
Position 14195: 0.028425142424035613
Position 7441: 0.02516041067222917
Position 12169: 0.016807182208289896
Position 14157: 0.0122365332604126
Position 8586: 0.01176627382963616
Position 16372: 0.010290185823517796
Position 15949: 0.009465325993483561
Position 14626: 0.006723965750613158
Position 14702: 0.004662029582160365
Position 14145: 0.0034734767810218597
Position 9453: 0.0033117850585098656
Position 814: 0.0026276078554539925
Position 8840: 0.0016237692758744526
Position 14436: 0.0015931019530426578
Position 9474: 0.0007590810624452613
Position 14416: 0.0004096737286133205
Position 9758: 0.0003674262046750166
Position 14424: 0.0001090958788118514
Position 7765: 9.674929654757349e-05
Position 14377: 4.914875819938237e-05
Position 14455: 3.050522309826977e-05
Position 14330: 8.643677636374086e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 14268: 0.9985869054317457
Position 14033: 0.9971497685426449
Position 9172: 0.9873475819929506
Position 7500: 0.9686808122744659
Position 9349: 0.9069934081265758
Position 14508: 0.8590084954295623
Position 16271: 0.8107412864749091
Position 7325: 0.7859353073127487
Position 8763: 0.6181606808431728
Position 909: 0.33838888057502703
Position 10360: 0.3043260610938652
Position 8980: 0.2465915506336058
Position 8961: 0.24638369973073346
Position 8724: 0.23601815679078283
Position 9007: 0.1971618115451177
Position 14558: 0.13920650604965717
Position 9988: 0.1257030390727326
Position 10324: 0.12274137605069652
Position 15735: 0.1086087965322287
Position 983: 0.10256952466445342
Position 16750: 0.09840254672427635
Position 7329: 0.0824003504280106
Position 9390: 0.07956885443728814
Position 17161: 0.07436391613733945
Position 8708: 0.06721838008388828
Position 3356: 0.0633806060958893
Position 10094: 0.054167037216244426
Position 8577: 0.05090900303646075
Position 5709: 0.04977391439839007
Position 10222: 0.043931943218850356
Position 8976: 0.03887809824084566
Position 10119: 0.03509719198438188
Position 10158: 0.03253766760519281
Position 3430: 0.02666316228130022
Position 8947: 0.02351378624418759
Position 7532: 0.01842140727562821
Position 15779: 0.01822715850586721
Position 14853: 0.016976552592519966
Position 16761: 0.014789355888989998
Position 15559: 0.013167632696575334
Position 8777: 0.012719437619378328
Position 17304: 0.012550689626651929
Position 14793: 0.010835559493642509
Position 16332: 0.010579005773806183
Position 10203: 0.010432069388581924
Position 11707: 0.009066007957127158
Position 11819: 0.0077411742511627486
Position 9019: 0.007297740943765142
Position 9194: 0.007135698139342547
Position 8939: 0.0065629758736577126
Position 1021: 0.004972790389516649
Position 17164: 0.003866201203564393
Position 15501: 0.003115057940834047
Position 8780: 0.0028328759051930363
Position 15299: 0.0025185341872292055
Position 946: 0.0024558461060452466
Position 14601: 0.0017849985207805123
Position 13689: 0.0015940673911931625
Position 9204: 0.0013937935792867526
Position 14282: 0.001059313168019162
Position 697: 0.0010341550385665936
Position 9661: 0.0002303144572647036
Position 14286: 0.00020166188279388853
Position 9518: 0.00013711174741031334
Position 14295: 3.549956921535596e-05
Position 14298: 3.040296113363987e-05
Position 14233: 2.154051793857693e-05
Position 14393: 7.619867356625202e-06
