Gene = Bccip
index = 173
Annotated 5SS: [ 196 4930 5647 7618 8454 9946]
Annotated 3SS: [ 4854  5565  7527  8265  9770 11373]
SMsplice 5SS: [ 196 4930 5647 7618 9946]
SMsplice 3SS: [ 4854  5565  7527  9770 11373]
top_k =  100
Partition function (log Z): 1.724922873841944

Sorted 5' Splice Sites (High to Low Probability):
Position 196: 0.9999912670955061
Position 5647: 0.963899726992425
Position 7618: 0.9104770991157711
Position 9946: 0.6977932262387854
Position 4930: 0.5596396793766464
Position 8454: 0.38525511220241293
Position 3370: 0.203297681819715
Position 4997: 0.146255926118444
Position 6745: 0.07128555735474765
Position 7658: 0.04304632894715062
Position 8529: 0.01889089394319702
Position 5748: 0.01847115775643889
Position 5651: 0.016016851949158955
Position 5160: 0.012513920917554633
Position 6157: 0.010052314361680342
Position 8118: 0.009253222494471972
Position 6107: 0.00867044051662723
Position 5846: 0.007951751567369577
Position 5134: 0.006704699771178113
Position 2316: 0.006388735184065586
Position 1995: 0.00535449789374578
Position 4813: 0.004973709457535861
Position 8324: 0.004312431184188319
Position 2153: 0.002941418647918163
Position 605: 0.0021594068786963145
Position 2279: 0.0021354177406966
Position 8097: 0.0020851297010867774
Position 3615: 0.0015672626275627626
Position 2354: 0.0012196435011047333
Position 7879: 0.0008779781317910783
Position 8025: 0.0008451427042133648
Position 210: 5.842982839803906e-06
Position 243: 1.9309375607528224e-06
Position 124: 3.530881539786534e-07
Position 232: 2.9727537496885426e-07
Position 175: 1.4441636193761478e-07
Position 187: 8.717218385766887e-08
Position 155: 7.703202128245106e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5565: 0.9998735521864343
Position 9770: 0.7387453054119346
Position 11373: 0.6440977874374209
Position 7527: 0.5819383473563263
Position 4854: 0.5347506707615961
Position 8265: 0.42730430163047717
Position 3333: 0.185742281246086
Position 7487: 0.18380118421405925
Position 7420: 0.17968290222828412
Position 4717: 0.1385450611556335
Position 10366: 0.10689258831623986
Position 8424: 0.06741434429440796
Position 4891: 0.03744452027344001
Position 6548: 0.03605105903822696
Position 11435: 0.034748237942222635
Position 10342: 0.02736495764794461
Position 9618: 0.020034720674322146
Position 6603: 0.01388177870627451
Position 7783: 0.01311174848157689
Position 6486: 0.011915408602895307
Position 5044: 0.011856637315820468
Position 7534: 0.009649884923250685
Position 6615: 0.009437311007350858
Position 10850: 0.009414170368641419
Position 7975: 0.009208111011216599
Position 1957: 0.00815032273762817
Position 3063: 0.008110309636812137
Position 5995: 0.007560603036801221
Position 4996: 0.0073619833729122825
Position 3337: 0.006898945198211277
Position 5954: 0.006590360755708295
Position 7728: 0.006328847741258978
Position 2200: 0.00526149550100462
Position 8709: 0.004539204111691512
Position 3084: 0.004113408366168363
Position 8840: 0.004047166557866694
Position 5737: 0.0036684738339062394
Position 2179: 0.003537627960185248
Position 5974: 0.0029933826455142047
Position 7807: 0.002749960545314089
Position 8002: 0.0017627937686126762
Position 5725: 0.001703472329445494
Position 437: 0.0015965245096689932
Position 6028: 0.0015784084402838548
Position 5760: 0.0009675421020389582
Position 2223: 0.0009446729646770471
Position 541: 0.0005238087918470627
Position 5578: 0.00011792204442201447
Position 4641: 0.00010122507234533763
Position 1962: 7.954632578776761e-05
Position 1841: 3.782771903759366e-05
Position 1889: 2.8219759210412805e-05
Position 4598: 2.7837689611444458e-05
Position 342: 2.227560901520819e-05
Position 372: 1.6797968165048175e-05
Position 5456: 7.52705258605862e-06
Position 5619: 9.987165606608373e-07
