Gene = Rbis
index = 886
Annotated 5SS: [  76 1745 4109]
Annotated 3SS: [1627 3991 4876]
SMsplice 5SS: [  76 1745 4109]
SMsplice 3SS: [1627 3991 4876]
top_k =  100
Partition function (log Z): -6.615681947995857

Sorted 5' Splice Sites (High to Low Probability):
Position 76: 0.9677205356877789
Position 1745: 0.8900633503735663
Position 4109: 0.8164511187315935
Position 4451: 0.0802797835483722
Position 1197: 0.03385306228712044
Position 269: 0.02602458548751914
Position 2370: 0.019142861284319784
Position 3141: 0.012177044203340395
Position 3148: 0.008877292015400348
Position 3570: 0.007188830969819323
Position 1866: 0.007129771120318919
Position 514: 0.00624683085537376
Position 3555: 0.005417209056480534
Position 4301: 0.004783837085205904
Position 110: 0.004596600014540949
Position 4761: 0.0044346309283509276
Position 66: 0.003968416245429162
Position 551: 0.0033797627781239174
Position 971: 0.003311918834841122
Position 374: 0.0019923553403694244
Position 1180: 0.0012036806607029112
Position 669: 0.001079307358501683
Position 453: 0.0010144242373992154
Position 665: 0.0008723199780925212
Position 230: 0.0007254633232241692
Position 92: 0.0006074226393705472
Position 448: 0.0005074674753370878
Position 48: 5.134705180828559e-06
Position 117: 4.08435486014555e-06
Position 140: 4.499226577922321e-07
Position 209: 3.1998177043364265e-07
Position 20: 2.895974588983462e-07
Position 22: 2.2284259359681059e-07
Position 42: 1.915163861673695e-07
Position 33: 6.304487509108352e-08
Position 175: 5.602404410028376e-09
Position 191: 4.9268864399730525e-09
Position 137: 3.4620822282625616e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1627: 0.9021012505491951
Position 3991: 0.8475540923850421
Position 4876: 0.506093130313793
Position 4760: 0.1357791109912914
Position 4383: 0.1263661363598886
Position 4425: 0.04360674988687125
Position 2136: 0.039349512283340285
Position 2901: 0.02872886411945464
Position 4209: 0.025270025152133346
Position 3458: 0.024872085247928645
Position 4640: 0.024635514827469368
Position 4237: 0.02299838944450355
Position 191: 0.01992343414404474
Position 1084: 0.019909384301382605
Position 4386: 0.019711058132800243
Position 4556: 0.019571287590554067
Position 3962: 0.01741546796901804
Position 3745: 0.011365062651447303
Position 4879: 0.010422902572634708
Position 2675: 0.008667021514944842
Position 1052: 0.005770719050015904
Position 4685: 0.005166181344840862
Position 4288: 0.004379895883550409
Position 1011: 0.003543384180027723
Position 323: 0.003532877529088711
Position 1122: 0.0034676437009998214
Position 4250: 0.0032462721440460404
Position 4450: 0.0029396024843934255
Position 3015: 0.0024621047751096667
Position 4839: 0.0024322934310954045
Position 4728: 0.002187933465433017
Position 2661: 0.001708105168389773
Position 4970: 0.0016062828957919778
Position 1819: 0.0015680961709131443
Position 2183: 0.0015245627930870424
Position 1596: 0.001461067880688436
Position 2616: 0.001307828292606066
Position 3813: 0.0012085258318882694
Position 2222: 0.0011605986630938627
Position 374: 0.001125801170129536
Position 846: 0.0010615547885477695
Position 2289: 0.0010390629055636233
Position 1599: 0.0009808950485075938
Position 2216: 0.0009741501800292446
Position 1865: 0.0009292145267355417
Position 1822: 0.0005857843678962629
Position 868: 0.00030957012327607566
Position 4099: 0.00030774020657672895
Position 1089: 0.00028196660874828564
Position 168: 0.00020841628766124615
Position 497: 0.00017535481854626353
Position 1682: 4.955785046044831e-05
Position 1547: 9.013524409574657e-06
Position 1424: 7.62785893876427e-06
Position 1517: 4.860888255803904e-07
