Gene = Tpp1
index = 1135
Annotated 5SS: [  65  254  646 2056 2376 2699 3011 3353 3654 4577 4849 5293]
Annotated 3SS: [ 181  505 1904 2247 2522 2811 3163 3583 4455 4689 5166 5462]
SMsplice 5SS: [  65  254 2056 2699 3654 5463]
SMsplice 3SS: [ 181 1904 2559 3583 5258 5881]
top_k =  100
Partition function (log Z): 4.668791569589111

Sorted 5' Splice Sites (High to Low Probability):
Position 3654: 0.9775360934154789
Position 2056: 0.9687890105527021
Position 65: 0.905014795715606
Position 2699: 0.8901937440194629
Position 254: 0.8647172776555417
Position 4849: 0.7248164133083134
Position 3353: 0.487867068050281
Position 4614: 0.44776372924300656
Position 5463: 0.4448007886199412
Position 5293: 0.4174795126764429
Position 4577: 0.3787931926888174
Position 2376: 0.19323539564436704
Position 276: 0.11785344826270984
Position 6014: 0.09434507479925727
Position 78: 0.08671179385175884
Position 2582: 0.08421067705603819
Position 728: 0.031550929477358824
Position 646: 0.030577714119033882
Position 609: 0.029009207912538672
Position 4192: 0.025862639545733562
Position 2323: 0.02070172094473733
Position 1447: 0.01792696618309536
Position 3011: 0.017173979761420335
Position 3244: 0.01573206539045954
Position 7148: 0.015482483010380202
Position 2473: 0.01176988023614604
Position 2414: 0.006588802113099
Position 2157: 0.004232122068140717
Position 87: 0.003337795245073533
Position 711: 0.003152687446901444
Position 2063: 0.00225015622744165
Position 3758: 0.0003538145505440109
Position 2015: 0.00023762066400222974
Position 248: 0.00013586145817357995
Position 267: 6.106780405412184e-05
Position 258: 4.408988096794327e-05
Position 378: 2.2382015349112342e-05
Position 331: 1.9050077187505945e-05
Position 426: 1.4450887033490021e-05
Position 8: 1.3217781911221613e-05
Position 342: 6.3461332027334925e-06
Position 282: 4.662695314261533e-06
Position 299: 1.2992580095398224e-06
Position 121: 1.0912241539106223e-07
Position 124: 2.288830692366638e-09
Position 144: 9.01829904534782e-13
Position 133: 2.026594830001929e-14
Position 172: 7.993650553408638e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 181: 0.9665317310051995
Position 3583: 0.9466805511916497
Position 1904: 0.9204719324145142
Position 5258: 0.4895311575244173
Position 4455: 0.46742426258711667
Position 2559: 0.4603029594664334
Position 5166: 0.4076489651190956
Position 2522: 0.40744630068930043
Position 3212: 0.34277422399107565
Position 4689: 0.340658697063502
Position 5881: 0.30766179596475574
Position 2247: 0.2768639034685554
Position 4511: 0.2309188427844307
Position 4721: 0.20681916989186555
Position 7055: 0.1821109254444557
Position 6381: 0.15958091352080894
Position 5737: 0.15365830523439672
Position 6615: 0.13857703345374311
Position 4472: 0.12491637336395747
Position 4742: 0.11633458530296409
Position 3163: 0.1125613258532414
Position 505: 0.08419297219458675
Position 4576: 0.06430140424630042
Position 5550: 0.04497480469753739
Position 3087: 0.04420938919289791
Position 7378: 0.032408751051857046
Position 2581: 0.02920884073310205
Position 4103: 0.02833268770631138
Position 1978: 0.026861527607072763
Position 5715: 0.026617483870032765
Position 2811: 0.021143175167956222
Position 5462: 0.02095221539825522
Position 2570: 0.01984257393289166
Position 1841: 0.014038295278150084
Position 3352: 0.013125990807371755
Position 2251: 0.012992437636404864
Position 1365: 0.009372356524733222
Position 189: 0.008466146847931018
Position 3526: 0.007393529695502742
Position 5683: 0.0059154596660886734
Position 1988: 0.005551304322084706
Position 3620: 0.005367586094971672
Position 3446: 0.005298816307050912
Position 581: 0.005169404833231344
Position 516: 0.003399120058788304
Position 1796: 0.0032732674043038064
Position 1387: 0.0031878787011723076
Position 1847: 0.002831482006773916
Position 1288: 0.002070740768929559
Position 127: 0.0020299525323681745
Position 412: 0.0015290418692263448
Position 1820: 0.0013811051782810762
Position 1226: 0.0013246294145470199
Position 1319: 0.0010815042426268297
Position 1198: 0.0008898565310864276
Position 1763: 0.0008892621065856358
Position 133: 0.0008790066423857634
Position 2080: 0.0002107331945211075
Position 130: 4.9321618285189036e-05
Position 2886: 4.491426568966765e-05
Position 2873: 4.008473130037519e-05
Position 2350: 3.645117592722364e-05
Position 3653: 2.3433869475898165e-05
Position 2341: 3.4942652507774167e-06
Position 2294: 3.2586459852805266e-06
Position 291: 1.171892214512929e-06
Position 142: 3.1293939728825064e-07
Position 245: 4.432974880244695e-09
Position 236: 2.223311240013222e-09
