Gene = 1700008O03Rik
index = 6
Annotated 5SS: [   44   708 12088 12379 13981]
Annotated 3SS: [  505 12014 12257 13846 14648]
SMsplice 5SS: [  266  4789  8518 12132 12379 13981]
SMsplice 3SS: [ 4706  8437 12014 12257 13846 14648]
top_k =  100
Partition function (log Z): -5.584484258091984

Sorted 5' Splice Sites (High to Low Probability):
Position 12379: 0.9999967531229293
Position 8518: 0.9999967531229291
Position 13981: 0.9378874019260176
Position 4789: 0.577194741782652
Position 12132: 0.5764514999862
Position 708: 0.5664260808397155
Position 11356: 0.5600549959561638
Position 266: 0.46099647475441635
Position 12088: 0.4124115587594188
Position 1777: 0.4045498250943534
Position 5809: 0.35179469543716646
Position 11926: 0.23650497121670497
Position 6686: 0.12428009966406417
Position 448: 0.12264935163160895
Position 473: 0.04078229673823267
Position 230: 0.031098979255350215
Position 14734: 0.029485743341787114
Position 13959: 0.028095116487765123
Position 14548: 0.021277367536546618
Position 173: 0.013419500995712071
Position 14009: 0.0077505814956836784
Position 81: 0.0053090725702106215
Position 185: 0.005251148635727874
Position 653: 0.00258473711328718
Position 425: 0.002554069453380583
Position 1030: 0.002435935511169109
Position 48: 0.0010119429810661604
Position 12537: 7.067756977276799e-05
Position 84: 5.421392731424496e-07
Position 30: 2.470663663333698e-07
Position 299: 9.406538502528732e-08
Position 11: 1.6770054527791425e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8437: 0.9999967531229295
Position 12257: 0.9888630587456189
Position 12014: 0.9748781939510381
Position 14648: 0.7432480838541289
Position 13846: 0.6442463047357657
Position 4706: 0.5771947417826521
Position 11272: 0.3708414870514737
Position 5607: 0.35179469543716635
Position 13876: 0.32948679517370094
Position 11817: 0.26162353038859565
Position 11249: 0.18921350890469013
Position 14547: 0.18208766116852357
Position 1695: 0.1558986064281545
Position 1453: 0.14974730945069206
Position 6484: 0.12428009966406413
Position 542: 0.12331723397501866
Position 1570: 0.09890390921550674
Position 14798: 0.046562466208273486
Position 588: 0.045866820472889515
Position 505: 0.041445513723236134
Position 14668: 0.02875144412324713
Position 625: 0.024999944318191254
Position 14499: 0.019762082123907666
Position 513: 0.01853545939219368
Position 14474: 0.013704433158383652
Position 14676: 0.006304620510406375
Position 14884: 0.005347713580919757
Position 14552: 0.003845346317006086
Position 12777: 0.0011460129564658697
Position 364: 0.00018010113119282484
Position 12460: 5.6356630429993935e-05
Position 548: 5.2884996253201074e-05
Position 639: 4.9903975233039e-05
Position 544: 4.064997563825783e-05
Position 551: 3.1978561108392766e-05
Position 12501: 1.4320939342774085e-05
Position 3777: 3.246877071663009e-06
