Gene = Krtdap
index = 613
Annotated 5SS: [ 118 1639 1850 2052 2711]
Annotated 3SS: [1599 1807 2006 2662 3014]
SMsplice 5SS: [118]
SMsplice 3SS: [2006]
top_k =  100
Partition function (log Z): -8.588683706780184

Sorted 5' Splice Sites (High to Low Probability):
Position 118: 0.548408378129343
Position 360: 0.45690145864691395
Position 2052: 0.3793106647406965
Position 2136: 0.10589287577766017
Position 2711: 0.08782924438326903
Position 1639: 0.08031117084882354
Position 1681: 0.07976968136283678
Position 2476: 0.06761576547561898
Position 2081: 0.06127422013587962
Position 942: 0.02395589538716754
Position 592: 0.01986302095341361
Position 960: 0.01090627800916686
Position 2158: 0.0039612278466047875
Position 1495: 0.0036548658858394636
Position 1673: 0.0027653378054995213
Position 996: 0.002223337467664157
Position 612: 0.0011111102710681538
Position 1850: 0.0010861438289450041
Position 79: 0.00041137725863931205
Position 191: 0.0003812359976575679
Position 130: 5.7055791681211014e-05
Position 364: 1.4163562359470156e-05
Position 43: 1.0971616511611958e-05
Position 275: 7.634313686519738e-06
Position 333: 4.661354039530565e-06
Position 46: 9.024212562874398e-07
Position 167: 2.642992226444173e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2006: 0.73574070051457
Position 3014: 0.4917670152384734
Position 1599: 0.1743256145872789
Position 1807: 0.14259143572782934
Position 2662: 0.11239010658034068
Position 2322: 0.04399529781353379
Position 2858: 0.033688023534613025
Position 2514: 0.031205670325039406
Position 828: 0.030692993791277136
Position 1892: 0.028069562369210974
Position 222: 0.022307491451456416
Position 2710: 0.015317968483483076
Position 2389: 0.014062552035081104
Position 509: 0.011758154772132828
Position 2205: 0.008953641130537988
Position 3067: 0.0082959504812165
Position 876: 0.0065646387447661665
Position 1935: 0.005809128128036816
Position 3050: 0.0053829897670735006
Position 1965: 0.004828493085255281
Position 1431: 0.0029266109858302773
Position 1356: 0.002017553348822809
Position 1452: 0.0015856051588087517
Position 1381: 0.0010860372266933971
Position 191: 0.0008451613877223536
Position 254: 0.0006241511753258307
Position 1394: 0.0003507738037493143
Position 835: 0.00013489678697669287
Position 226: 0.00012688067657782169
Position 450: 0.00011438253796733176
Position 797: 5.7152422691479296e-05
Position 716: 4.721899488845169e-05
Position 921: 3.3218362036459445e-05
Position 228: 2.5037310284046965e-05
Position 519: 1.3010047297360632e-06
Position 459: 1.1356506799830502e-06
Position 416: 9.643290717054e-07
Position 165: 6.317614104511141e-07
Position 493: 5.486152882647237e-07
Position 474: 4.5287293576167575e-07
Position 188: 4.4178692393355995e-07
Position 387: 4.104226095073366e-07
Position 299: 3.7672398515330434e-07
Position 558: 2.3602974877658518e-07
Position 309: 1.689845449524163e-07
Position 259: 1.6664995307721644e-07
