Gene = Dbf4
index = 321
Annotated 5SS: [  250  1496 10596 12707 14223 14483 16915 17846 19105 19637 23029]
Annotated 3SS: [ 1322 10415 12655 14152 14405 16877 17799 18975 19524 22903 24553]
SMsplice 5SS: [  250  1496 10596 12707 14223 14483 15433 19105 23029 23957]
SMsplice 3SS: [ 1322 10415 12655 14152 14355 15352 18975 22903 23854 24046]
top_k =  100
Partition function (log Z): 1.4694280808308267

Sorted 5' Splice Sites (High to Low Probability):
Position 1496: 0.9997303657063382
Position 19105: 0.9888679952355633
Position 14483: 0.9885059255586912
Position 23029: 0.9482172853400809
Position 12707: 0.9175118752946618
Position 15433: 0.8457877353757856
Position 10596: 0.8371236175362341
Position 14223: 0.7121375939125107
Position 250: 0.4713956729952517
Position 169: 0.31609708547349424
Position 23957: 0.2964974562483948
Position 14969: 0.2903827325998914
Position 14251: 0.25345783402229605
Position 17003: 0.2512813424595605
Position 15182: 0.24718788079150697
Position 19643: 0.12031028869305362
Position 184: 0.10477850336146209
Position 19637: 0.10371058478034165
Position 17846: 0.08183803052917916
Position 10864: 0.07842777994492571
Position 16915: 0.058206401130152775
Position 1025: 0.05593918404803682
Position 15194: 0.031168425817436167
Position 19867: 0.027414872871445926
Position 579: 0.025308387410056005
Position 15235: 0.02327649133809097
Position 2622: 0.022098454468095476
Position 8390: 0.021173592984839337
Position 17071: 0.019145514169829125
Position 577: 0.012853922975134957
Position 3034: 0.012254960332107795
Position 188: 0.011721804239520132
Position 10942: 0.011151288294326897
Position 560: 0.010742863314436036
Position 12778: 0.010059264035054551
Position 12711: 0.009352993707861993
Position 5901: 0.008373611330035002
Position 15219: 0.005870210524174849
Position 1172: 0.004867088405069041
Position 13248: 0.004580131318248284
Position 583: 0.002622920716622673
Position 939: 0.002039402518481767
Position 274: 0.0011878375661865369
Position 585: 0.0009827691539785475
Position 286: 0.0009648407263768051
Position 673: 0.0008754583768439065
Position 587: 0.0007945530202955926
Position 404: 0.0006357137677930275
Position 142: 0.00024359021465483665
Position 14369: 0.00014817744622765236
Position 1500: 0.00013510767308057593
Position 2251: 9.411775423491201e-05
Position 796: 5.9464108941326106e-05
Position 1534: 4.475111464902486e-05
Position 14824: 4.302614406850718e-05
Position 1458: 2.805235772474799e-05
Position 2300: 2.4200965991198157e-05
Position 1524: 2.107876954500076e-05
Position 363: 3.051674214840097e-06
Position 195: 1.0644126634789543e-07
Position 541: 2.4879395557954328e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1322: 0.9999118548851155
Position 14152: 0.9772819228657246
Position 22903: 0.9750322133305726
Position 12655: 0.9369241330375784
Position 10415: 0.837123617536234
Position 15352: 0.816371029613585
Position 14355: 0.7414971720787232
Position 18883: 0.6474645621641582
Position 23854: 0.5042088365811912
Position 24046: 0.44687394927199225
Position 14927: 0.3585944960516114
Position 18975: 0.3414034330714054
Position 16877: 0.3161648307851079
Position 19524: 0.2295966632627284
Position 15103: 0.20866274611902835
Position 10720: 0.08957906823925257
Position 14368: 0.08366127287101802
Position 14388: 0.07394786119722568
Position 17802: 0.06969510929993361
Position 14405: 0.06446007772854238
Position 24553: 0.04828634708806237
Position 25652: 0.045123068599670975
Position 19818: 0.040040386795264615
Position 23514: 0.036857948431124755
Position 15321: 0.026553107515610422
Position 23240: 0.02637693168860704
Position 23182: 0.025903079021916242
Position 25416: 0.02458321197792307
Position 14762: 0.022679418937395196
Position 8272: 0.021173592984839337
Position 24620: 0.02095903617261742
Position 23265: 0.017547260106613102
Position 23143: 0.015274076284754384
Position 2415: 0.013755169372641608
Position 16808: 0.012640074614088115
Position 25380: 0.012215038188543676
Position 17528: 0.012142921229245552
Position 14327: 0.01136604374995226
Position 24650: 0.010178049103017676
Position 916: 0.009110363895268075
Position 5808: 0.008373611330035002
Position 2464: 0.008343285095453862
Position 24626: 0.006992712700790489
Position 2923: 0.006277841609405144
Position 482: 0.0053992388900981625
Position 14742: 0.005373511295748742
Position 12985: 0.004580131318248284
Position 23591: 0.003909765439669389
Position 656: 0.0037210428146978707
Position 23339: 0.0036266549780189453
Position 15016: 0.003291529732934391
Position 2939: 0.002787094685689462
Position 14824: 0.002222817305532888
Position 19310: 0.0020853781047287527
Position 14428: 0.002035180448539365
Position 2898: 0.0013710612401930645
Position 384: 0.0012710778150669048
Position 837: 0.0011565495776386004
Position 938: 0.001134924219302059
Position 2695: 0.0009490826534586325
Position 2692: 0.0008698801433614934
Position 1107: 0.0008087282430330705
Position 457: 0.0006375049216098556
Position 1121: 0.00043530217348320235
Position 1075: 0.00023484034319811331
Position 16371: 0.00010689804890917938
Position 816: 7.927974206962318e-05
Position 766: 6.897343514035255e-05
Position 14854: 6.47652574402268e-05
Position 14895: 5.9218707791192295e-05
Position 2159: 5.8591070830076805e-05
Position 408: 5.64193169066948e-05
Position 2144: 4.6498425941434766e-05
Position 14704: 4.519717122361929e-05
Position 1375: 3.895419209992014e-05
Position 2088: 1.037823862282707e-05
Position 1247: 8.546544121957685e-06
Position 2052: 2.850984831771536e-06
