Gene = Pid1
index = 815
Annotated 5SS: [   305 125414]
Annotated 3SS: [125266 246137]
SMsplice 5SS: [   305  10607  96859 104802 125414 140421 173088 205034 235776 237583]
SMsplice 3SS: [ 10470  96758 104669 125266 140278 173009 204951 235571 237481 243882]
top_k =  100
Partition function (log Z): -148.45675456477335

Sorted 5' Splice Sites (High to Low Probability):
Position 305: 0.9932153457642918
Position 1831: 0.3797937348807152
Position 799: 0.11021196802047527
Position 586: 0.09556318722837029
Position 574: 0.04078782540052459
Position 5183: 0.03251846269753694
Position 1697: 0.01866095833338317
Position 895: 0.009997694218865403
Position 349: 0.003461564359898787
Position 371: 0.003023495362134686
Position 1881: 0.001724876786518456
Position 1102: 0.0017022004808323957
Position 594: 0.00015079022754154424
Position 576: 0.00012209749133987584
Position 582: 0.00010084429359008673
Position 108: 8.078627863643507e-05
Position 565: 7.123685756494327e-05
Position 513: 6.223278431430206e-05
Position 580: 3.8484273307440765e-05
Position 362: 3.420875244001609e-05
Position 83: 1.5070156099855864e-05
Position 449: 7.457431142803781e-06
Position 479: 6.980127609809022e-06
Position 233: 3.232191969471083e-06
Position 244: 2.5102261132220364e-06
Position 185: 2.1590840173432516e-07
Position 356: 1.0506012823484167e-07
Position 40: 7.51567956266152e-09
Position 277: 1.6431632599340266e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5619: 0.4102948809229461
Position 1766: 0.3893367229533046
Position 715: 0.21308048201615548
Position 2708: 0.17469867074669992
Position 393: 0.11005598255105437
Position 4983: 0.07147260283896004
Position 427: 0.06433257856408044
Position 4880: 0.037529908551421624
Position 3398: 0.03065094015511727
Position 1919: 0.029579431035367948
Position 4918: 0.025203613854114612
Position 4569: 0.015557117567638303
Position 1651: 0.013669668911553787
Position 5795: 0.010465728314189545
Position 5528: 0.009710825760003365
Position 2130: 0.009451182257527495
Position 1540: 0.009279664673068642
Position 1968: 0.00814568774438449
Position 488: 0.00772699916949732
Position 1571: 0.007219661653810241
Position 3008: 0.00660561089740396
Position 3084: 0.00556077551962411
Position 1784: 0.005312479529168661
Position 4452: 0.004961538329526731
Position 573: 0.0035110648905925194
Position 2159: 0.002814159595817259
Position 3580: 0.002770905493324243
Position 3421: 0.0024438808112388294
Position 3280: 0.0023014478076498184
Position 1169: 0.002116280354664673
Position 3139: 0.002094172230158444
Position 973: 0.002093168934446206
Position 1604: 0.0006844833776716916
Position 493: 0.00031789467413734164
Position 511: 0.00017409034178404115
Position 495: 4.511010123311564e-05
Position 231: 3.921840774889656e-05
Position 202: 2.2292153201392164e-05
Position 537: 1.2315112560805459e-05
Position 182: 8.227230642348784e-06
Position 519: 4.131392489796165e-06
Position 191: 1.9758477478520506e-06
