Gene = Gtf3c1
index = 527
Annotated 5SS: [  324  3950  8437  8832 11320 14642 26679 28955 30480 31298 33724 35096
 37306 38198 38632 38927 39787 40469 40757 44373 44822 45204 45522 48724
 50295 51937 53314 55918 56718 59384 60441 61307 62266 63907 64455 65334]
Annotated 3SS: [ 3739  8259  8687 11222 14517 26516 28838 30163 31094 33586 34941 37201
 38012 38361 38780 39688 40371 40578 44233 44685 45124 45332 48565 50151
 51854 53200 55854 56623 59210 60152 61046 61975 63407 64414 65140 66046]
SMsplice 5SS: [  324  3950  8437  8832 11320 14642 26679 28955 31298 33724 35096 37306
 38198 38927 39793 40469 44373 44822 45204 48724 50295 50872 51937 53314
 55918 56718 59384 61307 62266 65334]
SMsplice 3SS: [ 3739  8259  8687 11222 14517 26516 28838 31094 33586 34941 37201 38012
 38780 39688 40371 44233 44685 45124 48565 50178 50784 51854 53200 55854
 56623 59210 61046 62140 65140 66046]
top_k =  100
Partition function (log Z): 47.77659525568028

Sorted 5' Splice Sites (High to Low Probability):
Position 8832: 0.9999999999999931
Position 48724: 0.999999999999992
Position 14642: 0.9999999999999865
Position 26679: 0.9999468683049857
Position 33724: 0.9985461362489821
Position 3950: 0.9980821443834037
Position 35096: 0.992181046418316
Position 61307: 0.9856064936322696
Position 44373: 0.985601510237369
Position 51937: 0.9850980092324739
Position 44822: 0.9794055538104558
Position 8437: 0.9787779556733405
Position 31298: 0.9636842261149513
Position 38927: 0.9582868529483852
Position 59384: 0.9373367444712055
Position 55918: 0.9312011203600213
Position 11320: 0.8942599467446042
Position 45204: 0.8881235210543794
Position 40469: 0.8771706482531819
Position 62266: 0.869994358000494
Position 28955: 0.8695350553386001
Position 38198: 0.8591075930011788
Position 56718: 0.8507518380853393
Position 50295: 0.8411096309125863
Position 50872: 0.8109748384624109
Position 53314: 0.7063657587882414
Position 21114: 0.6460488033058229
Position 65334: 0.6198167441665516
Position 38632: 0.5356789353120592
Position 60441: 0.4752735208414814
Position 324: 0.4656833136476369
Position 40757: 0.46304402585834764
Position 17860: 0.4531969269374675
Position 39793: 0.45238170421099655
Position 45522: 0.4203004262175738
Position 12567: 0.3764618766066963
Position 65: 0.3371106971768865
