Gene = C2cd6
index = 196
Annotated 5SS: [  403 17018 18230 19904 25184 26218 27124 28751 32505 34329 36245 42405]
Annotated 3SS: [16930 18177 19757 25057 26172 27054 28670 32369 34222 36180 42366 43614]
SMsplice 5SS: [  403 17018 19904 28751 32505]
SMsplice 3SS: [16930 19757 28670 32369 43742]
top_k =  100
Partition function (log Z): -32.746391090117186

Sorted 5' Splice Sites (High to Low Probability):
Position 403: 0.9260642613826827
Position 374: 0.0579460055115236
Position 4: 0.05182549615793828
Position 903: 0.028338071960927743
Position 481: 0.01383818381548131
Position 898: 0.005168305020513871
Position 106: 0.0021210651008533735
Position 266: 0.0013611285958021243
Position 70: 0.0006696085234293077
Position 126: 0.0004574072582591394
Position 723: 0.00018503622624646717
Position 45: 0.00014150830048964701
Position 216: 0.00011221483023607137
Position 687: 0.00010203896381333032
Position 423: 5.1680373779621986e-05
Position 138: 4.489968690560645e-05
Position 8: 1.7490473554889186e-07
Position 461: 1.0271801574886239e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1535: 0.14696381857746887
Position 2715: 0.09490153759699034
Position 564: 0.08468118793953697
Position 4355: 0.07150164536366099
Position 1508: 0.06672002863212509
Position 6029: 0.0666540902164004
Position 6151: 0.04239596188709374
Position 265: 0.03960539385688823
Position 6359: 0.036024473790731266
Position 4673: 0.03263549488842301
Position 1422: 0.030250703821410777
Position 5327: 0.030072152459592053
Position 4358: 0.029053711947476215
Position 6519: 0.02695956265710837
Position 4651: 0.023176601787860004
Position 791: 0.022955775047294336
Position 5417: 0.02144424277332218
Position 4182: 0.01989547577189222
Position 2368: 0.019852766677342447
Position 519: 0.018122065252692585
Position 4217: 0.016470930755341562
Position 5217: 0.016054909640937746
Position 2848: 0.014524706630469892
Position 2693: 0.012988105605153281
Position 4756: 0.012852974783229665
Position 2305: 0.012813333256636448
Position 817: 0.0107175811766891
Position 4593: 0.009024503756491244
Position 179: 0.00751994968338634
Position 3036: 0.007149977888020693
Position 1643: 0.006007195083050955
Position 3383: 0.005807435037476738
Position 301: 0.005465792827987683
Position 1558: 0.004235043368364035
Position 3320: 0.0041153943804769924
Position 3337: 0.003969719157910516
Position 636: 0.003484508435934571
Position 582: 0.003047554286057957
Position 276: 0.0024069055280573973
Position 2312: 0.001962304088329764
Position 1043: 0.0013429992555501794
Position 667: 0.001198281771626717
Position 822: 0.0010303927769259118
Position 138: 0.00020095349495748876
Position 243: 3.730648228247919e-05
Position 246: 2.7650241090760377e-05
Position 159: 2.5196123358077528e-05
Position 121: 1.5788038637894098e-05
Position 147: 1.571724101053439e-05
Position 203: 1.541880433836595e-05
Position 865: 1.4438448618552527e-05
Position 348: 3.955312795220341e-06
Position 322: 3.317096532791765e-06
Position 319: 3.026801031576281e-06
Position 342: 2.8007241606707706e-06
Position 104: 1.540492188336533e-06
Position 208: 1.5207666678778277e-06
Position 278: 1.2642835677603272e-06
Position 91: 1.0486097695038724e-07
