Gene = Uros
index = 1170
Annotated 5SS: [  273  6952  7443  8468 10138 11613 18196 18774 19700]
Annotated 3SS: [ 6811  7358  8370 10062 11537 18114 18687 19600 22164]
SMsplice 5SS: [  273  3745  6952  7443  8468 10138 11613 18196 19700]
SMsplice 3SS: [ 3690  6858  7358  8370 10062 11537 18114 19600 22164]
top_k =  100
Partition function (log Z): -4.726953085195355

Sorted 5' Splice Sites (High to Low Probability):
Position 6952: 0.99120799358621
Position 18196: 0.9904369351873252
Position 19700: 0.9537015141190516
Position 10138: 0.9165362482864134
Position 8468: 0.911027404948213
Position 3745: 0.8521735824730735
Position 273: 0.7190075925125164
Position 7443: 0.6768869294443993
Position 11613: 0.5999258112691452
Position 20188: 0.20835253941084408
Position 358: 0.13202635851511418
Position 299: 0.09989673592347781
Position 9063: 0.0828798948558254
Position 20393: 0.0760679652710767
Position 975: 0.06363234855355587
Position 7669: 0.06256272209970497
Position 2524: 0.050435709160837214
Position 7791: 0.04010488566323245
Position 20218: 0.03454289454704488
Position 244: 0.02548627895596613
Position 9357: 0.022908994379022555
Position 1419: 0.008587656709404663
Position 333: 0.00031488639573018057
Position 240: 0.00020116381037100974
Position 266: 0.0001870803513312738
Position 630: 0.00011500947674354424
Position 10811: 4.1654589470998155e-05
Position 755: 3.708241265372801e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 18114: 0.9985145473705169
Position 19600: 0.9904369351873252
Position 8370: 0.8793267695980508
Position 10062: 0.848981701875993
Position 3690: 0.7808683058023277
Position 6858: 0.7459163038301815
Position 7358: 0.6460015831193
Position 22164: 0.618833556965592
Position 11537: 0.5999930519130295
Position 20300: 0.20139304636095112
Position 6861: 0.18369223799403048
Position 20071: 0.15384427620482247
Position 20092: 0.09715367568341225
Position 20014: 0.08226410855946485
Position 8948: 0.07896032302831135
Position 10036: 0.06755258782263476
Position 3621: 0.061959111919038884
Position 6678: 0.061599451761998165
Position 20244: 0.05139047756213051
Position 21347: 0.04164751507377647
Position 7526: 0.03580614775354147
Position 2353: 0.030122731079617947
Position 8386: 0.026832996209706233
Position 20148: 0.02613825693786862
Position 7614: 0.023974207918135523
Position 712: 0.02035047381065321
Position 2333: 0.018335817920534712
Position 7705: 0.018118404734900888
Position 9169: 0.015136517585964088
Position 7163: 0.013387754082308358
Position 7595: 0.013308725227954203
Position 926: 0.009934230322290882
Position 3476: 0.00934616475170685
Position 7328: 0.009221978270773666
Position 7429: 0.008768348443891953
Position 9142: 0.0077724767930584596
Position 956: 0.006666950912370675
Position 1274: 0.005190243352026804
Position 8417: 0.004788028908660003
Position 7668: 0.004618316840334813
Position 8913: 0.003919571827514039
Position 7241: 0.0038861893402498083
Position 7219: 0.0024628814759462166
Position 2455: 0.0019771601606845056
Position 793: 0.00185194138570131
Position 581: 0.0015837485919120708
Position 1381: 0.0014802777294239146
Position 1292: 0.0013061381003723488
Position 10940: 0.0006659298193748137
Position 1334: 0.0006109975275816036
Position 817: 0.000517191884533125
Position 10629: 0.00036749835432902447
Position 10674: 0.0002631506899894772
Position 12214: 0.00016328771137429928
Position 8152: 7.961023179586674e-05
Position 9776: 1.9585877859054475e-06
