Gene = Cenpl
index = 246
Annotated 5SS: [  590  4164  7714 12684]
Annotated 3SS: [ 3989  7461 12140 15220]
SMsplice 5SS: [ 590 4164 7714]
SMsplice 3SS: [ 3989  7461 12140]
top_k =  100
Partition function (log Z): -10.214188084468017

Sorted 5' Splice Sites (High to Low Probability):
Position 590: 0.9986025308958457
Position 4164: 0.895223625604413
Position 7714: 0.7327716766968028
Position 4523: 0.2720798362096938
Position 2666: 0.24250694798507644
Position 2925: 0.14993107681505718
Position 3005: 0.05920275662420696
Position 369: 0.04146913359635076
Position 6580: 0.03729289500042862
Position 7118: 0.019527942355650512
Position 5334: 0.013647342693818487
Position 707: 0.010959289568314339
Position 1635: 0.005968715432011943
Position 2112: 0.004250540635636728
Position 153: 0.00410317462627928
Position 2198: 0.0038928172295586384
Position 728: 0.002076497585876153
Position 4169: 0.001329964481748761
Position 713: 0.0008771550667773075
Position 137: 0.0007051395542853611
Position 98: 0.0006531439547064284
Position 362: 0.0005438486392914353
Position 1066: 0.0005369727062684728
Position 396: 0.0004892774243429014
Position 186: 0.0004539954172472794
Position 1743: 0.00044752808030305456
Position 258: 0.00039360365898627204
Position 70: 0.00038885824059293724
Position 223: 0.0003709474574120407
Position 103: 0.00020064631760179853
Position 346: 0.00018452742615923868
Position 88: 0.00018212670233721422
Position 188: 0.0001328827861806006
Position 448: 0.00010533060678376667
Position 282: 6.37236807382839e-05
Position 417: 4.1581630166964794e-05
Position 604: 1.198032072825818e-06
Position 547: 6.486120945089092e-07
Position 568: 3.720166178229393e-07
Position 584: 2.6221896050111535e-07
Position 507: 2.0607566577967117e-07
Position 515: 1.8185246734205129e-07
Position 570: 8.019950843808189e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3989: 0.7674592704522072
Position 7461: 0.7623011008089897
Position 12140: 0.4540451382690072
Position 11406: 0.3278506273508534
Position 4298: 0.2751694449671976
Position 2534: 0.23481516210601552
Position 2764: 0.21039077115295338
Position 15220: 0.0824391798222168
Position 4079: 0.06909281652458317
Position 4062: 0.06018588272482197
Position 6528: 0.03729289500042863
Position 9635: 0.03261720685818437
Position 11438: 0.030477163041508926
Position 460: 0.02255833091649171
Position 7019: 0.019527942355650512
Position 463: 0.014551347039131869
Position 678: 0.014400647046019103
Position 518: 0.012592342541690896
Position 5259: 0.009224700265987743
Position 8623: 0.008933323302600651
Position 7965: 0.006476443831668753
Position 9466: 0.006191152903077312
Position 5110: 0.005744025079470596
Position 2611: 0.004918521428742931
Position 8335: 0.0046765632302181535
Position 4485: 0.004623596109589343
Position 1986: 0.004110235846184671
Position 1554: 0.004098070344833583
Position 2094: 0.0031807198559122025
Position 7914: 0.0027259430225676385
Position 4766: 0.0018543552003978286
Position 2500: 0.0015198468746907242
Position 2575: 0.0013419801242773653
Position 3125: 0.0008735389831117759
Position 1495: 0.0005743263749152108
Position 1933: 0.0005739494067580186
Position 1626: 0.0005509934347398968
Position 1283: 0.00042038680975167925
Position 2111: 0.00027845275634046687
Position 1350: 0.0002693943647386097
Position 1531: 0.0002616580767735
Position 1345: 0.0001823938057214201
Position 1534: 9.007324702373276e-05
Position 3229: 7.373709715878114e-05
Position 960: 6.423115096705316e-05
Position 4302: 5.823893868208849e-06
Position 2774: 5.0111898345259835e-06
Position 538: 1.3889269076321172e-07
Position 368: 5.676936908104539e-08
Position 296: 2.278584658743365e-08
Position 243: 2.1437124675680093e-08
Position 584: 2.049249053189179e-08
Position 362: 1.7990289216528853e-08
Position 245: 3.7693742971194865e-09
Position 256: 3.2672789677501486e-09
