Gene = Psmd13
index = 866
Annotated 5SS: [  599  1611  4455  4599  4878  5138  7509  8444  8653 12576 15530 15757]
Annotated 3SS: [ 1531  4419  4542  4833  5050  7336  8363  8526 12512 15448 15639 16224]
SMsplice 5SS: [  599  1611  4878  5138  7509  8216  8444  8653 12576 15530 15757]
SMsplice 3SS: [ 1531  4833  5050  7336  8122  8363  8526 12512 15448 15639 16224]
top_k =  100
Partition function (log Z): 7.813670394020881

Sorted 5' Splice Sites (High to Low Probability):
Position 8653: 0.9999999999999991
Position 5138: 0.9992793834348275
Position 7509: 0.9952729966818057
Position 1611: 0.9045317940257609
Position 15530: 0.90056115031225
Position 12576: 0.8962242048891034
Position 4878: 0.7730226361424087
Position 15757: 0.7672214319385682
Position 8444: 0.6947088797506171
Position 599: 0.6944624168754905
Position 8216: 0.6451534292210884
Position 2386: 0.47174123216831015
Position 426: 0.3664784121568767
Position 4455: 0.35808376151875054
Position 2557: 0.31009803227930044
Position 9793: 0.24913476972696585
Position 12099: 0.2212021767576024
Position 4599: 0.19656945207134474
Position 257: 0.19344254423727067
Position 9343: 0.17497778913410697
Position 4971: 0.16023372955656662
Position 4247: 0.14258287904155373
Position 9838: 0.12911496067325082
Position 153: 0.10362800192244762
Position 9388: 0.09178745038163046
Position 7028: 0.07866912266943732
Position 14142: 0.07476534436084875
Position 8247: 0.06278330105827538
Position 10087: 0.06040936179866536
Position 374: 0.0357052825226741
Position 8091: 0.027914727624328575
Position 4439: 0.026101281440209362
Position 5358: 0.025616809080547174
Position 13988: 0.023814818046955417
Position 145: 0.022150092824276074
Position 442: 0.013199302977031578
Position 417: 0.012443453872725753
Position 4640: 0.011431854374855067
Position 9894: 0.009852965524601114
Position 6826: 0.0066540233624036785
Position 8313: 0.00661382929107908
Position 3850: 0.006393550635606213
Position 250: 0.006344097677080507
Position 7891: 0.006154115119226546
Position 49: 0.002707442829423388
Position 89: 0.002186208815515918
Position 230: 0.001964871779486458
Position 459: 0.0017510545554342454
Position 261: 0.0007293229522162502
Position 4998: 0.00037823570787670987
Position 271: 0.00034836284336837206
Position 24: 0.00028230025474870063
Position 1111: 0.0002540024630076314
Position 70: 0.00021528912199881135
Position 214: 0.0001907534854573985
Position 383: 0.00017441757543887237
Position 5148: 5.6055800129037426e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 8526: 0.9999999999999994
Position 15448: 0.9995606221847286
Position 5050: 0.9839714815072516
Position 4833: 0.9431068891831274
Position 12512: 0.8962242048891027
Position 1531: 0.7500367801956705
Position 7336: 0.7287954982236624
Position 8363: 0.689943021250811
Position 16224: 0.6227857411018474
Position 15639: 0.6197348293925808
Position 2295: 0.5559669994247284
Position 4419: 0.4780276212431133
Position 8122: 0.47140016350263664
Position 9676: 0.3750411916986865
Position 530: 0.3387354162190759
Position 15919: 0.2696230948159028
Position 8012: 0.2270068106686269
Position 7419: 0.20686865014624917
Position 2465: 0.2032864643774955
Position 11995: 0.1946719736274943
Position 9248: 0.17400235169852254
Position 4048: 0.1561902404953334
Position 1500: 0.11818206516180925
Position 13867: 0.08919038261430232
Position 6895: 0.07866912266943732
Position 491: 0.07085960646709293
Position 4542: 0.06949503231095154
Position 15627: 0.06379416398000164
Position 7398: 0.059608848311894315
Position 9204: 0.052418384145081556
Position 16192: 0.04489989689405271
Position 533: 0.042237514144517034
Position 7943: 0.03310488742242111
Position 4116: 0.03108246297351437
Position 9964: 0.030534698023760867
Position 12019: 0.026530203130108045
Position 5345: 0.02197686216432435
Position 2241: 0.021196905380610493
Position 9201: 0.019093883757516666
Position 1248: 0.018635241113704227
Position 9998: 0.01687128803943191
Position 9208: 0.016150530937547355
Position 7983: 0.01571928410089319
Position 16127: 0.015618179109725492
Position 16338: 0.01354717716630129
Position 1574: 0.013497189831924022
Position 9792: 0.013061504226131115
Position 10028: 0.013003375735472576
Position 13900: 0.009389779793501845
Position 15855: 0.008880098601526177
Position 509: 0.006450644207921202
Position 3742: 0.006393550635606215
Position 7733: 0.006154115119226546
Position 4945: 0.005865541375229852
Position 9198: 0.005100088977069328
Position 16071: 0.003947590138772791
Position 5241: 0.003639946916222819
Position 6709: 0.003440181749902823
Position 6765: 0.0032138416125008554
Position 15806: 0.0025679964237735674
Position 16522: 0.0023838146263332922
Position 1431: 0.002371012225439319
Position 473: 0.001913746973647825
Position 2246: 0.001388895264776238
Position 12704: 0.0004393778152716307
Position 986: 0.00014347637375684898
Position 1022: 6.525139109773287e-05
Position 1077: 4.5274698153049824e-05
Position 304: 1.62067639205816e-05
