Gene = Cnst
index = 278
Annotated 5SS: [  247 33399 46497 55363 58236 58698 59900 60164 64297 76533]
Annotated 3SS: [32967 46314 55331 58148 58582 59877 60066 63415 76396 78628]
SMsplice 5SS: [  247 33399 41784 46497 58236 60164 76533]
SMsplice 3SS: [33128 41643 46314 58135 60066 76396 78628]
top_k =  100
Partition function (log Z): -53.88915690629813

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9075075715536024
Position 1166: 0.3346770696513596
Position 1981: 0.09988751347993677
Position 1415: 0.03936330609341983
Position 411: 0.03792895029211741
Position 2758: 0.028905801120222896
Position 3959: 0.013791213230587896
Position 1974: 0.011783426145638114
Position 537: 0.010702244123446312
Position 2142: 0.009704532378383035
Position 59: 0.008724253194561129
Position 1989: 0.0025275022927748678
Position 218: 0.0001503873452579802
Position 2097: 5.970719199607392e-05
Position 488: 4.1623505101958256e-05
Position 1170: 2.6896280207212123e-05
Position 115: 3.3757922097937774e-06
Position 155: 2.1769430859338485e-06
Position 179: 2.1636346459252e-06
Position 80: 7.252163745033928e-07
Position 37: 6.408521604368927e-07
Position 167: 1.572601939467664e-07
Position 356: 6.672808761169972e-08
Position 117: 4.162212504933222e-08
Position 3: 3.188134559796477e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2625: 0.5920238497653649
Position 1023: 0.20260912464072217
Position 5776: 0.17054970550324955
Position 1891: 0.16955767647201525
Position 1275: 0.1090252009035621
Position 952: 0.054767386734914866
Position 3834: 0.03134279559035084
Position 2320: 0.03134253561451458
Position 5996: 0.017838783752912833
Position 869: 0.012495096506323746
Position 352: 0.011754368920158149
Position 5125: 0.010790687257666232
Position 3414: 0.008893350945312708
Position 579: 0.008613163041111354
Position 1591: 0.007171529289515479
Position 4498: 0.006634743432561802
Position 2514: 0.006573525408586093
Position 3070: 0.006266291783524774
Position 1124: 0.006093693338398545
Position 3365: 0.004705079251868398
Position 1091: 0.0046590148406798065
Position 982: 0.004488868254778729
Position 2045: 0.004427075067604114
Position 1310: 0.0038329148590566745
Position 4019: 0.0036924844516348734
Position 805: 0.0033126774157994786
Position 785: 0.002450632633950871
Position 926: 0.001724038751426303
Position 1683: 0.001468903004286425
Position 1069: 0.0014285273368273524
Position 893: 0.0014087421138623284
Position 598: 0.0012503003583946455
Position 741: 0.0012216510342297681
Position 1109: 0.00048275718915700164
Position 895: 0.0004665053963999599
Position 844: 0.0002739203729634593
Position 475: 4.421336865345619e-05
Position 820: 3.851311080996166e-05
Position 878: 3.117825199829446e-05
Position 130: 2.6988078624112757e-05
Position 163: 6.382918014529564e-06
Position 148: 2.8429722123874965e-06
Position 183: 2.1646103862925624e-06
Position 246: 1.4932644591655239e-06
