Gene = Nomo1
index = 757
Annotated 5SS: [  275  3951  4891  7872  8941 10606 11716 12289 13301 16678 16999 20979
 23039 23511 24855 27269 28135 29365 32683 32845 34841 35101 36339 37205
 38942 42461 44439 45895 47817 49630]
Annotated 3SS: [ 3860  4844  7770  8833 10532 11562 12150 13210 16571 16847 20803 22896
 23378 24717 27180 28070 29268 32463 32761 34680 34973 36224 37076 38799
 42376 44327 45792 47696 49536 49904]
SMsplice 5SS: [  275  3951  4891  7872  8941 10606 11716 12289 13301 16678 16999 20979
 23039 23511 23904 24855 27269 29365 32683 32845 34841 35101 36339 37205
 38942 42461 44439 45895 47817 49630 50033]
SMsplice 3SS: [ 3860  4844  7770  8833 10532 11562 12150 13210 16571 16847 20803 22896
 23378 23742 24717 27180 29268 32463 32761 34680 34973 36224 37076 38799
 42376 44327 45792 47696 49536 49904 50184]
top_k =  100
Partition function (log Z): 64.66064538853868

Sorted 5' Splice Sites (High to Low Probability):
Position 45895: 1.0000000000000064
Position 47817: 1.0000000000000049
Position 38942: 1.000000000000004
Position 16678: 0.9990876943093154
Position 32845: 0.9984944307077774
Position 32683: 0.9893664140074956
Position 3951: 0.9845192255531746
Position 29365: 0.9736216666839358
Position 8941: 0.969171129641191
Position 20979: 0.9682592587676514
Position 16999: 0.9635468042304307
Position 24855: 0.955888939069554
Position 49630: 0.9513224113813757
Position 275: 0.9475026627701062
Position 7872: 0.9444558521102605
Position 42461: 0.941164802300797
Position 23511: 0.9131136263618389
Position 35101: 0.8951133993093205
Position 44439: 0.8933900254670165
Position 12289: 0.8718083734899572
Position 13301: 0.849811562461791
Position 34841: 0.842682905241126
Position 36339: 0.8128531905165841
Position 27269: 0.7996817724555715
Position 10606: 0.7786973882178753
Position 37205: 0.7440116785274735
Position 23039: 0.718840750807847
Position 11716: 0.7179417367695242
Position 4891: 0.6598882775954432
Position 23904: 0.5947329116330813
Position 50033: 0.5042038748450777
Position 18230: 0.44341064213182996
Position 17891: 0.3988981451835496
Position 2675: 0.3672277016257409
Position 28135: 0.3123070755804975
Position 21990: 0.27394871563507966
Position 28255: 0.27210696364030196
Position 45447: 0.22143727938837998
Position 23044: 0.22111776587459808
Position 37229: 0.1968321766320795
Position 43752: 0.15364274737412162
Position 27313: 0.1291211418182382
Position 3214: 0.11163863195460463
Position 12293: 0.10950108337051712
Position 35106: 0.10488660069068706
Position 967: 0.09157754299375127
Position 4217: 0.09051768581308844
Position 14332: 0.08854102934162333
Position 45680: 0.0841720145781726
Position 13327: 0.07049057722508592
Position 28163: 0.06286569151583443
Position 34895: 0.06197056044946921
Position 5570: 0.06165661846357299
Position 25618: 0.06152413597820992
Position 25415: 0.060530955429641965
Position 26644: 0.05143602598947213
Position 13894: 0.048750195995143394
Position 34831: 0.04831162697899897
Position 30980: 0.04347440870219959
Position 23427: 0.04307266474776955
Position 2137: 0.04290250368958533
Position 27962: 0.04255243376074388
Position 47028: 0.0422729328192514
Position 14904: 0.0418726775153737
Position 28815: 0.041779277567962604
Position 1441: 0.04063106564945599
Position 17016: 0.03645319576957481
Position 1843: 0.03360446556863925
Position 37253: 0.031454263109481
Position 30814: 0.031129533875005055
Position 26281: 0.030984091557322103
Position 23266: 0.030907701647530497
Position 21925: 0.028733090438799597
Position 23057: 0.026960136793546335
Position 44547: 0.026729887199371485
Position 13429: 0.02528353661360536
Position 6882: 0.0244288502638628
Position 28398: 0.023432022426395055
Position 48423: 0.023031104896534368
Position 8992: 0.02064978566220054
Position 14908: 0.01914504506910629
Position 45501: 0.018822571292622988
Position 27282: 0.018490883292301124
Position 49017: 0.018012502362201012
Position 10634: 0.016952906410614373
Position 7860: 0.016143369586377347
Position 10652: 0.01550262266887262
Position 3958: 0.0149279657166626
Position 14874: 0.014856791168578038
Position 36367: 0.014417873114861236
Position 35318: 0.013329826618027403
Position 42525: 0.011897051841140342
Position 11793: 0.010960898093572457
Position 17997: 0.010763426556232492
Position 218: 0.010654992041842828
Position 22948: 0.010586517065581195
Position 47591: 0.010437723431377232
Position 48825: 0.009825240209674164
Position 50053: 0.00938008592370005
Position 9355: 0.009168180735711745
Position 45004: 0.008428002875869665
Position 112: 0.0062992607489513455
Position 35967: 0.006185108769758192
Position 12452: 0.005889742779993385
Position 8876: 0.005817380919118498
Position 9830: 0.005760876807730163
Position 13061: 0.0051252753791195555
Position 300: 0.004902955176370362
Position 47246: 0.004897733847719894
Position 4573: 0.004839711639628634
Position 17456: 0.004713046951326572
Position 11743: 0.004439510862108818
Position 478: 0.004428570653985305
Position 733: 0.004352825180573064
Position 1910: 0.00410546293511854
Position 10782: 0.004087520926649093
Position 34199: 0.0040316354352805586
Position 7969: 0.003811219245944562
