Gene = Mrpl33
index = 704
Annotated 5SS: [  84  683 2549]
Annotated 3SS: [ 663 2441 8437]
SMsplice 5SS: [ 218 2549]
SMsplice 3SS: [2441 8437]
top_k =  100
Partition function (log Z): -7.643864589193334

Sorted 5' Splice Sites (High to Low Probability):
Position 2549: 0.9989404274825735
Position 1960: 0.4088691745156921
Position 218: 0.3805033783829787
Position 5701: 0.34422844570795713
Position 683: 0.3370734734503818
Position 84: 0.19638860243553521
Position 1970: 0.13223722364793317
Position 1026: 0.13183477288396248
Position 45: 0.06450038984713727
Position 1417: 0.04630342381581546
Position 2281: 0.04470228751520093
Position 2769: 0.04425940122985608
Position 940: 0.03511551484970216
Position 4290: 0.02601799135211436
Position 927: 0.01633198874087049
Position 1605: 0.012849260123831903
Position 3788: 0.006948232025694296
Position 2773: 0.006491546163934967
Position 4144: 0.006369161993884909
Position 1264: 0.005498530667297675
Position 1013: 0.00484414902403559
Position 286: 0.003548075139488833
Position 687: 0.0009485858899709765
Position 144: 0.00030011970307811824
Position 213: 3.335843924337739e-05
Position 329: 1.616352220501509e-05
Position 133: 1.4155947250393657e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 2441: 0.9730930361309151
Position 1781: 0.5415092160963503
Position 5511: 0.44764208175569864
Position 8437: 0.32753040628199054
Position 8559: 0.1883938077883528
Position 7659: 0.13667351694210828
Position 6347: 0.1328996766585431
Position 841: 0.07611646990050959
Position 930: 0.06418346043385796
Position 2186: 0.04609486458972774
Position 2665: 0.04371937127914963
Position 4144: 0.03929121078497985
Position 3591: 0.03091402505366901
Position 1145: 0.02838732753128628
Position 2461: 0.01848479809193595
Position 5229: 0.016687709329192994
Position 823: 0.01545429954986817
Position 1211: 0.013968449580656525
Position 1498: 0.012849260123831904
Position 6172: 0.012092481411293207
Position 5027: 0.010718269757676285
Position 4741: 0.009473559019750787
Position 2696: 0.009445172334427989
Position 882: 0.008564509049486675
Position 1062: 0.007105470617923065
Position 4055: 0.00692598831004807
Position 2499: 0.006626770769899836
Position 6234: 0.0057402285597770355
Position 6058: 0.0055014502346457704
Position 3749: 0.0034061404993179223
Position 599: 0.003106035856953267
Position 408: 0.0027444132537738824
Position 4476: 0.002049333387089927
Position 3844: 0.0015803436011230878
Position 1186: 0.0013409790110423681
Position 3557: 0.001297616584122277
Position 388: 0.0012835402113878743
Position 3995: 0.001215960742125586
Position 1114: 0.0009997277422049546
Position 2712: 5.685564093093304e-05
