Gene = Aasdhppt
index = 92
Annotated 5SS: [  214   774  6374  6998 10170]
Annotated 3SS: [  547  6251  6835 10097 12627]
SMsplice 5SS: [  176  6998 10170]
SMsplice 3SS: [ 6835 10097 12627]
top_k =  100
Partition function (log Z): -7.340317695360209

Sorted 5' Splice Sites (High to Low Probability):
Position 6998: 1.0000000000000002
Position 10170: 0.6658814003251625
Position 326: 0.5174379591628169
Position 734: 0.34448576304866163
Position 180: 0.21147085982620348
Position 12779: 0.17673026205863873
Position 9980: 0.12652443451010018
Position 774: 0.11373005309426318
Position 740: 0.10657597131544473
Position 214: 0.08270372795576046
Position 5371: 0.08040598916287137
Position 2988: 0.057608704195544244
Position 301: 0.04448577117456532
Position 10292: 0.026856317717128927
Position 9366: 0.022536349897842953
Position 6374: 0.022262902192518617
Position 10271: 0.021857516672785057
Position 367: 0.013419290372983625
Position 10682: 0.008947664666183968
Position 8298: 0.008422969282920639
Position 54: 0.007946527446142038
Position 12806: 0.007275000610124249
Position 9058: 0.006204987611090328
Position 8231: 0.005199028087525633
Position 372: 0.004318498217777528
Position 265: 0.003867537017068124
Position 101: 0.0036897256066486745
Position 343: 0.0029547213783361254
Position 305: 0.0018455588720286084
Position 79: 0.001028743812080883
Position 186: 0.0007627238643486994
Position 420: 0.0003727039952892099
Position 116: 0.00019824302257106087
Position 144: 0.0001794339149270341
Position 357: 0.00017294863716024476

Sorted 3' Splice Sites (High to Low Probability):
Position 6835: 0.9999999999999992
Position 10097: 0.7966150028793206
Position 12627: 0.7814274090992203
Position 547: 0.3636861313619408
Position 9861: 0.12652443451010018
Position 13084: 0.0931538878669169
Position 5248: 0.08040598916287138
Position 619: 0.052741315331126366
Position 13114: 0.049049573758105966
Position 12978: 0.04669065685968442
Position 2875: 0.03972517436563952
Position 13306: 0.03641215185853843
Position 10070: 0.031466730191479574
Position 567: 0.028631104769028647
Position 6251: 0.022262902192518617
Position 13159: 0.02136641686963541
Position 9211: 0.01971600775049467
Position 11496: 0.018004104449080814
Position 2896: 0.01788352982990465
Position 8128: 0.013621997370446268
Position 10537: 0.012717449983823065
Position 653: 0.00828524897492511
Position 8933: 0.006204987611090335
Position 8768: 0.005956540029274487
Position 581: 0.004118416411725678
Position 10325: 0.00398346937973547
Position 7795: 0.0037901080740116665
Position 701: 0.003459654267108302
Position 9169: 0.0028203421473482907
Position 9424: 0.002564590198831216
Position 8662: 0.0020531496953910353
Position 7829: 0.0009292173901406413
Position 7318: 0.0007056896803608057
Position 7202: 0.00041172231058570543
Position 575: 0.00038995804775685564
Position 491: 0.0003349325714673812
Position 7510: 0.00025029147588719904
