Gene = Jaml
index = 600
Annotated 5SS: [  114  3547  4924  7822  9656 14675 18772 21963 23913 25091]
Annotated 3SS: [ 3449  4860  7657  9429 14561 18539 21811 23851 25006 28195]
SMsplice 5SS: [  114  3547  7822  9656 14675 18628 21963 23913 25091 27870]
SMsplice 3SS: [ 3449  7710  9544 14561 18539 21811 23851 25006 27699 28195]
top_k =  100
Partition function (log Z): 3.892519306229958

Sorted 5' Splice Sites (High to Low Probability):
Position 9656: 1.0000000000000042
Position 7822: 1.0000000000000036
Position 3547: 1.0000000000000033
Position 21963: 0.9997652082057922
Position 14675: 0.960127761238429
Position 114: 0.9372343524564882
Position 8378: 0.8641238346107892
Position 23913: 0.8411565962328741
Position 25091: 0.816223776987916
Position 18628: 0.5054548839428684
Position 8802: 0.4391221814526666
Position 27870: 0.3504816769350584
Position 27853: 0.3102632939268569
Position 23520: 0.25627357234675696
Position 8787: 0.24982765012449148
Position 14981: 0.23572799288118762
Position 4924: 0.22145166488287668
Position 13639: 0.20843826989670694
Position 2798: 0.19141948249891155
Position 7096: 0.13304865966021492
Position 4448: 0.12336146820015352
Position 28534: 0.10960685804322959
Position 18772: 0.07143783849678159
Position 18787: 0.058768383036262944
Position 254: 0.058246050517065336
Position 14745: 0.0398722387615741
Position 9021: 0.03620054176634973
Position 22778: 0.025972739838895954
Position 3069: 0.024887082078886673
Position 2058: 0.019688628536338845
Position 2719: 0.01833343412921666
Position 15835: 0.0060935602885752
Position 28258: 0.005875047373708592
Position 195: 0.002749724838743494
Position 136: 0.0017698721877066924

Sorted 3' Splice Sites (High to Low Probability):
Position 14561: 1.0000000000000036
Position 7710: 1.0000000000000033
Position 21811: 0.9999688240419217
Position 28195: 0.8729722533586419
Position 3449: 0.8558389092481986
Position 23851: 0.8420445183531143
Position 27699: 0.7293958797890229
Position 25006: 0.7142134680757662
Position 8636: 0.6889498315771582
Position 18539: 0.6356922814339941
Position 9429: 0.460487688984224
Position 9544: 0.2978086926864824
Position 23422: 0.25627357234675696
Position 9464: 0.2417036183292975
Position 14877: 0.23572799288118762
Position 13547: 0.20843826989670694
Position 4860: 0.1869093872245534
Position 28750: 0.16284422669246904
Position 2753: 0.1340926217962629
Position 6949: 0.11716248740477342
Position 8091: 0.11111749269326086
Position 8088: 0.10914044300470904
Position 8094: 0.10384212834802596
Position 8085: 0.10141732002805241
Position 3395: 0.09834587542235283
Position 2604: 0.08573207198640341
Position 4308: 0.08477383552919869
Position 24929: 0.08450425850878457
Position 8082: 0.0834972010656513
Position 8079: 0.06729983180730441
Position 8067: 0.05504065031767673
Position 8070: 0.053402987703531274
Position 8076: 0.051927121542288734
Position 3352: 0.039879895326939335
Position 8073: 0.039189509407001895
Position 8874: 0.03620054176634973
Position 4321: 0.03304307037062413
Position 4718: 0.02713959182218492
Position 22684: 0.025972739838895954
Position 8097: 0.025701750216010913
Position 25009: 0.021642659098631323
Position 8064: 0.019947987798941302
Position 6882: 0.015886172255441502
Position 8279: 0.010632797462384486
Position 8100: 0.009969524114202008
Position 8040: 0.009447193819476759
Position 8043: 0.00863950088864467
Position 1873: 0.008425662789048114
Position 4914: 0.007212444957811364
Position 1972: 0.007207679875976955
Position 2864: 0.006591509098340188
Position 2845: 0.006102541086854556
Position 15748: 0.006093560288575206
Position 28713: 0.00575519382900413
Position 4418: 0.005277662403787845
Position 3285: 0.005010925170749743
Position 1713: 0.004055285871313777
Position 8282: 0.00391039439362658
Position 2774: 0.0021212547391537785
Position 3254: 0.0009243948317628065
Position 4329: 0.00025465913271504513
Position 4674: 0.00019024087832696842
Position 4170: 6.127676673465982e-06
Position 4134: 6.113087154343963e-06
