Gene = I830077J02Rik
index = 553
Annotated 5SS: [ 107 3931 4700 5518 5797]
Annotated 3SS: [3882 4641 5422 5746 6065]
SMsplice 5SS: [ 107 1438]
SMsplice 3SS: [1361 4641]
top_k =  100
Partition function (log Z): -5.847639434304272

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.9855576620826333
Position 1438: 0.7884240076800023
Position 793: 0.3364230388805954
Position 4700: 0.30843229926138493
Position 753: 0.21375278300941514
Position 5797: 0.1793803541290702
Position 1448: 0.12390560566936756
Position 4806: 0.0837119074631877
Position 3931: 0.04846500977619321
Position 5962: 0.04543621971921337
Position 2593: 0.03357539574012407
Position 3170: 0.030752554343399748
Position 3970: 0.02622076096756533
Position 1300: 0.022231009180633185
Position 2808: 0.021988647188051783
Position 478: 0.020430673932343033
Position 2495: 0.020109429750548455
Position 828: 0.012508527100779349
Position 2222: 0.00923929654239481
Position 254: 0.008158003193446756
Position 3258: 0.004331210461579995
Position 360: 0.0006918191922785082
Position 82: 0.00021760437229238698
Position 362: 4.0438824030429464e-05
Position 93: 1.2370509785823018e-07
Position 66: 5.764713870616791e-08
Position 6: 3.912096155228032e-08
Position 54: 2.467154731118491e-08
Position 166: 2.223428909774698e-08
Position 198: 1.3728557423506428e-08
Position 171: 5.844208896794443e-09
Position 15: 1.5190940521932353e-09
Position 186: 1.172837595983911e-09
Position 189: 4.686732412645495e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4641: 0.8441981805551875
Position 1361: 0.671424157972302
Position 6065: 0.3750330000115026
Position 556: 0.24843391100612439
Position 5746: 0.23650419179828075
Position 552: 0.16976693575926247
Position 1413: 0.14225491979336127
Position 5601: 0.13882140132728615
Position 692: 0.12793070603719106
Position 3882: 0.0804454300335661
Position 1391: 0.04368880029583883
Position 1157: 0.04106630493426436
Position 2326: 0.03636923810263255
Position 3056: 0.035083764804979725
Position 1212: 0.028596687082699395
Position 2526: 0.025489465201272175
Position 2485: 0.01032914011852205
Position 2563: 0.009190317677031072
Position 1366: 0.008538813489990738
Position 2021: 0.007114419433558676
Position 708: 0.006238081396189332
Position 236: 0.0061943701605433905
Position 593: 0.00565480714263792
Position 5108: 0.005576812022923573
Position 668: 0.004330227180220391
Position 171: 0.004099918233519222
Position 271: 0.0035641225502665605
Position 2158: 0.002796183682636344
Position 1136: 0.0010584571574858087
Position 1174: 0.0008187124027309333
Position 451: 0.0006605908732614987
Position 744: 0.0005945423171969432
Position 207: 0.0005662702361794282
Position 646: 0.0005049250243792879
Position 2060: 0.0002740419254567076
Position 1236: 0.0002087059811268802
Position 416: 0.00018619553485584522
Position 1419: 0.00012952372865358196
Position 360: 0.00011904297956890142
Position 252: 5.966069064186203e-05
Position 612: 3.1828198985931005e-05
Position 713: 2.1554691354660265e-05
Position 258: 1.6188559059054826e-05
