Gene = Gin1
index = 434
Annotated 5SS: [   84  5421  7348 13061 14773 15051 16087]
Annotated 3SS: [ 5274  7153 12754 14580 14882 15803 22124]
SMsplice 5SS: [   84  5421  7348 10215 13061 14773 15051]
SMsplice 3SS: [ 5323  7153 10076 12965 14580 14882 22124]
top_k =  100
Partition function (log Z): -3.2438947106495517

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 1.0000000000000018
Position 5421: 0.9846785235407508
Position 10215: 0.9735884647210352
Position 15051: 0.9695988377498865
Position 14773: 0.8264581488415196
Position 13061: 0.8027445926853957
Position 7348: 0.7056335170444472
Position 10586: 0.30091476657089283
Position 16087: 0.24640872694796653
Position 6246: 0.10104192986462054
Position 7496: 0.06991675589079747
Position 7446: 0.058476158785725686
Position 9312: 0.05258179246211009
Position 7344: 0.045730939208432506
Position 21666: 0.04359096470716033
Position 1973: 0.04313604307043138
Position 9323: 0.030814968034585263
Position 7450: 0.026639908703668252
Position 7423: 0.025503558411188232
Position 14777: 0.016711771745588133
Position 14968: 0.014615844771706396
Position 7320: 0.01286285129730843
Position 9377: 0.005123415497074846
Position 6272: 0.0012911384698736086
Position 2231: 0.0009783236208015026
Position 5275: 0.00013877090240045292

Sorted 3' Splice Sites (High to Low Probability):
Position 14882: 0.9958077810935502
Position 10076: 0.9763394286032699
Position 7153: 0.8766466993965094
Position 14580: 0.8431699205871075
Position 22124: 0.5872109949292017
Position 5323: 0.5230074679535937
Position 12965: 0.4130174070514331
Position 5274: 0.3941203675933137
Position 12754: 0.37289126965330266
Position 10443: 0.21601750376958329
Position 15803: 0.14950753482408455
Position 20665: 0.11300941345365884
Position 16437: 0.10306713435569628
Position 15984: 0.09363379352065862
Position 9089: 0.08852017599377031
Position 21576: 0.07578158935953387
Position 5140: 0.05355690488561556
Position 18008: 0.050279894434656906
Position 7283: 0.047795709972119974
Position 10407: 0.0423907118867828
Position 6201: 0.041992202035496404
Position 10448: 0.03859861667032191
Position 1823: 0.03103068327597871
Position 6099: 0.029798038830488385
Position 16830: 0.02692892286698668
Position 6154: 0.02477021840084907
Position 15888: 0.02226201036236
Position 7204: 0.01715395912195012
Position 13021: 0.016995544288980795
Position 17511: 0.016906482188707224
Position 5155: 0.014132554010628327
Position 17187: 0.011969597548104845
Position 1779: 0.008890495104917748
Position 15911: 0.00766632698104128
Position 19660: 0.006741374904264269
Position 6135: 0.005772609067660332
Position 15260: 0.0037455999557357645
Position 15361: 0.0036483188384347953
Position 15656: 0.0034428741600083987
Position 7180: 0.0031728863953109656
Position 1858: 0.003156741378556975
Position 15255: 0.0013594178702106023
Position 10327: 0.001209308860698636
Position 15367: 0.0007704777886528669
Position 2035: 0.00045267671108661434
Position 2068: 0.0004516099646527577
Position 15774: 0.00025730238980078057
Position 2130: 7.40369450621296e-05
Position 1758: 5.812331097795069e-05
