Gene = Utf1
index = 1173
Annotated 5SS: [641]
Annotated 3SS: [737]
SMsplice 5SS: [641 819]
SMsplice 3SS: [737 982]
top_k =  100
Partition function (log Z): -3.8505469520404274

Sorted 5' Splice Sites (High to Low Probability):
Position 641: 0.9744836248048467
Position 819: 0.8118044813004036
Position 40: 0.06500311842091
Position 1139: 0.04813538248439001
Position 175: 0.025456207120433946
Position 1110: 0.008582948870512553
Position 156: 0.0027102903109961613
Position 983: 0.002464865355870532
Position 811: 0.0008844069167483481
Position 631: 0.00072298828820073
Position 1127: 0.0006247335635814324
Position 655: 0.00038334989613831775
Position 609: 0.00030295942832144054
Position 1144: 0.0002621746197722891
Position 105: 0.0002161755132618183
Position 547: 0.00021434798271391996
Position 403: 9.92922510258636e-05
Position 668: 8.812835440493752e-05
Position 241: 8.36977934257363e-05
Position 480: 7.807709038182033e-05
Position 275: 7.423941767575805e-05
Position 126: 6.977111564396627e-05
Position 5: 6.457950155569028e-05
Position 324: 5.6676682953799956e-05
Position 243: 5.575935347137548e-05
Position 378: 4.401425055114663e-05
Position 169: 3.6947605684913306e-05
Position 183: 2.9653460050959515e-05
Position 926: 1.9255730387912475e-05
Position 395: 1.6584043273713777e-05
Position 376: 1.292153807051089e-05
Position 441: 1.2114019221325006e-05
Position 95: 8.343172765873505e-06
Position 712: 1.3306092153484777e-06
Position 795: 6.501596921866537e-07
Position 966: 2.65043367859231e-07
Position 7: 1.0676357076099035e-07
Position 9: 8.2173398869934e-08
Position 58: 6.302733175812867e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 737: 0.9769304709656863
Position 982: 0.7012686890791286
Position 1049: 0.06378069257519321
Position 1287: 0.04260970847425374
Position 1018: 0.03585168897216109
Position 501: 0.019582281593733465
Position 1228: 0.019329049361102326
Position 582: 0.012055671858831794
Position 261: 0.010416173954038587
Position 739: 0.010382459844628222
Position 961: 0.010211356439146065
Position 133: 0.008493463243171583
Position 1072: 0.00502088643870958
Position 423: 0.004519993063675449
Position 350: 0.00367460995547382
Position 471: 0.003367623404611628
Position 399: 0.003184720618151794
Position 994: 0.002838155578778282
Position 1215: 0.002002224169774134
Position 441: 0.001990180108715413
Position 613: 0.001222294922708736
Position 315: 0.0007973741262150922
Position 789: 0.0006409023317464056
Position 234: 0.0005994737075024832
Position 1090: 0.00047007160441869616
Position 745: 0.00043493648051895505
Position 1305: 0.0003814908994199225
Position 354: 0.0003335074255778406
Position 137: 0.0002061206477401032
Position 1241: 0.00018606207307474991
Position 1203: 0.00018535514873566238
Position 104: 9.955344736847634e-05
Position 285: 3.289992094247731e-05
Position 818: 3.899897340878729e-06
Position 82: 2.915825149898125e-07
Position 150: 2.7411943357351614e-07
