Gene = Smr3a
index = 994
Annotated 5SS: [  66 2234 5553]
Annotated 3SS: [2166 5479 5721]
SMsplice 5SS: [  66 2234]
SMsplice 3SS: [2166 5479]
top_k =  100
Partition function (log Z): -7.921727438587848

Sorted 5' Splice Sites (High to Low Probability):
Position 66: 0.9999409105128889
Position 2234: 0.5598302800903758
Position 2677: 0.10980377695311443
Position 5005: 0.04968366552167396
Position 3664: 0.013446857226323602
Position 1838: 0.004934374592149271
Position 1017: 0.0038756393254504545
Position 1352: 0.0037165189111810866
Position 574: 0.0008617844911384402
Position 2006: 0.0007473926736197376
Position 1833: 0.0007180928981153996
Position 181: 9.831187764455349e-06
Position 252: 6.912546483956044e-06
Position 70: 3.53137284102384e-06
Position 568: 1.9949937385584373e-06
Position 57: 1.927515341366575e-07
Position 277: 1.084686526103939e-07
Position 215: 1.0779583396889716e-07
Position 100: 7.561444538536144e-08
Position 260: 3.3126844366475805e-08
Position 291: 3.15366957879221e-08
Position 55: 2.2910987075008094e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5479: 0.5973418265288852
Position 2166: 0.4323091946802685
Position 2133: 0.12206581566078413
Position 4809: 0.11277482906058944
Position 4867: 0.07190568120997552
Position 2579: 0.06387775246968572
Position 2568: 0.055319021739156454
Position 5308: 0.038785330639157636
Position 5630: 0.035298568840870626
Position 5669: 0.03364680074670438
Position 3518: 0.019659755703996598
Position 1925: 0.01662484396412804
Position 1721: 0.016614962758636564
Position 5685: 0.012674333407029746
Position 912: 0.011575703475784297
Position 5594: 0.010651386126831513
Position 2617: 0.01016062716112456
Position 5860: 0.009018913487988531
Position 4075: 0.007994860344121207
Position 2402: 0.006512702192135882
Position 1446: 0.006379302474704561
Position 4376: 0.0054138909204061916
Position 5235: 0.004496063391045438
Position 2222: 0.004076879767309936
Position 2004: 0.0034547121368088043
Position 990: 0.0031751625841671084
Position 4628: 0.0031694067186735274
Position 2204: 0.0031231417303092053
Position 3281: 0.003118524281459001
Position 1051: 0.0026086033273852345
Position 602: 0.002432825952190772
Position 325: 0.002115344521976365
Position 1422: 0.0020169110428381555
Position 3729: 0.0016520392133032584
Position 1216: 0.0015421100401643141
Position 858: 0.0015024060106873364
Position 1320: 0.0013894638958468577
Position 675: 0.0011717029416342894
Position 353: 0.0011279067285997909
Position 3252: 0.0011084653344628438
Position 1518: 0.0010734424677857936
Position 2662: 0.000943787673214354
Position 1755: 0.0009065438971792253
Position 2476: 0.0009041063074109281
Position 1258: 0.0008166725407563229
Position 2439: 0.0007349163369305712
Position 640: 0.0006639072378389708
Position 273: 0.0006217569238915481
Position 704: 0.00025424936688011836
Position 141: 0.00023520944791122724
Position 1127: 0.000227805955994409
Position 2168: 0.00021506865328896238
Position 1196: 9.286789898133056e-05
Position 1186: 4.027581959281256e-06
