Gene = Preb
index = 851
Annotated 5SS: [ 391 1139 1646 1891 2129 2474 4100 4432]
Annotated 3SS: [ 948 1424 1809 2003 2299 4026 4271 4623]
SMsplice 5SS: [ 466 1139 1646 1891 2129 4432]
SMsplice 3SS: [ 948 1424 1809 2003 4271 4623]
top_k =  100
Partition function (log Z): -1.8232318797363072

Sorted 5' Splice Sites (High to Low Probability):
Position 1891: 0.9879285857537665
Position 2129: 0.8199026686870172
Position 1139: 0.7397770501830543
Position 1646: 0.6017534252370145
Position 2474: 0.5699925130894998
Position 466: 0.43517456660754167
Position 391: 0.4291105222885811
Position 1674: 0.2700143330777579
Position 4100: 0.2557460014030083
Position 4432: 0.231473187854373
Position 2451: 0.19073456826062998
Position 4231: 0.15852488834154915
Position 418: 0.09789052201038283
Position 4815: 0.09324824728236193
Position 2231: 0.06673788292432946
Position 1196: 0.050278839772798366
Position 1520: 0.037890213396958645
Position 1631: 0.03540308647138372
Position 858: 0.02778200712556802
Position 1670: 0.026269382387495387
Position 1049: 0.016589083307622866
Position 239: 0.016270061688949837
Position 1102: 0.016253125757453954
Position 2137: 0.01567125164984322
Position 245: 0.009608968055289395
Position 1626: 0.008151499214811994
Position 218: 0.007855667293483522
Position 1574: 0.007243754108157321
Position 1899: 0.0067867960346944195
Position 592: 0.005261136641167151
Position 2221: 0.005024148162111977
Position 115: 0.003906075112549899
Position 1094: 0.0033073437133339114
Position 1121: 0.0031050904520908322
Position 232: 0.002802491762128231
Position 776: 0.002614056518976892
Position 118: 0.00214823856411297
Position 151: 0.002078695264146488
Position 55: 0.0013465969405290774
Position 1680: 0.0012436651744747273
Position 1134: 0.0009273152653982115
Position 1158: 0.0008437454581388404
Position 215: 0.0005838850136490164
Position 134: 0.00041761793902676895
Position 1918: 0.0003928132701955539
Position 222: 0.0003393699107887984
Position 303: 0.00028451685204477806
Position 260: 0.0001736056859228391
Position 272: 0.00013650410693831274
Position 183: 0.00010906431383069671
Position 124: 8.653497125538121e-05
Position 282: 4.4424051118962884e-05
Position 82: 4.2231790282492044e-05
Position 139: 2.541393630939456e-05
Position 426: 3.2021174866776593e-06
Position 127: 2.765546631170935e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1809: 0.9941522597481419
Position 1424: 0.9893273401888408
Position 2003: 0.7676091968501955
Position 2299: 0.6923454315189822
Position 4623: 0.5923666356160866
Position 948: 0.48593483738390747
Position 4026: 0.2899633316353685
Position 4271: 0.24191112430514786
Position 4996: 0.16075415795457867
Position 1071: 0.14888695888562592
Position 4099: 0.13762143718503678
Position 960: 0.10120664816995276
Position 2346: 0.09776551169690753
Position 2013: 0.08770348777603953
Position 1101: 0.08371713888903448
Position 3510: 0.04996377174044768
Position 2045: 0.04406845930046159
Position 3926: 0.03342005283963069
Position 3052: 0.03067981058274692
Position 319: 0.02875265805430248
Position 2724: 0.028658831979767197
Position 3382: 0.021662300011720672
Position 3230: 0.021212033723894956
Position 3000: 0.016580572519741217
Position 2920: 0.015620376754577288
Position 4954: 0.013862829639635152
Position 2896: 0.00832284962419289
Position 964: 0.008232308919726752
Position 504: 0.007965040920623301
Position 2617: 0.0070012974630628555
Position 3902: 0.005941000079469008
Position 3178: 0.005364733333800847
Position 3654: 0.005136586514621964
Position 3254: 0.004368627073437234
Position 2746: 0.004314864365247308
Position 551: 0.003914770517472585
Position 2816: 0.003733763687350478
Position 2672: 0.003624416992663454
Position 2048: 0.003549122203900069
Position 2030: 0.003097151221749824
Position 361: 0.0030930874212704296
Position 2351: 0.0027893744845921904
Position 663: 0.00250425624287928
Position 1954: 0.0020844184384128397
Position 2128: 0.0019279039501515238
Position 695: 0.0016035414393444421
Position 692: 0.0005156213112734873
Position 2397: 0.00048030431881509257
Position 2120: 0.0004736358203670993
Position 2309: 0.00037905986163918226
Position 767: 0.000334953112351366
Position 2066: 0.0002493435739200086
Position 327: 0.00018122637017045943
Position 735: 0.0001599825463981981
Position 355: 0.00012263591752291608
Position 2434: 4.5505206089731535e-05
Position 487: 2.8937428519112905e-05
Position 358: 2.573248821088654e-05
