Gene = Aamdc
index = 91
Annotated 5SS: [  132 14347 21367]
Annotated 3SS: [14196 21270 28755]
SMsplice 5SS: [  132  3910 14347 21367 23558]
SMsplice 3SS: [ 3805 14196 21270 23418 28755]
top_k =  100
Partition function (log Z): -11.640586498791093

Sorted 5' Splice Sites (High to Low Probability):
Position 3910: 0.9999871458042118
Position 14347: 0.9999544609987273
Position 132: 0.7286016013909192
Position 17607: 0.4749216059933595
Position 258: 0.18921594483778825
Position 242: 0.04119699050533455
Position 84: 0.025665790615500374
Position 905: 0.015329115932427036
Position 1240: 2.2102431976004552e-06
Position 4551: 1.1259741062529518e-06
Position 1040: 8.434595346122541e-07
Position 3089: 7.965773324039357e-07
Position 1757: 7.411532149424889e-07
Position 1470: 6.448077045964037e-07
Position 808: 6.317577743549958e-07
Position 3947: 3.6525019935705816e-07
Position 366: 7.731706839504673e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 14196: 0.9999544609987273
Position 28755: 0.9984038429269064
Position 3805: 0.8787845160682021
Position 17514: 0.47541115542887996
Position 3786: 0.12120600635480469
Position 15459: 0.0006262908437559931
Position 18006: 0.00043477779254517924
Position 5554: 2.3060858134655697e-05
Position 8078: 8.088979546205497e-06
Position 732: 5.460169794682733e-06
Position 6844: 4.921270373744487e-06
Position 864: 2.490876720634654e-06
Position 4214: 2.1270467150320507e-06
Position 1123: 1.8911307487171336e-06
Position 1430: 1.6744472514445225e-06
Position 787: 1.631722074556102e-06
Position 7343: 1.2167981806983218e-06
Position 631: 8.414251045497131e-07
Position 4759: 8.194878420686011e-07
Position 2897: 7.37854229841863e-07
Position 6780: 7.342657293389963e-07
Position 818: 5.584407468249488e-07
Position 6424: 5.279381630359704e-07
Position 2952: 2.894509170813515e-07
Position 660: 2.18476635592731e-07
Position 1685: 2.1024869683029248e-07
Position 464: 2.0094978452912551e-07
Position 4020: 1.8478080510320858e-07
Position 2132: 1.512079167033488e-07
Position 4088: 1.456511462490919e-07
Position 812: 1.4472912411580375e-07
Position 3986: 1.371804215421058e-07
Position 3978: 1.326315666042743e-07
Position 1640: 9.906772561473606e-08
Position 878: 9.742299040838693e-08
Position 385: 8.64937946214684e-08
Position 2338: 6.132340867192989e-08
Position 1756: 4.4498718854822226e-08
Position 1892: 3.822029434225826e-08
Position 866: 6.865861084764205e-09
Position 747: 2.3551650364801563e-09
Position 606: 2.1505925241542356e-09
Position 693: 1.9951283750390113e-09
Position 896: 1.6396100392078923e-09
Position 635: 1.523615836249935e-09
Position 984: 6.29305049124033e-10
