Gene = Erich4
index = 386
Annotated 5SS: [230]
Annotated 3SS: [591]
SMsplice 5SS: [485]
SMsplice 3SS: [591]
top_k =  100
Partition function (log Z): -6.7979974953670395

Sorted 5' Splice Sites (High to Low Probability):
Position 485: 0.7900261301530123
Position 230: 0.17282232499168684
Position 156: 0.06712253024871657
Position 830: 0.031233584139876227
Position 290: 0.01622613785891148
Position 1122: 0.0029094789660606985
Position 64: 0.0023599830112340323
Position 131: 0.0016247778760784836
Position 108: 0.001302508775481416
Position 676: 0.0009782663941219866
Position 47: 0.0006494866935360109
Position 68: 2.2642027540550516e-05
Position 966: 1.7650818356351446e-05
Position 327: 1.5443135625740677e-05
Position 358: 1.1176516547702065e-05
Position 234: 1.1087634179084842e-05
Position 99: 8.755775471035623e-06
Position 274: 5.063761918902652e-06
Position 296: 4.8167569829061645e-06
Position 192: 2.461939870115869e-06
Position 362: 1.8844277602462969e-06
Position 169: 2.40642179639447e-08
Position 8: 1.4928682996909286e-09
Position 40: 1.4321868295038316e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 591: 0.9866484120402048
Position 1015: 0.026283866271787894
Position 375: 0.024354492586437806
Position 325: 0.01061744829421019
Position 915: 0.0036934395896706146
Position 377: 0.003643566841645814
Position 702: 0.003186185737687234
Position 401: 0.0031744597545126244
Position 630: 0.0022827906537925737
Position 289: 0.0021409634435899695
Position 310: 0.0020991736512912078
Position 700: 0.0019816467163096835
Position 1228: 0.0019443232407000677
Position 1017: 0.0018063811791189657
Position 965: 0.0015189441304581542
Position 336: 0.001348965867091149
Position 293: 0.001226308442157064
Position 696: 0.0011589752013389607
Position 1043: 0.0011447988475386819
Position 1026: 0.0010260390359825827
Position 350: 0.0008713846823950688
Position 1214: 0.0007066197367624524
Position 1078: 0.0006948985772889983
Position 1205: 0.00063364696403456
Position 419: 0.0005698449111808491
Position 381: 0.00039275328959473526
Position 407: 0.0002765979989098841
Position 246: 0.00026906553619256797
Position 223: 0.00018690932471350199
Position 176: 0.00014811642992571336
Position 299: 0.00014391830928148385
Position 362: 0.00013825411428197045
Position 344: 0.00011192120068708842
Position 745: 0.00010869071744221777
Position 691: 8.554823246752112e-05
Position 226: 8.288316331122573e-05
Position 473: 8.267559218681208e-05
Position 447: 7.806448656632955e-05
Position 396: 7.568913293923543e-05
Position 717: 5.934409263214842e-05
Position 411: 5.476766266470918e-05
Position 693: 4.198511855900602e-05
Position 977: 3.402676265177605e-05
Position 254: 3.352813607904949e-05
Position 651: 3.0010954352777922e-05
Position 438: 2.21421950222963e-05
Position 482: 2.1881042183761946e-05
Position 618: 2.0821981146777325e-05
Position 670: 2.0522894586568252e-05
Position 248: 1.816060585363153e-05
Position 198: 1.732023585132905e-05
Position 182: 1.580951377965493e-05
Position 672: 1.1060717041265623e-05
Position 899: 9.138757170888323e-06
Position 1101: 3.609614896533775e-06
Position 723: 1.7272373031169776e-06
Position 714: 1.5253154877833435e-06
Position 143: 1.721292902543523e-07
