Gene = Psenen
index = 865
Annotated 5SS: [190 446 918]
Annotated 3SS: [ 302  812 1106]
SMsplice 5SS: [190 446 918]
SMsplice 3SS: [ 353  812 1106]
top_k =  100
Partition function (log Z): -1.5322539731083833

Sorted 5' Splice Sites (High to Low Probability):
Position 190: 0.9686163325949907
Position 446: 0.9456336374049402
Position 918: 0.4987910775455088
Position 474: 0.025342123801561357
Position 260: 0.023645282023832724
Position 465: 0.009629589839721073
Position 960: 0.008300267305111103
Position 1044: 0.006379835069193672
Position 209: 0.003417378258318699
Position 400: 0.0013334409821040007
Position 435: 0.0009455733731145834
Position 70: 0.000802621900061727
Position 754: 0.0007568228504633772
Position 455: 0.0006074028159780911
Position 967: 0.0003801828380229255
Position 841: 0.0003562020166354382
Position 194: 0.0003096534008574953
Position 1142: 0.0002638131824707005
Position 65: 0.00026176346543421096
Position 922: 0.000232861735040467
Position 53: 0.0001974399471724074
Position 975: 0.0001616436744125737
Position 714: 7.866540646449336e-05
Position 601: 6.920389886017249e-05
Position 721: 6.656421696445955e-05
Position 271: 5.6090433405349465e-05
Position 744: 4.1204910119101984e-05
Position 46: 3.171018814518666e-05
Position 201: 1.388003128083382e-05
Position 239: 8.434104312363227e-06
Position 296: 2.6551020716220345e-06
Position 252: 2.3249162126586036e-06
Position 5: 1.7137475946295454e-06
Position 26: 1.548909773534e-06
Position 15: 1.2453237417015186e-06
Position 24: 1.1778030318929793e-06
Position 204: 9.4433837478717e-07
Position 417: 2.0885190914171127e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 353: 0.9109203606709784
Position 1106: 0.7022640677615911
Position 812: 0.612351356466568
Position 1282: 0.0812073850956828
Position 361: 0.03957859193333258
Position 845: 0.03944632191246303
Position 302: 0.03448298286316332
Position 867: 0.024339448218299475
Position 1177: 0.017572465889665195
Position 1304: 0.013866281753304345
Position 1121: 0.00795760292141567
Position 1053: 0.0030592712308271084
Position 701: 0.0021339702035810173
Position 615: 0.0019085679854141929
Position 1361: 0.001170098355936208
Position 1289: 0.0010290518643090321
Position 1316: 0.0009438743017735711
Position 274: 0.0008012283997187645
Position 555: 0.00045539773969927613
Position 377: 0.0004062885309394344
Position 628: 0.0003745221555156482
Position 1068: 0.00018272273957361363
Position 792: 0.00013574410882592316
Position 887: 6.440583491425495e-05
Position 871: 5.184359870123448e-05
Position 259: 3.239761792464877e-05
Position 632: 3.007194090749399e-06
Position 562: 2.8196522217743627e-06
Position 869: 2.0500594828286533e-07
Position 396: 4.197194684471166e-08
Position 417: 5.637155646743032e-09
Position 435: 3.5765252959655284e-10
Position 219: 2.67356971144312e-10
