Gene = Plrg1
index = 825
Annotated 5SS: [  133  1356  3277  3859  4406  5600 10459 11250 12626 12839 13543 14280
 15215 15862]
Annotated 3SS: [ 1248  3133  3804  4314  5511 10359 11156 12475 12736 13439 14170 15074
 15667 16588]
SMsplice 5SS: [  133  1356  4406  5600 10459 11250 12626 12839 14280 15215 15862]
SMsplice 3SS: [ 1248  4314  5511 10359 11156 12475 12736 14170 15100 15667 16588]
top_k =  100
Partition function (log Z): 16.184413928696685

Sorted 5' Splice Sites (High to Low Probability):
Position 1356: 1.0000000000000002
Position 14280: 0.9998121663264892
Position 12626: 0.9549137127628029
Position 11250: 0.9407859529070998
Position 10459: 0.9035415100680072
Position 15862: 0.8907715734213941
Position 12839: 0.8760837778444839
Position 5600: 0.870740634046981
Position 4406: 0.815512220923034
Position 133: 0.7813566713683394
Position 15215: 0.6428625709766582
Position 13543: 0.34409227701120376
Position 3859: 0.20764428537138277
Position 352: 0.15297261691881114
Position 3940: 0.14412847602191495
Position 15261: 0.13249596676877626
Position 3277: 0.11799632756133183
Position 15758: 0.10088062123604737
Position 3079: 0.10064062571875759
Position 14603: 0.09436536384046265
Position 7255: 0.09197647255528249
Position 15415: 0.06974981966490598
Position 3630: 0.06806598731493
Position 12266: 0.0589059825608489
Position 348: 0.056797940163325615
Position 4899: 0.048576763153542896
Position 10524: 0.04575882079192958
Position 15265: 0.04015008206312035
Position 12870: 0.03707763512256248
Position 10500: 0.03479315333139832
Position 15234: 0.03256882129728782
Position 12057: 0.032052034789185696
Position 834: 0.02716330339150918
Position 12150: 0.01562391006893094
Position 149: 0.011987580218480516
Position 10724: 0.00878953606785081
Position 13688: 0.00824626467757697
Position 10669: 0.007642286415482861
Position 138: 0.005741561216254114
Position 1021: 0.005421093449579815
Position 12887: 0.005123554410106402
Position 104: 0.005053068683716728
Position 334: 0.004034494203064001
Position 11216: 0.003663995461828608
Position 11299: 0.0035313345989550736
Position 12809: 0.003433682477294392
Position 14517: 0.003314997838514453
Position 338: 0.0031873579306671107
Position 3260: 0.002397263551581519
Position 15225: 0.002154733917739683
Position 362: 0.0013621418405563414
Position 197: 0.0011383247387054308
Position 4357: 0.001017671327272282
Position 293: 0.0007985483921551115
Position 16363: 0.000761853149495865
Position 14251: 0.00018783367351297558
Position 127: 1.470249222237884e-05
Position 84: 3.408412534462528e-06
Position 62: 4.3851007510124804e-08
Position 54: 1.6111967552148517e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 15667: 1.0000000000000022
Position 14170: 1.0000000000000018
Position 1248: 0.984938435818798
Position 10359: 0.9840934841913351
Position 11156: 0.944056374907334
Position 12736: 0.9217186498544472
Position 12475: 0.8940304458570965
Position 16588: 0.8842628167936053
Position 5511: 0.7954181137531035
Position 4314: 0.7823974304279089
Position 15100: 0.5818683997789567
Position 13439: 0.35233854168878037
Position 3804: 0.3483892030800637
Position 15074: 0.2828304821932206
Position 3133: 0.10603489889520044
Position 11970: 0.09716080597401215
Position 14371: 0.08221244187852116
Position 7095: 0.07754298512927249
Position 2998: 0.06343663375639241
Position 15298: 0.05395953116842119
Position 3465: 0.05001987976110269
Position 16001: 0.04879413633051002
Position 4805: 0.04857676315354291
Position 5435: 0.04689412283929273
Position 12357: 0.041558465998131226
Position 2969: 0.02968510144229805
Position 5361: 0.028428397454585017
Position 4340: 0.023253479206672367
Position 674: 0.019661813312816336
Position 15951: 0.01809502470732854
Position 195: 0.01756974952786109
Position 3496: 0.016025138391932637
Position 3062: 0.014603667164070827
Position 7057: 0.014433487426010003
Position 16592: 0.013988087712965433
Position 10603: 0.013672117346286445
Position 4173: 0.01087898261572497
Position 12411: 0.010570564158279094
Position 12057: 0.009421121444953464
Position 1219: 0.009134268956589723
Position 12587: 0.008754236749295981
Position 16244: 0.007947761139251485
Position 14543: 0.006582198487650708
Position 16388: 0.00637927237936072
Position 14515: 0.004621780686168531
Position 16476: 0.004591783615764449
Position 3094: 0.004558446765007149
Position 237: 0.004281601937387677
Position 228: 0.0036488815776213332
Position 11064: 0.0036025439435716537
Position 3852: 0.0033835583132341366
Position 2979: 0.003208886019248937
Position 14384: 0.0031321544049604287
Position 16105: 0.0031025305510984655
Position 10570: 0.0027597051370472246
Position 16542: 0.002665862325857981
Position 15922: 0.0025867722511948056
Position 935: 0.0023983268299180432
Position 1198: 0.0018703328987223675
Position 3315: 0.001527551951347801
Position 682: 0.0014525412775322454
Position 747: 0.0014029731717505448
Position 200: 0.001365333277238581
Position 15370: 0.0013235815478897471
Position 705: 0.0012874847253241156
Position 1251: 0.0011508203158620022
Position 14425: 0.0011317862216762736
Position 1286: 0.001123609508141601
Position 542: 0.0011069716892412856
Position 1163: 0.0008833063820782779
Position 243: 0.0008660300267536494
Position 792: 0.0008628371980291655
Position 1257: 0.000808989840902122
Position 293: 0.0004844311909920646
Position 276: 0.0003281606214767784
Position 10991: 0.0003223641169782951
Position 272: 0.00031573701895451755
Position 1119: 9.02362789063825e-05
