Gene = Spp2
index = 1017
Annotated 5SS: [  256   481  4268  5398 10332 11477 13718]
Annotated 3SS: [  355  4147  5289 10276 11425 13621 19360]
SMsplice 5SS: [  256   481  5398 10332 13718]
SMsplice 3SS: [  355  5289 10276 13621 17926]
top_k =  100
Partition function (log Z): -11.033939560493256

Sorted 5' Splice Sites (High to Low Probability):
Position 481: 0.9949821441528419
Position 256: 0.9599135116527695
Position 1851: 0.5104619770347298
Position 4268: 0.46915989897105803
Position 5398: 0.46388155292263816
Position 5335: 0.3355947311104724
Position 3911: 0.27139553254646026
Position 4033: 0.04549114701540281
Position 94: 0.029665134663410354
Position 421: 0.004183875412814484
Position 1858: 0.0040654394563505135
Position 245: 0.003255062110945283
Position 187: 0.0027323086415188005
Position 293: 0.0018304169351222664
Position 3065: 0.0016467862441226938
Position 225: 0.0007575379897851336
Position 53: 0.0006407288799726775
Position 221: 0.0004693564466932128
Position 156: 0.0003295801047601176
Position 87: 0.00015883453805610236
Position 311: 0.00011563102935982606
Position 16: 7.025812827267055e-05
Position 172: 2.979712613453176e-05
Position 9: 2.636686108407622e-05
Position 247: 5.472718761328206e-06
Position 130: 2.1733511494554464e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5289: 0.8531178609119674
Position 355: 0.668275190269421
Position 12075: 0.6213612278947774
Position 4147: 0.4231218979436458
Position 3830: 0.35944928977462925
Position 393: 0.33132822091572955
Position 1763: 0.309539005407219
Position 1734: 0.1362661132063735
Position 4640: 0.06918901929672922
Position 7214: 0.05934231478623831
Position 1779: 0.05340167540188261
Position 4071: 0.03712426265218136
Position 5595: 0.036206556235866265
Position 9861: 0.03045873597554893
Position 5762: 0.025553517236141708
Position 2920: 0.020365099007260325
Position 6936: 0.019034029814058526
Position 6084: 0.00751990209048287
Position 1801: 0.00742810962208261
Position 1064: 0.00665904416704487
Position 1706: 0.00530725329358972
Position 2585: 0.003088262629888416
Position 2101: 0.0028558160587151315
Position 2228: 0.002686335735494004
Position 3463: 0.0020599557094357537
Position 1696: 0.0018319198113228297
Position 1653: 0.0016158368940827241
Position 1226: 0.0015959511730993658
Position 1376: 0.0012644049429592354
Position 2818: 0.0010414759212954647
Position 1444: 0.0009090608303399863
Position 561: 0.0004131909059961848
Position 397: 0.0003949785024177165
Position 1311: 0.0003520357624420231
Position 3982: 0.0003141408309714956
Position 830: 0.00022621945439484098
Position 589: 0.00016356348873929494
Position 292: 1.563306634506354e-06
Position 255: 2.2814720498071307e-08
Position 187: 6.7953766107862705e-09
Position 404: 4.88710256364936e-09
Position 412: 4.5579472560101156e-09
Position 420: 4.360027369538694e-09
Position 432: 2.6656862720327755e-09
Position 477: 9.24933608488167e-10
