Gene = Dap3
index = 319
Annotated 5SS: [  547  7640 14266 16850 19503 19939 21019 21968 22206 23404 24143 25121]
Annotated 3SS: [ 7585 14160 16747 19393 19845 20887 21886 22046 23343 24052 25002 26500]
SMsplice 5SS: [  547 13831 14266 16850 21019 25121]
SMsplice 3SS: [13739 14160 16747 20887 25002 26500]
top_k =  100
Partition function (log Z): -24.45767408958264

Sorted 5' Splice Sites (High to Low Probability):
Position 547: 0.8508130017472937
Position 299: 0.2819205806506116
Position 907: 0.07985423708050471
Position 170: 0.01530754831245819
Position 502: 0.006765736226365036
Position 268: 0.0013139806301854014
Position 720: 0.00030937511050011863
Position 734: 0.00012527095890524413
Position 430: 6.98506074741287e-05
Position 22: 4.674250892174303e-05
Position 382: 4.1123582981861596e-05
Position 374: 3.212584900348382e-05
Position 728: 4.927936858433329e-06
Position 200: 4.124353869447569e-09
Position 279: 1.5247086056375487e-09
Position 403: 7.393518987784608e-11
Position 400: 7.13998763648091e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6387: 0.2744284328191713
Position 810: 0.16601532043311262
Position 409: 0.1313442791152129
Position 4067: 0.12421279806914251
Position 7585: 0.11619876626457094
Position 4836: 0.10693932031193232
Position 6781: 0.06085644657524978
Position 3523: 0.05401925276534413
Position 472: 0.024482145386855496
Position 1057: 0.021943574083622252
Position 5328: 0.018739419508203837
Position 2014: 0.017688114485579762
Position 1680: 0.014306857325858412
Position 2495: 0.014092314918472765
Position 1557: 0.013079100778867866
Position 1119: 0.009661776554884902
Position 1470: 0.008693185359354419
Position 3157: 0.008237207327071646
Position 623: 0.0066427129846629565
Position 2586: 0.006178252201766614
Position 1781: 0.006000469021618363
Position 3325: 0.005176150201382548
Position 1192: 0.004245574931966469
Position 1972: 0.004148078750788939
Position 839: 0.0037015644377178325
Position 2071: 0.002887678505155087
Position 995: 0.002691477780667783
Position 1353: 0.002296697375105555
Position 433: 0.002244928982184736
Position 1285: 0.001905109224362574
Position 619: 0.0014887372358136208
Position 657: 0.001482654229835922
Position 454: 0.00021038254068925339
Position 287: 0.0001940144434054551
Position 252: 5.4697701630698536e-05
Position 492: 4.961622740388804e-05
Position 524: 4.485034995665673e-05
Position 737: 1.2893497806445029e-05
Position 343: 8.122659356795174e-06
Position 527: 5.066789192467671e-07
Position 289: 3.6786799155388405e-07
Position 521: 1.9911929835135236e-07
Position 533: 1.5791896039358038e-07
Position 293: 1.2216757087228847e-07
Position 257: 9.243199199977783e-08
Position 235: 8.544594084193487e-08
