Gene = 1700064H15Rik
index = 18
Annotated 5SS: [190]
Annotated 3SS: [18105]
SMsplice 5SS: [  190 11489]
SMsplice 3SS: [11316 15864]
top_k =  100
Partition function (log Z): -17.042878958116845

Sorted 5' Splice Sites (High to Low Probability):
Position 190: 0.9930525998702474
Position 4869: 0.05250824332267303
Position 2580: 0.019454025460572736
Position 3777: 0.013357566235651212
Position 694: 0.006424616074966406
Position 146: 0.006115005311097064
Position 698: 0.006049667904889846
Position 1782: 0.00570309077760779
Position 1424: 0.004346423246619847
Position 1830: 0.002315666609007212
Position 1195: 0.0007205246508038499
Position 92: 0.0004329785605730228
Position 154: 9.877998331646964e-05
Position 84: 2.402931086275406e-05
Position 159: 1.1378354459456517e-05
Position 6: 1.7244147083372548e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 11316: 0.2847796372757246
Position 3611: 0.13276528727278594
Position 5840: 0.11765459720598931
Position 4767: 0.0634836997065463
Position 8440: 0.06042170260238078
Position 1740: 0.05496117789550136
Position 6699: 0.050368058183670225
Position 8427: 0.04867001968755846
Position 7785: 0.03351813668477685
Position 5681: 0.030703591823230472
Position 4391: 0.02772339046230302
Position 2448: 0.02427288516099175
Position 1285: 0.018423255382668476
Position 4416: 0.016313794217798275
Position 586: 0.01608198694147602
Position 4912: 0.015079789827281951
Position 2640: 0.013488412251328154
Position 4244: 0.011632015593707716
Position 2367: 0.011545905202485005
Position 3653: 0.010909551005328385
Position 3510: 0.009153198761878933
Position 1522: 0.008068852382776208
Position 4444: 0.00789813308953966
Position 2947: 0.004827395739233832
Position 3022: 0.004554324269722919
Position 622: 0.004183317058724299
Position 1258: 0.0036573813367198863
Position 307: 0.003538819309051836
Position 2785: 0.00344708597102173
Position 629: 0.0032947154494439874
Position 1298: 0.0032313358210323416
Position 2001: 0.002926289524936349
Position 1829: 0.0025378518110569675
Position 816: 0.0015457217613940206
Position 2864: 0.0015043078670502598
Position 369: 0.0009753795597210435
Position 652: 0.0009720516848379444
Position 1530: 0.0009139020004923844
Position 1040: 0.00015567372477177162
Position 1089: 0.00010946597127049767
Position 1129: 9.960742502785683e-05
Position 1044: 5.6052773184522366e-05
Position 969: 4.914932276540333e-05
Position 593: 4.369769287124347e-05
Position 1111: 4.1683024362693795e-05
Position 917: 1.7585849861633675e-05
Position 975: 1.6446521774314244e-05
