Gene = Abhd18
index = 93
Annotated 5SS: [  167 58024 58987 63634 69795 69987 72436 76582 83257 84013 86933 88060]
Annotated 3SS: [57915 58901 63532 69715 69901 72407 76442 83166 83910 86553 87896 88371]
SMsplice 5SS: [  167 10987 36906 58987 63634 83257 84013 88060 88553]
SMsplice 3SS: [10885 36738 58901 63532 83166 83910 87923 88371 88881]
top_k =  100
Partition function (log Z): -52.74816125029014

Sorted 5' Splice Sites (High to Low Probability):
Position 10987: 0.9799605541824786
Position 167: 0.8213282809740116
Position 146: 0.17515465373287825
Position 14582: 0.14328883325967492
Position 12302: 0.08379308566216859
Position 2630: 0.06383219760466483
Position 4295: 0.05876467642675437
Position 11006: 0.013887683561749424
Position 315: 0.0027931682033608307
Position 427: 0.0007981181593387303
Position 1723: 5.223198879071009e-05
Position 830: 1.352724913184064e-05
Position 171: 6.313721645479538e-08
Position 112: 4.896231614593679e-08
Position 91: 4.176920634695653e-08
Position 650: 2.1465761027538016e-08
Position 134: 1.0797061479245281e-08
Position 636: 1.0244054871883813e-08
Position 432: 8.580251542814101e-09
Position 227: 5.4120485632475875e-09
Position 115: 3.448044675398608e-09
Position 86: 3.40327815400598e-09
Position 102: 3.315150756787375e-09
Position 148: 2.0114546558195328e-09
Position 68: 8.752366943241368e-10
Position 41: 2.655654736162226e-10
Position 196: 2.5139482685436443e-10
Position 183: 1.8674536921721847e-10
Position 9: 1.3257591035334377e-10
Position 220: 1.5627897370063687e-11
Position 222: 5.4399544162297204e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10885: 0.9975653371691328
Position 16913: 0.4771759871093074
Position 14277: 0.18297828187054244
Position 12201: 0.11910127912048028
Position 15970: 0.1100644585929504
Position 17060: 0.0735566597213517
Position 13635: 0.07231902823726953
Position 16876: 0.06636466659702107
Position 2470: 0.0647851373307751
Position 4199: 0.05876467642675437
Position 16312: 0.04639139990790022
Position 12488: 0.04049697288725673
Position 13561: 0.007828113711452828
Position 11060: 0.006849103266437529
Position 12506: 0.006720747196853401
Position 11500: 0.00380036422713982
Position 11639: 0.0033372879808397597
Position 11386: 0.0022201094311157703
Position 11117: 0.0017256968081517995
Position 712: 0.00044607868894689214
Position 4392: 0.0004250530148618766
Position 7466: 0.00020567795834565146
Position 6141: 0.00013238801064352452
Position 235: 7.395865132619256e-05
Position 670: 7.164867778835962e-05
Position 3761: 6.181693751267766e-05
Position 1570: 4.571958600799097e-05
Position 278: 3.702687201075654e-05
Position 1544: 3.0337087001704575e-05
Position 1921: 1.5599127079544188e-05
Position 2015: 1.4482253194664553e-05
Position 1441: 1.2054899517958041e-05
Position 536: 9.265160354741884e-06
Position 1799: 7.401074886950789e-06
Position 1036: 6.503433391335618e-06
Position 1639: 5.875926645482071e-06
Position 470: 5.834594500921851e-06
Position 998: 5.826649976470577e-06
Position 1575: 5.316876634614333e-06
Position 293: 2.2591918330406248e-06
Position 237: 1.4192374376777548e-06
Position 353: 2.1228400966400446e-07
Position 322: 5.0994907203686226e-08
Position 307: 4.5383437344759476e-08
Position 355: 4.041913583234391e-08
Position 301: 3.469931715700658e-08
