Gene = Tmco1
index = 1087
Annotated 5SS: [  556  1006  5789  7912 10952 17643]
Annotated 3SS: [  927  5728  7864 10883 17497 21788]
SMsplice 5SS: [  556  1015  5789  7912 10952 17643]
SMsplice 3SS: [  927  5728  7864 10883 17497 21788]
top_k =  100
Partition function (log Z): -1.9031283902054799

Sorted 5' Splice Sites (High to Low Probability):
Position 17643: 0.999665677708012
Position 10952: 0.9989252893127819
Position 7912: 0.9200357019992472
Position 5789: 0.8506690491700163
Position 1015: 0.7722948084488792
Position 556: 0.4449125206423529
Position 10630: 0.4258978357444183
Position 2355: 0.3919241258264899
Position 14131: 0.3858248160323758
Position 156: 0.36470410765686617
Position 19088: 0.3460278203772648
Position 9095: 0.29873802897276175
Position 3506: 0.29582167417852673
Position 1006: 0.1509559617285007
Position 10481: 0.13623563910021086
Position 131: 0.09080939882532633
Position 12209: 0.08884479364426
Position 7402: 0.08409800181574509
Position 1158: 0.06897948610560123
Position 19952: 0.06643421465006208
Position 11139: 0.057749900047112515
Position 92: 0.04268649543699992
Position 335: 0.03425200990851638
Position 7167: 0.0277270252553691
Position 397: 0.022792727990470912
Position 18270: 0.013537698231449744
Position 19440: 0.010124607560306118
Position 2309: 0.0045583539703180345
Position 18444: 0.003576356857298037
Position 1030: 0.003155265643277173
Position 668: 0.001950247309345171
Position 875: 0.0017970583801304864
Position 126: 0.0011216868548148031
Position 401: 0.001042337195566057
Position 2543: 0.0007801873467339478
Position 378: 0.0007792778417110055
Position 3066: 0.0007472199887360848
Position 1938: 0.0005383804712617295
Position 568: 0.0002869253274827521
Position 55: 0.0002852455016728563
Position 715: 2.2635216019089666e-05
Position 459: 2.2532856696642202e-05
Position 422: 4.131815461470037e-06
Position 381: 4.0889862309264935e-06
Position 118: 3.3273893638560617e-09
Position 97: 2.7087740479849392e-09
Position 172: 9.231577152676556e-10
Position 108: 6.855819349330578e-10
Position 110: 3.152338903566539e-10
Position 124: 1.4091560550544815e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 17497: 0.9999710126332315
Position 10883: 0.9984875579018064
Position 21788: 0.9308163338250512
Position 7864: 0.9200357019992469
Position 5728: 0.7566488353471582
Position 10346: 0.5621334748446292
Position 927: 0.5199082931617754
Position 952: 0.39446959624428124
Position 14027: 0.3858248160323758
Position 2186: 0.3754336100707527
Position 8995: 0.29873802897276175
Position 3413: 0.29582167417852673
Position 18991: 0.28602952315477315
Position 5502: 0.09402021382285781
Position 19842: 0.09168795185247829
Position 12091: 0.08884479364426
Position 906: 0.0779245589072461
Position 18753: 0.05936443366404203
Position 11042: 0.05777561500202417
Position 7328: 0.042193884577779076
Position 7276: 0.04190411723796597
Position 19279: 0.028091197780393498
Position 6980: 0.0277270252553691
Position 17953: 0.024531350367703725
Position 2190: 0.021397712826131496
Position 19152: 0.0057079775325983555
Position 18814: 0.004704905528460206
Position 19398: 0.00408546502369524
Position 18329: 0.003576356857298034
Position 457: 0.0034977511817477764
Position 504: 0.0028936260921944147
Position 1118: 0.0017527670253012918
Position 957: 0.0011268365708428688
Position 2897: 0.0007472199887360857
Position 1855: 0.0005383804712617293
Position 439: 0.0004479616146991109
Position 10747: 0.00044100382283503603
Position 2280: 0.00043134424665757924
Position 18523: 0.0003079523872158408
Position 18473: 0.00025837807811140376
Position 17931: 0.0002045493325702093
Position 1142: 0.00020287708439213257
Position 476: 0.0001803605035442359
Position 465: 0.00010353100419326425
Position 235: 7.235696070772878e-05
Position 306: 7.178514322455109e-05
Position 595: 7.142767566604105e-05
Position 267: 5.581935057862318e-05
Position 704: 3.206893758732413e-05
Position 384: 3.103748395390112e-05
Position 155: 1.6302831036180234e-05
