Gene = Inpp5a
index = 579
Annotated 5SS: [   356  64987  88987  92611 122363 127626 134781 136673 149155 169861
 170030 178329 185947 188310 189161]
Annotated 3SS: [ 64944  88885  92522 122298 127521 134727 136552 149069 169764 169954
 178254 185834 188240 189072 189244]
SMsplice 5SS: [   356  62873  65030  88987  92611 122363 127626 136673 149155 169861
 170030 185947 188310 189110]
SMsplice 3SS: [ 62762  64944  88885  92522 122218 127521 136552 149069 169764 169954
 185834 188240 189072 189195]
top_k =  100
Partition function (log Z): -115.7363173727306

Sorted 5' Splice Sites (High to Low Probability):
Position 356: 0.9999987821925576
Position 1810: 0.04722885543196439
Position 3269: 0.016131810017771284
Position 4258: 0.010377038858583282
Position 1615: 0.0017841618482809644
Position 137: 0.001233684643200645
Position 600: 0.000805636807879287
Position 904: 0.0001334983200276389
Position 55: 3.6079166864579327e-06
Position 168: 1.7992553744711752e-06
Position 173: 2.8202621919139423e-07
Position 335: 1.8543947562083942e-07
Position 388: 1.0747781101370075e-07
Position 370: 9.471900772795845e-08
Position 360: 6.57896835985061e-08
Position 30: 6.516649042406655e-08
Position 402: 3.601726957927679e-08
Position 314: 3.079844769586201e-08
Position 323: 2.7012905827874714e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4898: 0.13265943430626587
Position 4837: 0.10977301028248104
Position 7315: 0.08689282363866956
Position 8780: 0.06439270607706118
Position 8661: 0.05516846316462845
Position 4148: 0.050380051305531845
Position 1684: 0.04944184057650214
Position 467: 0.04161800754745967
Position 9015: 0.04149346050042946
Position 8844: 0.03829972971967647
Position 7714: 0.03587913446549297
Position 4257: 0.03405614391168384
Position 3148: 0.03288844366620156
Position 438: 0.03006131430194623
Position 1874: 0.028360722468927253
Position 5635: 0.0235097675789531
Position 3053: 0.019992202942318744
Position 479: 0.01590351151641541
Position 3086: 0.013333514795931877
Position 1765: 0.012397567146149596
Position 4761: 0.012089405630085124
Position 5680: 0.010256540969691226
Position 4580: 0.00960306800024568
Position 1395: 0.009132173893703115
Position 538: 0.008756126868277094
Position 5938: 0.008546575623014634
Position 5220: 0.00737071416216894
Position 5002: 0.006598310248788951
Position 3177: 0.0064642592186084135
Position 777: 0.006291475310426254
Position 2926: 0.00567449997938367
Position 5356: 0.0056649534177109434
Position 4166: 0.005537654167945292
Position 2430: 0.004300903736071368
Position 4323: 0.004047333533275385
Position 4787: 0.00395989101690155
Position 971: 0.0036806555699670784
Position 1084: 0.0030807387881153087
Position 4523: 0.003072614233463686
Position 2051: 0.003030447961826244
Position 1973: 0.0026887689334759435
Position 3440: 0.002530325422725063
Position 717: 0.002320884372151915
Position 1146: 0.0022572901302469893
Position 2734: 0.0021242637282430704
Position 816: 0.002116184827631863
Position 931: 0.0020744040377875046
Position 2001: 0.0019993820480583156
Position 2590: 0.0019144812321576791
Position 1059: 0.0015893437333713459
Position 2519: 0.0014668139975663203
Position 953: 0.0013039925906719832
Position 1452: 0.0012243777496094789
Position 233: 0.001170919657551456
Position 2394: 0.0011162128681083921
Position 2273: 0.0010265119476393395
Position 2300: 0.0009709635167835411
Position 849: 0.0008629011612089215
Position 781: 0.0007951726786292413
Position 1341: 0.0007368163267710625
Position 497: 0.0006354696618736377
Position 592: 0.0004679776517678544
Position 666: 0.00042042693805448815
Position 1448: 7.841222797598773e-05
Position 1510: 4.5796879556868e-05
Position 209: 2.3989476200735007e-05
Position 237: 1.8314198343701968e-05
Position 1523: 1.8038064208602254e-05
Position 1455: 1.559631583584044e-05
Position 254: 1.122475578900841e-05
Position 216: 6.049335851635068e-06
Position 259: 5.663283970592849e-06
Position 261: 1.0403307314717349e-06
Position 292: 8.934154607978112e-07
Position 186: 6.645298169885506e-07
Position 151: 8.093384072978881e-09
Position 131: 1.0991389794640296e-09
Position 121: 2.788762350686758e-10
