Gene = Snapc5
index = 995
Annotated 5SS: [ 147 1315]
Annotated 3SS: [1224 2867]
SMsplice 5SS: [ 147 1315]
SMsplice 3SS: [1224 2867]
top_k =  100
Partition function (log Z): -1.1857317446872433

Sorted 5' Splice Sites (High to Low Probability):
Position 147: 0.9274076166304546
Position 1315: 0.8750848104744972
Position 1498: 0.5435134636932663
Position 2016: 0.1775610995319893
Position 902: 0.1732432862617269
Position 834: 0.13799180949196782
Position 2281: 0.06990517865183639
Position 2156: 0.05769109955668459
Position 2993: 0.046531282881618515
Position 444: 0.04218005313140254
Position 734: 0.04136294211917135
Position 1096: 0.033885719106407954
Position 541: 0.028125221229534404
Position 2152: 0.026533810965210035
Position 474: 0.021343778915930412
Position 201: 0.020998558355938852
Position 1878: 0.020353107404405598
Position 1506: 0.00995219774974205
Position 718: 0.008297992271215774
Position 502: 0.004555778207422629
Position 1088: 0.003843388238569689
Position 232: 0.002161858732543246
Position 864: 0.0016964511900199987
Position 824: 0.0009138809824769009
Position 889: 0.0006755057051122563
Position 671: 0.00042960321329463795
Position 153: 0.0004187101599453891
Position 512: 0.00020107336333636402
Position 221: 0.00017911921713403375
Position 282: 7.594787572228742e-05
Position 223: 1.629769608953593e-06
Position 184: 1.2105756885149016e-06
Position 596: 7.583033612266718e-08
Position 459: 6.341154610779367e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1224: 0.9991260331392796
Position 2867: 0.8386333715728944
Position 1383: 0.4217270958582277
Position 658: 0.35793268209244683
Position 1907: 0.13067802338082735
Position 1950: 0.12963083948584525
Position 2206: 0.12262499458548295
Position 3068: 0.05040211505861595
Position 2840: 0.029571663337831906
Position 1727: 0.02637328140597208
Position 2883: 0.02341278203948694
Position 331: 0.021822725874300147
Position 950: 0.016314263220171286
Position 977: 0.015761892046051707
Position 2053: 0.014545727645271112
Position 1932: 0.012543697769006532
Position 1413: 0.011461786581029143
Position 344: 0.008471791436349217
Position 419: 0.008140982132796603
Position 1755: 0.006850738892633294
Position 1867: 0.005637440791131271
Position 624: 0.005530661336034398
Position 305: 0.002574534931479503
Position 465: 0.0024920808753246954
Position 401: 0.002315282649491884
Position 778: 0.0019214796183597068
Position 355: 0.0016243648444707634
Position 821: 0.001426732070898366
Position 1781: 0.0012809849202866073
Position 691: 0.0012540863735038517
Position 1484: 0.0009499220107552715
Position 1420: 0.0008707923811246092
Position 443: 0.0008559793401552698
Position 266: 0.0006383117315623943
Position 1118: 0.00046333310936118636
Position 367: 0.000265770819841825
Position 437: 0.0002648606712074652
Position 1703: 0.00025337566567969433
Position 394: 0.00014964941205732876
Position 421: 7.359460279266711e-05
Position 317: 6.036843360760547e-05
Position 1231: 5.4140377684710086e-05
Position 516: 3.6931364396008e-05
Position 1290: 3.3910900821098046e-05
Position 231: 3.32741604211253e-05
Position 726: 2.114184063872201e-05
Position 709: 7.83210814909469e-06
