Gene = 9130204L05Rik
index = 72
Annotated 5SS: [ 26 541]
Annotated 3SS: [ 390 2353]
SMsplice 5SS: [ 26 541]
SMsplice 3SS: [ 390 2353]
top_k =  100
Partition function (log Z): -5.8648234929493865

Sorted 5' Splice Sites (High to Low Probability):
Position 541: 0.8556680343992847
Position 26: 0.4734126416921691
Position 69: 0.45014425541804864
Position 511: 0.06316903449259814
Position 238: 0.04907491890248165
Position 488: 0.031900162236407646
Position 2484: 0.026460513798754543
Position 419: 0.018223169132950783
Position 149: 0.015521566049131956
Position 2258: 0.012609745370405307
Position 328: 0.0037341448271350276
Position 339: 0.0011999516900801873
Position 30: 0.00011215813328554229
Position 242: 4.651882817364202e-06
Position 252: 4.171436887700292e-06
Position 135: 1.6373199556680776e-06
Position 9: 1.1092584047239125e-06
Position 153: 9.952206326145683e-07
Position 75: 6.808339094132978e-07
Position 168: 1.204446062343677e-07
Position 104: 4.469656009700958e-08
Position 156: 2.1775584171486974e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2353: 0.6100045870522967
Position 390: 0.5409008592614775
Position 365: 0.38434931977304526
Position 1998: 0.08779301723471426
Position 2584: 0.05624377142287078
Position 609: 0.04505792869378643
Position 320: 0.03159368002682713
Position 2338: 0.031044114099718894
Position 2138: 0.024377340256248773
Position 1847: 0.021580542057453144
Position 2294: 0.018959279825121227
Position 2608: 0.01761968026793608
Position 261: 0.013954856034195507
Position 1973: 0.0138254332935296
Position 2357: 0.010260468411256673
Position 446: 0.009103246918286158
Position 891: 0.008192395076085955
Position 1959: 0.006389423088724782
Position 1227: 0.005415448656678972
Position 2488: 0.005408877478532349
Position 647: 0.0051593939894908885
Position 2034: 0.004766856266643849
Position 688: 0.004563957574092317
Position 2104: 0.00447981055330129
Position 2432: 0.003994585448372157
Position 844: 0.003812555680793189
Position 99: 0.003518923720987082
Position 2398: 0.003271975200135922
Position 1011: 0.0028831403165084316
Position 540: 0.0026953179580027904
Position 1553: 0.002395942228351002
Position 1802: 0.00221340738225803
Position 1404: 0.0022087176188144465
Position 2406: 0.0020293327868296713
Position 900: 0.0014673210312136904
Position 692: 0.0013924843406342984
Position 721: 0.00136617205383317
Position 849: 0.001364656230881514
Position 1202: 0.0013537175737696986
Position 633: 0.0012896711047819917
Position 1161: 0.0012592417919854355
Position 176: 0.0010376345562688406
Position 327: 0.0006002697442483255
Position 178: 1.6083617021639184e-05
Position 249: 1.1709303344294209e-05
Position 242: 6.588326990827067e-06
Position 322: 5.600316148322331e-06
Position 396: 3.0069994795093756e-06
Position 269: 1.3863681243271336e-06
