Gene = Mesd
index = 671
Annotated 5SS: [ 476 3763]
Annotated 3SS: [3529 5749]
SMsplice 5SS: [ 476 3763 6028]
SMsplice 3SS: [3529 5749 7541]
top_k =  100
Partition function (log Z): -7.127358380330595

Sorted 5' Splice Sites (High to Low Probability):
Position 3763: 0.9932708721136252
Position 476: 0.7688654043763636
Position 6028: 0.6572988458222311
Position 68: 0.4008994847305281
Position 6463: 0.07854140853700638
Position 6421: 0.07572426121537768
Position 7659: 0.07275907934676556
Position 3140: 0.05795739725155056
Position 5826: 0.055221983044048045
Position 875: 0.03729858483014996
Position 2571: 0.03398374097908974
Position 63: 0.03389285373138232
Position 120: 0.03126751062256942
Position 1748: 0.030394952847816053
Position 2486: 0.02758375854439
Position 6505: 0.027510692287808565
Position 135: 0.02536687286891728
Position 1321: 0.02445582106367436
Position 4883: 0.011100357196373117
Position 789: 0.0050571503212204355
Position 110: 0.002260931501612014
Position 304: 0.0014856168395842387
Position 32: 0.0013272585904197
Position 196: 0.00011395196405594225
Position 142: 8.400657988681418e-05
Position 130: 7.87452527047164e-05
Position 267: 6.817276023066375e-05
Position 147: 5.0528710284293e-05
Position 482: 1.364527854639494e-05
Position 13: 7.45502240349607e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3529: 0.9797039622208062
Position 5749: 0.6670621353906508
Position 7541: 0.5160573405408511
Position 6937: 0.2073636822038862
Position 6313: 0.17717805545750986
Position 242: 0.16419535058013945
Position 8643: 0.11775333648401837
Position 5708: 0.08490558728548556
Position 303: 0.05305235591319651
Position 3044: 0.05038113663747938
Position 2423: 0.04756478044319723
Position 5497: 0.03726683700820357
Position 765: 0.03189695741106301
Position 394: 0.02763834303858871
Position 7278: 0.025818126443020353
Position 1622: 0.025015249020532194
Position 6577: 0.021381114514151315
Position 6114: 0.019584931510220494
Position 3504: 0.01887895704326466
Position 1192: 0.016163047613148473
Position 3900: 0.015552097790893496
Position 6591: 0.01438723214534805
Position 8114: 0.014111313345681631
Position 2310: 0.014002719080282541
Position 621: 0.011202172702632832
Position 4143: 0.009879653387016362
Position 418: 0.009774337326993053
Position 4479: 0.009212752705350317
Position 6421: 0.008607472917306118
Position 421: 0.008072935386562955
Position 2896: 0.007576260614071175
Position 6294: 0.007381645247830066
Position 1034: 0.005803210994011254
Position 1649: 0.005379703827283864
Position 3832: 0.004622758056374679
Position 4747: 0.004406776238126372
Position 4794: 0.0038432696104167643
Position 5534: 0.002905785501285402
Position 267: 0.0029006525611929303
Position 4621: 0.002840622395226658
Position 1120: 0.0024407737079161695
Position 280: 0.00010332715832049266
Position 157: 1.967774734440664e-05
Position 665: 1.775895398179034e-05
Position 4580: 9.688952603323081e-06
Position 168: 8.172188588418916e-06
Position 206: 4.588154865022317e-06
Position 147: 3.508541763454054e-06
Position 183: 1.6168026425724854e-06
Position 469: 1.1915238864851876e-07
