Gene = Bdh2
index = 178
Annotated 5SS: [  148  4447  7119  8431  9882 14068 15713 19512 20434]
Annotated 3SS: [ 4293  7039  8333  9772 14006 15598 19452 20340 22946]
SMsplice 5SS: [  148  2554  4193  4447  7119  8131  8431  9882 14100 15713 20434]
SMsplice 3SS: [ 2444  4086  4293  7039  7994  8333  9772 14006 15598 20363 22946]
top_k =  100
Partition function (log Z): 0.892206623483693

Sorted 5' Splice Sites (High to Low Probability):
Position 15713: 0.9999912997082253
Position 9882: 0.9989686980659532
Position 148: 0.9752145630464062
Position 7119: 0.961052966410329
Position 4447: 0.895231267027541
Position 2554: 0.7602960361446447
Position 8431: 0.7221463345305899
Position 20434: 0.7096417994415107
Position 4193: 0.7062972670088907
Position 8131: 0.5835103478512428
Position 14100: 0.5741861071120761
Position 14068: 0.33065933605190306
Position 1873: 0.3186021117270348
Position 12734: 0.3062324282427504
Position 19512: 0.2350487471986641
Position 1526: 0.16626710554449173
Position 20452: 0.07940239328264843
Position 2665: 0.07318996387710697
Position 9331: 0.0726961080743507
Position 8939: 0.07146838917574724
Position 2753: 0.06922201482011174
Position 21681: 0.05740138538360011
Position 1847: 0.05285259682014602
Position 938: 0.04655638760001963
Position 3626: 0.045968830131626524
Position 7467: 0.04552240480398192
Position 8077: 0.043096746313822404
Position 3764: 0.03699455074348166
Position 3824: 0.03530505567591995
Position 8984: 0.0219504846623907
Position 5139: 0.020545999123382203
Position 10148: 0.016495947563946633
Position 253: 0.00807126908310032
Position 2373: 0.0060951400229082575
Position 1955: 0.003757091037406869
Position 1555: 0.003598207929045435
Position 897: 0.002291054284259465
Position 1996: 0.001983347970525432
Position 98: 0.0017642672639812292
Position 1864: 0.0015994180400532442
Position 1878: 0.0011427596096842147
Position 4919: 0.0011282598196069036
Position 2004: 0.0010001718995578078
Position 1305: 0.0009781704078428437
Position 583: 0.00041856965622648037
Position 11639: 0.0003948335497453799
Position 1571: 0.000320586843048124
Position 688: 0.0002464211751269195
Position 1366: 0.0002274319498209292
Position 4891: 8.420702924978558e-05
Position 1138: 6.626342578022262e-05
Position 878: 5.730414090142774e-05
Position 1488: 2.634432373796601e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 15598: 0.9999912997082253
Position 9772: 0.9989686980659528
Position 7039: 0.9641030614951063
Position 14006: 0.9048454431639795
Position 2444: 0.8735600911390357
Position 8333: 0.7221463345305895
Position 4086: 0.6623188514953757
Position 7994: 0.6233307212182112
Position 4293: 0.5979573368479841
Position 20363: 0.513721130135635
Position 22946: 0.4626291607074379
Position 21772: 0.383803666306254
Position 1793: 0.31576296161473977
Position 12618: 0.3062324282427503
Position 4366: 0.29725381027892517
Position 20340: 0.2776106479383014
Position 19452: 0.2611965784625262
Position 1467: 0.1664193663198496
Position 8852: 0.09341887383813796
Position 9206: 0.0726961080743507
Position 3698: 0.0722996064194016
Position 21522: 0.06999315064440911
Position 21966: 0.060998917347502415
Position 1685: 0.05272540048674343
Position 4092: 0.04397841551351527
Position 7261: 0.04247230971920472
Position 3443: 0.03464026199238442
Position 5009: 0.020545999123382216
Position 20554: 0.018599222232782004
Position 20504: 0.01717235667637995
Position 10044: 0.016495947563946622
Position 804: 0.013742417346675917
Position 2471: 0.01227503877704112
Position 3377: 0.011328568139242105
Position 790: 0.010889650859219602
Position 2372: 0.00927365459720973
Position 18370: 0.006813032483461787
Position 2280: 0.0060951400229082575
Position 765: 0.005372527686682368
Position 1396: 0.004623988033328118
Position 1742: 0.003361390932068554
Position 7748: 0.0032763729468537513
Position 15819: 0.003247359557336066
Position 1695: 0.0029758828860992972
Position 2636: 0.0027434476309509013
Position 2633: 0.0025877605725958862
Position 734: 0.0023938203710177175
Position 1393: 0.0023722118376328263
Position 2688: 0.0022680221250303764
Position 17438: 0.0022232187493251634
Position 17209: 0.0021757567711956586
Position 873: 0.0021688614258171686
Position 1611: 0.0014119143885702157
Position 16937: 0.001301427002102408
Position 1641: 0.0012370270344828893
Position 4742: 0.0012124668488566897
Position 1266: 0.0005462727079555936
Position 11487: 0.0003948335497453802
Position 1158: 0.0002868024195593732
Position 1251: 0.00018219305758971653
Position 846: 0.00014884703513870718
Position 1095: 0.00011366344441158727
Position 749: 9.252263199892335e-05
Position 815: 7.062886147452185e-05
Position 1039: 5.0974358956644116e-05
Position 961: 2.1806360180368835e-05
Position 1134: 2.0363046769576437e-05
Position 4267: 2.011990063167475e-05
Position 1224: 1.5801548403895974e-05
Position 1000: 1.4522177993905907e-05
Position 1072: 1.0635827736561677e-05
Position 859: 8.989077101480468e-06
Position 10621: 8.70029177431284e-06
