Gene = Hscb
index = 548
Annotated 5SS: [ 282 3471 3798 5123 8842]
Annotated 3SS: [ 3373  3707  4977  8793 10565]
SMsplice 5SS: [ 282 3471 5123]
SMsplice 3SS: [ 3373  4977 10565]
top_k =  100
Partition function (log Z): -4.497831076426339

Sorted 5' Splice Sites (High to Low Probability):
Position 5123: 0.9558352784751967
Position 3471: 0.9469550816220919
Position 282: 0.5248325757249004
Position 6588: 0.4126427404221912
Position 91: 0.3231251120077914
Position 3146: 0.26303954480294417
Position 8988: 0.26106667121464133
Position 2939: 0.24518076562931881
Position 6364: 0.22376465746209978
Position 3803: 0.16551630655214739
Position 8842: 0.132792793844317
Position 1019: 0.08891344486892708
Position 3416: 0.053044918377904794
Position 721: 0.04370038772005573
Position 198: 0.04226701543780018
Position 3798: 0.03751049133084927
Position 9140: 0.03273339056541719
Position 1038: 0.02917842689521144
Position 1430: 0.028994688914201098
Position 8968: 0.02532939751324733
Position 323: 0.02005611347063649
Position 1562: 0.01998927848786407
Position 731: 0.014988727955607933
Position 483: 0.014470283205699866
Position 29: 0.010023380472025917
Position 1072: 0.009098158619447263
Position 5084: 0.00331428459566608
Position 80: 0.0023970300340163796
Position 365: 0.0011943924080265059
Position 179: 0.0005160290025315741
Position 472: 0.0003884995678887761
Position 643: 0.0002618618120326344
Position 193: 0.0002030457982102654
Position 915: 0.00017796274541300667
Position 51: 0.00017687869933523108
Position 499: 0.00011670470182636424
Position 257: 9.431905297395643e-05
Position 105: 1.1957190278804949e-07
Position 43: 1.0664027988477734e-07
Position 295: 8.661746324977673e-08
Position 165: 7.377085283454188e-08
Position 15: 4.1288806922624064e-08
Position 68: 3.589039800713841e-08
Position 84: 2.463656759663514e-08
Position 82: 8.331259397077763e-09
Position 200: 4.376696404754892e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4977: 0.9595601961666004
Position 3373: 0.8958278799552465
Position 10565: 0.8076202593363421
Position 8793: 0.6338617215513116
Position 6432: 0.35374776531452934
Position 2863: 0.26736614554989235
Position 6257: 0.24578669783263987
Position 3067: 0.214852563724918
Position 3707: 0.12789906544952076
Position 824: 0.11349786725874704
Position 3260: 0.09887481053492489
Position 1349: 0.044666489267986505
Position 3640: 0.04123236291154343
Position 2665: 0.02600160115745249
Position 3621: 0.02390994458528993
Position 6388: 0.020780563842995706
Position 6301: 0.01800357682421622
Position 891: 0.012516311378040426
Position 3587: 0.006485249696359127
Position 3388: 0.005297309509825631
Position 1550: 0.00431747813407868
Position 6733: 0.004241288350330288
Position 6669: 0.0038771448738105846
Position 3576: 0.003500175240283364
Position 240: 0.0001354627807250984
Position 165: 2.3142711939329348e-05
Position 269: 8.067195136360737e-06
