Gene = Scg2
index = 950
Annotated 5SS: [165]
Annotated 3SS: [3101]
SMsplice 5SS: [165]
SMsplice 3SS: [230]
top_k =  100
Partition function (log Z): -7.798673958878094

Sorted 5' Splice Sites (High to Low Probability):
Position 165: 0.9999045636217785
Position 879: 0.11838017426469231
Position 315: 0.06980989819525836
Position 983: 0.024530450324975146
Position 397: 0.019122663953256753
Position 2527: 0.01837751239873186
Position 1071: 0.01119632332242056
Position 418: 0.010861460436449998
Position 4341: 0.010569332331305527
Position 317: 0.007155687551039204
Position 451: 0.006100860808599289
Position 2929: 0.0038934484904521714
Position 339: 0.0013157984102534167
Position 389: 0.0008695064981664228
Position 456: 0.0005866794753571501
Position 691: 0.00025765914690093785
Position 88: 8.011793416739155e-05
Position 894: 5.71741971248145e-05
Position 25: 8.649969214648292e-06
Position 83: 4.05985828055442e-06
Position 30: 1.937877684531986e-06
Position 9: 3.3054015976302463e-07
Position 48: 2.420132057741615e-07
Position 209: 6.711817282058442e-08
Position 197: 2.453961985532306e-08
Position 36: 6.016744861829224e-09
Position 211: 2.8430841900106776e-10
Position 221: 2.266633623304839e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 230: 0.3879157723880393
Position 3024: 0.26892182689148425
Position 3101: 0.18223865754148252
Position 788: 0.16453363732949242
Position 982: 0.05766617417308181
Position 4442: 0.03141081250790466
Position 297: 0.02849467390714082
Position 2738: 0.023452123659968134
Position 732: 0.01904761496355319
Position 2402: 0.015421908649286204
Position 4188: 0.015009292759762856
Position 4494: 0.012008230225980352
Position 4159: 0.01185116908924907
Position 2266: 0.011025364147957028
Position 5174: 0.009955540562912061
Position 858: 0.00842178259722774
Position 562: 0.00816096380923526
Position 1345: 0.006968105490285964
Position 3512: 0.005976805622909103
Position 812: 0.005674713125810221
Position 3188: 0.0050490999584456835
Position 510: 0.004669170959254198
Position 349: 0.004386989037719317
Position 2063: 0.00414547811993365
Position 1053: 0.0031161800256875945
Position 1124: 0.002455777340184099
Position 2066: 0.0023617346310255936
Position 1842: 0.001632238450513266
Position 1206: 0.0008990593946620761
Position 701: 0.00016578912541952793
Position 237: 2.6978642001858872e-05
Position 269: 1.8588346231736893e-05
Position 235: 2.003372127120537e-06
Position 244: 3.729590156455101e-07
