Gene = Fuz
index = 417
Annotated 5SS: [ 284  590  921 1251 1546 2622 2793 3013 3160 3308]
Annotated 3SS: [ 467  835 1181 1440 2423 2696 2905 3094 3232 4053]
SMsplice 5SS: [ 284  590 1266 1546 2622 2793 3013]
SMsplice 3SS: [ 467 1181 1440 2423 2696 2905 4053]
top_k =  100
Partition function (log Z): -0.633024487836666

Sorted 5' Splice Sites (High to Low Probability):
Position 1546: 0.998652789856846
Position 2793: 0.9727434616750512
Position 2622: 0.8673358712784098
Position 1266: 0.7099368403223716
Position 3013: 0.6464751902873841
Position 590: 0.5420753170801508
Position 284: 0.5111667173999724
Position 3308: 0.5021808149328733
Position 921: 0.44982524520601486
Position 159: 0.3345390324838993
Position 3160: 0.26864872651388527
Position 1251: 0.19407647837158679
Position 642: 0.12319600427188926
Position 147: 0.08961150824663462
Position 564: 0.035648165329009975
Position 4298: 0.03302993743504158
Position 3432: 0.029580358077090443
Position 3175: 0.028699023096762408
Position 135: 0.009844659984749857
Position 200: 0.00824525109689173
Position 1982: 0.004538087291766166
Position 318: 0.0017756080809173368
Position 438: 0.0016395909859456429
Position 665: 0.0010488465051567285
Position 352: 0.0010419082825620712
Position 629: 0.000700017827277363
Position 343: 0.00047006940683795573
Position 252: 0.00032974429894435173
Position 154: 0.00024744038812102813
Position 233: 0.00019332490851717323
Position 241: 3.69941873341552e-06
Position 276: 2.7618430353493735e-06
Position 28: 3.194775724656816e-07
Position 14: 9.5318460592397e-08
Position 211: 6.42911980287344e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1440: 0.9675319498947286
Position 2696: 0.9164795591283802
Position 4053: 0.7728176164182496
Position 2905: 0.6788713418001419
Position 467: 0.6400627748405879
Position 1181: 0.5783490662708286
Position 2423: 0.5321933296416476
Position 3232: 0.40592377528375223
Position 835: 0.39190253625452853
Position 3094: 0.28300261775166186
Position 1141: 0.16501067634210226
Position 2436: 0.15469896166548114
Position 1049: 0.13668154693640847
Position 4477: 0.12723617875581714
Position 2372: 0.10457249129116493
Position 3307: 0.05964497921227557
Position 2707: 0.05784156053548302
Position 3666: 0.04558721634657687
Position 2970: 0.04094411040602354
Position 2445: 0.03872085506611643
Position 3417: 0.027260556055962268
Position 2858: 0.02630432191520141
Position 728: 0.023191564433897208
Position 1419: 0.022591576163794595
Position 789: 0.021582430216542197
Position 2406: 0.021528252461277268
Position 725: 0.01749035446812602
Position 2290: 0.016180712937358295
Position 3063: 0.014879687477946482
Position 501: 0.014301106575854587
Position 1014: 0.013821544527280162
Position 3073: 0.01090083527422765
Position 2839: 0.009187778331302507
Position 1463: 0.008522139397991667
Position 283: 0.004964040906863244
Position 984: 0.004877861111472093
Position 1826: 0.0036681297116133546
Position 2926: 0.002612857081797187
Position 221: 0.0016645651863916307
Position 518: 0.0011241528020828823
Position 1711: 0.0008699575801528138
Position 2792: 0.0005278412199415819
Position 2780: 0.0003897779155311326
Position 2873: 0.00038616932318062734
Position 255: 0.00024144840411543205
Position 399: 0.00017794694197631998
Position 228: 0.0001758413677890507
Position 1331: 6.37763993605748e-06
