Gene = Chfr
index = 263
Annotated 5SS: [   75   335  4594  7801  8791  9128 10775 15827 16631 17421 19123 23059
 24382 26922 28234 32372 33355]
Annotated 3SS: [  190  4493  7690  8730  8911 10609 15666 16475 17257 18976 22941 24297
 26850 28145 32263 33281 35001]
SMsplice 5SS: [   75   335  2733  4330  4594  7801 15827 19123 23059 24382 26922 28234
 32372 33355]
SMsplice 3SS: [  190  2614  4256  4493  7690 15666 18976 22968 24297 26850 28145 32263
 33281 35001]
top_k =  100
Partition function (log Z): 9.428765060895852

Sorted 5' Splice Sites (High to Low Probability):
Position 15827: 1.0000000000000036
Position 19123: 1.0000000000000018
Position 32372: 0.997581268926994
Position 28234: 0.9822298299568342
Position 23059: 0.9734377144351836
Position 335: 0.9605560498916563
Position 4594: 0.9077939447469778
Position 75: 0.8833292066408366
Position 26922: 0.8697936799619566
Position 7801: 0.8392341701595478
Position 4330: 0.7558280323699824
Position 33355: 0.7233018392017139
Position 2733: 0.6410584412580279
Position 24382: 0.6392273588027928
Position 28868: 0.3725845587354298
Position 10775: 0.26600640652864366
Position 24242: 0.24629825143134748
Position 4348: 0.178259057526011
Position 793: 0.17824625506964278
Position 28500: 0.16938961555083454
Position 8791: 0.16375468967743043
Position 28080: 0.11948289792568832
Position 4622: 0.09203224515934749
Position 32689: 0.08905304600900954
Position 24298: 0.07661881910436644
Position 28539: 0.07552866745021193
Position 26026: 0.0636518300038574
Position 25491: 0.05550514469336949
Position 27765: 0.05341675648816535
Position 3770: 0.050433041665719755
Position 33335: 0.046177250297185536
Position 32827: 0.04452982146173176
Position 24691: 0.04248101554377023
Position 27938: 0.03249850095245787
Position 5612: 0.03184881471014926
Position 91: 0.01756078303044671
Position 40: 0.017193540795911278
Position 33359: 0.008860661138794728
Position 2575: 0.00852056455377192
Position 23063: 0.007126259678420029
Position 35361: 0.0062797064441862385
Position 34062: 0.005573667827215919
Position 2777: 0.004482430559071457
Position 28310: 0.0042447301046700464
Position 34071: 0.0037888486593817203
Position 33587: 0.0031704867949137582
Position 354: 0.001631062214534865
Position 27166: 0.0008025344687011314
Position 193: 0.000694038311010801
Position 381: 0.00041502011288530104
Position 96: 0.0003286575737783534
Position 49: 0.0002699291168362303
Position 138: 0.00025587399636494676
Position 3: 0.0001370450929203657
Position 70: 6.467351107857893e-05
Position 28: 3.6917533906046956e-05
Position 156: 1.8789818801948165e-05
Position 14: 3.8210430204719415e-06
Position 173: 3.309653259459736e-06
Position 147: 3.1876784503135093e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 18976: 1.0000000000000036
Position 15666: 1.0000000000000027
Position 32263: 0.9975812689269936
Position 35001: 0.9698673473769642
Position 4256: 0.934315623622498
Position 28145: 0.8896664448730841
Position 7690: 0.8392341701595476
Position 26850: 0.7908972987161275
Position 33281: 0.783241987351736
Position 22968: 0.6756873078448439
Position 24297: 0.5731110687153991
Position 190: 0.5716215271364952
Position 4493: 0.5080601371266813
Position 2614: 0.4961264369587533
Position 4515: 0.4886052537601323
Position 28786: 0.3397508752972926
Position 22938: 0.30487666626876075
Position 240: 0.28237829435805134
Position 10609: 0.2660064065286436
Position 28361: 0.2449182830010466
Position 27868: 0.2431320365355072
Position 24167: 0.1932453568085195
Position 24135: 0.1914867572865823
Position 8730: 0.1637546896774305
Position 32577: 0.11346443081165695
Position 684: 0.112898988870226
Position 25875: 0.058911348010783515
Position 622: 0.05690072297105859
Position 27698: 0.05341675648816535
Position 2599: 0.0505286654391568
Position 25378: 0.04669997602799997
Position 2436: 0.04639331807516963
Position 24529: 0.042198437640698416
Position 26825: 0.03533488923335263
Position 2578: 0.034029471568337605
Position 26701: 0.03356804808255433
Position 3533: 0.03265523950613051
Position 2635: 0.022919993471626727
Position 268: 0.021153247682286522
Position 28767: 0.021086539991501316
Position 3707: 0.01777780215958924
Position 32753: 0.017472395522454182
Position 33954: 0.015071771382441796
Position 5318: 0.013522486458710466
Position 28580: 0.011747143446635815
Position 5469: 0.011715177375975777
Position 26598: 0.009993443929922574
Position 25343: 0.008805168665369534
Position 35996: 0.008434427411602913
Position 655: 0.008372622178613055
Position 5548: 0.0066111508754630195
Position 33041: 0.0063017991641381235
Position 33470: 0.0055554217366995395
Position 26000: 0.00474048199307385
Position 274: 0.004707278374165426
Position 24241: 0.0045838244310782055
Position 32734: 0.00434157868449615
Position 2510: 0.004063550857827419
Position 35918: 0.0038303006338836253
Position 27937: 0.0032124608941071072
Position 33892: 0.0031281318523061624
Position 4423: 0.0027313072974515787
Position 27895: 0.0024450166369520037
Position 159: 0.0012954215207644957
Position 225: 0.0007746048962992973
Position 26996: 0.00042956361267080417
Position 291: 0.0004199576385454877
Position 27098: 0.00037297085603032727
Position 4378: 0.00020095799555650652
Position 761: 7.392104974511588e-05
Position 156: 4.719019143162143e-05
Position 197: 4.186690074064068e-05
Position 279: 2.2602729097582528e-05
Position 32506: 1.4724704809416813e-05
Position 276: 1.3852763077235926e-05
Position 220: 1.2567199905333347e-05
Position 33334: 1.1011200944113235e-05
Position 222: 7.981875420588535e-06
Position 254: 5.512749413861247e-06
