Gene = Amtn
index = 114
Annotated 5SS: [  76  250 2012 2813 4256 5529 6919 9051]
Annotated 3SS: [ 180 1924 2746 4168 5492 6891 8776 9508]
SMsplice 5SS: [  76  250 2012 4256]
SMsplice 3SS: [ 180 1924 4168 5976]
top_k =  100
Partition function (log Z): 0.9599822977360315

Sorted 5' Splice Sites (High to Low Probability):
Position 76: 0.9894221389028831
Position 4256: 0.988356435593988
Position 2012: 0.9565871455099587
Position 250: 0.9278309482663293
Position 5529: 0.24469637404313097
Position 2944: 0.13420285953816236
Position 2813: 0.11415558565514128
Position 5696: 0.07069872722996641
Position 3970: 0.06952586678233699
Position 393: 0.050538704517606246
Position 1421: 0.025984747992484493
Position 3428: 0.01927812330781462
Position 919: 0.018313658783692642
Position 3482: 0.018264713287955623
Position 548: 0.017519300226996003
Position 9051: 0.0168211021458572
Position 6085: 0.0163976077408554
Position 3789: 0.011580240319863098
Position 5710: 0.010783202689718207
Position 1979: 0.008197333660141443
Position 65: 0.005501603126530752
Position 1974: 0.0033949327431687924
Position 101: 0.0026172174222570455
Position 92: 0.002064284675543642
Position 21: 0.0002761239461068036
Position 274: 4.958008683562447e-05
Position 139: 3.582247799950446e-05
Position 34: 3.383189492384285e-05
Position 5636: 3.209019807243141e-05
Position 26: 2.908096222148618e-05
Position 4839: 2.0212614952718764e-05
Position 362: 9.759416353316384e-06
Position 254: 8.233966623767161e-06
Position 150: 6.224751739280031e-06
Position 158: 3.853139777720816e-06
Position 122: 3.4626356351392644e-06
Position 256: 3.404646522433044e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4168: 0.9775376085182309
Position 180: 0.7232365622188487
Position 1924: 0.6006740725196036
Position 5976: 0.4144860493624984
Position 6891: 0.32633890327954607
Position 1862: 0.3172083917014347
Position 5492: 0.2727799759433441
Position 138: 0.2043919728279037
Position 2746: 0.14798558495230296
Position 6967: 0.13595264680738153
Position 2860: 0.08966559091265615
Position 3717: 0.0816485213369878
Position 9508: 0.06836938438090098
Position 229: 0.04711203083733465
Position 3379: 0.03222942625236692
Position 5568: 0.023463360436005477
Position 8776: 0.02293258872828341
Position 838: 0.018209243288687043
Position 1927: 0.017653216079460327
Position 1973: 0.01763828917830424
Position 5280: 0.013595761262968662
Position 1334: 0.0135830236581062
Position 6985: 0.013292275935270634
Position 4110: 0.013142101732999267
Position 8851: 0.01270580698239376
Position 5466: 0.012093017881872782
Position 362: 0.011548066547134656
Position 5364: 0.011025753619022966
Position 2730: 0.010245353701295421
Position 8801: 0.009918871966377401
Position 1348: 0.00856578904946276
Position 1774: 0.00822601984809363
Position 1999: 0.006243741987105723
Position 3169: 0.005313410343403329
Position 5149: 0.0047796863836416315
Position 8564: 0.004321180139384447
Position 490: 0.0034199590898321723
Position 184: 0.003038203136461958
Position 7423: 0.0027360412051448952
Position 392: 0.0024480794177351413
Position 5605: 0.0022058914775682156
Position 1285: 0.0019286777042574412
Position 4861: 0.0017824613802738692
Position 5746: 0.0011942670339370313
Position 4745: 0.0011408095183689834
Position 6182: 0.0009462615808529933
Position 306: 0.0007568943782221294
Position 1312: 0.0006950120313293067
Position 854: 0.0006405809665110218
Position 1379: 0.000564678330445265
Position 4944: 0.0005226324654850488
Position 1750: 0.0003962322658397233
Position 2801: 0.0003197610994804757
Position 1629: 0.0001394483334271037
Position 768: 0.00011140174737810535
Position 2763: 9.174325400416994e-05
Position 2782: 5.041127356451213e-05
Position 201: 5.725945588933337e-07
Position 156: 5.199542092491107e-07
Position 150: 3.0985001982857356e-07
Position 284: 1.7248783699918827e-07
Position 235: 1.0168849110322936e-07
Position 158: 6.618191232734187e-08
Position 332: 6.385238304967126e-08
