Gene = Mns1
index = 686
Annotated 5SS: [  145   927  6436  7775 10224 10833 11025 14304 18369]
Annotated 3SS: [  704  6307  7671  9993 10615 10916 14045 18242 19777]
SMsplice 5SS: [  145   927  6422  7775  8297  9328 10833 11025 17443 18369]
SMsplice 3SS: [  704  6307  7671  8160  9159 10615 10916 17325 18242 22564]
top_k =  100
Partition function (log Z): 10.690188235297159

Sorted 5' Splice Sites (High to Low Probability):
Position 927: 1.000000000000003
Position 11025: 1.0
Position 7775: 0.9940342901352276
Position 18369: 0.9775729887592385
Position 145: 0.9718488420851162
Position 9328: 0.8762937452646372
Position 6422: 0.813525714899287
Position 10833: 0.7724269175140955
Position 8297: 0.5982483239889459
Position 17443: 0.5437188789650256
Position 10224: 0.46595292660508636
Position 5396: 0.36810960471035137
Position 14304: 0.2793146469252269
Position 3948: 0.10601141700129461
Position 12635: 0.10181606798999351
Position 6436: 0.09654825696662134
Position 10708: 0.05826585595959817
Position 5908: 0.05168236594439643
Position 4125: 0.04087235929824943
Position 8602: 0.039837514649929205
Position 9422: 0.0359057941144879
Position 4095: 0.02824918338398511
Position 15185: 0.02351653667250131
Position 8091: 0.01757582925288642
Position 10822: 0.014481029883366737
Position 10265: 0.013520493035753041
Position 10222: 0.013279787084306487
Position 20164: 0.013169771704061386
Position 10815: 0.013024675702585562
Position 172: 0.012379561399996864
Position 3688: 0.011595869432004913
Position 18996: 0.010731352731179438
Position 9028: 0.007285647055168751
Position 176: 0.0068437729892080815
Position 414: 0.006363260227444769
Position 10284: 0.005980690282614339
Position 7762: 0.00596570986477374
Position 525: 0.004395731570649448
Position 15069: 0.0036391326982632487
Position 49: 0.0033418821946741596
Position 250: 0.0032954249492929914
Position 125: 0.0012882977309714187
Position 388: 0.0007132515107107173
Position 234: 0.0003780042065504724
Position 511: 0.00027215736894814247
Position 283: 0.0002139514070740969
Position 532: 0.00014438014638168157
Position 384: 0.00012069098146353472
Position 254: 0.00010050943466974335
Position 6505: 9.239582588542377e-05
Position 459: 9.232222777953864e-05
Position 514: 4.9726114216972324e-05
Position 411: 4.730331376827578e-05
Position 238: 1.4079114522574672e-07
Position 84: 9.617349548769505e-08
Position 194: 6.02781062215486e-08
Position 41: 5.698132634791509e-08
Position 9: 4.678097791283792e-09
Position 202: 3.490346572464402e-09
Position 61: 1.231383407574356e-09
Position 205: 2.638636428019443e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 18242: 0.9970435426973665
Position 704: 0.9870541919708035
Position 10916: 0.9377118333836982
Position 9159: 0.9121995393791253
Position 7671: 0.8984372236221349
Position 6307: 0.8758063872998669
Position 10615: 0.8637358571826756
Position 17325: 0.5437188789650254
Position 8160: 0.5431217421113177
Position 9993: 0.47644728595437635
Position 5337: 0.31364364339007794
Position 22564: 0.312952783615702
Position 14045: 0.21497211099652302
Position 19777: 0.2098686266756398
Position 23398: 0.09189916286102989
Position 12498: 0.08970186878119615
Position 3760: 0.07110554334515021
Position 3979: 0.06912154268223451
Position 14012: 0.0643425359287038
Position 21119: 0.06060966133772956
Position 21881: 0.0598642249989411
Position 18722: 0.059131642014152386
Position 10901: 0.05675078849327275
Position 7648: 0.05431041500899102
Position 22421: 0.05215079351606876
Position 5803: 0.05168236594439642
Position 7678: 0.047252361368875756
Position 5290: 0.04519225238387982
Position 8215: 0.04114714817969629
Position 22657: 0.04017553670450204
Position 20575: 0.029897123937081282
Position 6311: 0.02966324041462018
Position 14941: 0.027155669370764548
Position 21726: 0.025811155091704382
Position 20097: 0.023490876713075703
Position 3801: 0.021887153559357702
Position 8413: 0.020676565027065726
Position 21515: 0.016006133486022558
Position 8444: 0.015202062577462521
Position 8209: 0.01365977068773783
Position 3815: 0.013018720096786705
Position 3596: 0.011595869432004913
Position 313: 0.010516433874933501
Position 7909: 0.010155034462669563
Position 630: 0.009435319697641924
Position 5054: 0.009273708936393604
Position 12280: 0.00795761149022783
Position 9974: 0.0065631324108235255
Position 19693: 0.00570375454239005
Position 19345: 0.005513103115165703
Position 10012: 0.005128319909925612
Position 8000: 0.004803192842709898
Position 10040: 0.004751215628299102
Position 6240: 0.004696739977307372
Position 20047: 0.0046574459982673
Position 12454: 0.004156587718569522
Position 8454: 0.003958887045400953
Position 9909: 0.0039129120504376655
Position 8947: 0.0037236316513381087
Position 18884: 0.003573634701572337
Position 8892: 0.003562015403830645
Position 18216: 0.002956457302632472
Position 618: 0.002137420487043328
Position 7949: 0.0021223896210456686
Position 9949: 0.001931031053897896
Position 851: 0.0008485198613869727
Position 359: 0.0008435098172812345
Position 7901: 0.0006086683496692147
Position 789: 0.0003634479073184977
Position 419: 0.00017895978603821061
Position 18814: 0.00016845388543474765
Position 279: 0.00013780801544130875
Position 8268: 0.00011990814416412803
Position 660: 0.00010466207361568899
Position 425: 8.781882032964528e-05
Position 8077: 8.62988428218249e-05
Position 640: 5.643800219276969e-05
Position 124: 4.8866725487459674e-05
Position 282: 2.945217585974199e-05
Position 121: 2.7323923151289694e-05
Position 399: 1.926060815762336e-05
