Gene = Glce
index = 435
Annotated 5SS: [  126 34182 52596 54226]
Annotated 3SS: [34090 51996 53979 61574]
SMsplice 5SS: [  126  1095 34182 52596 54226]
SMsplice 3SS: [  969 34090 52479 53979 61574]
top_k =  100
Partition function (log Z): -42.070315622722404

Sorted 5' Splice Sites (High to Low Probability):
Position 126: 0.8903337791946886
Position 1095: 0.6666063686997243
Position 1075: 0.19772327863105604
Position 3330: 0.1884343255967046
Position 601: 0.03062889868459258
Position 231: 0.022140328211857324
Position 216: 0.016730221751297028
Position 1070: 0.01531437735046105
Position 282: 0.010684067420678124
Position 170: 0.007269971328971069
Position 498: 0.006810665171519902
Position 682: 0.0033325638785347464
Position 828: 0.0026644704095911166
Position 534: 0.002460588733026834
Position 545: 0.0018103392645731286
Position 478: 0.0015191260696915277
Position 1050: 0.0013163428292135525
Position 605: 0.0012628937753212163
Position 1763: 0.0010593729380069766
Position 611: 0.001042907081019376
Position 688: 0.001005891094992014
Position 556: 0.0006130521223990646
Position 209: 0.0005996056102340161
Position 607: 0.0004030613023817716
Position 251: 0.0003746684234041653
Position 138: 0.00035713769341740064
Position 356: 0.00022871586389069506
Position 411: 0.0001999980897753474
Position 1231: 1.4846750577886763e-05
Position 1131: 1.4144536988220294e-05
Position 1348: 1.1659853137083956e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 969: 0.9847318809086093
Position 9749: 0.3728549681303812
Position 3161: 0.21982268500689114
Position 5931: 0.08029299131739984
Position 6129: 0.06485044630468066
Position 5712: 0.050756997444167326
Position 3969: 0.04376493898688946
Position 6641: 0.03909355144260993
Position 4826: 0.03743573885874376
Position 7941: 0.02513712925910952
Position 4411: 0.021471375489433054
Position 1954: 0.020387351880529703
Position 6620: 0.01723382518716168
Position 1658: 0.016628209780789563
Position 5312: 0.011297413813359561
Position 2090: 0.009677484379259738
Position 5280: 0.007896128858245283
Position 949: 0.007094484181436257
Position 3471: 0.006982063726617711
Position 2474: 0.006665796355272877
Position 4117: 0.005001372442261128
Position 1130: 0.004551557597763662
Position 1382: 0.003794060331942955
Position 3823: 0.002669776457446786
Position 3585: 0.0025590478482164806
Position 2400: 0.0016622861154709497
Position 1214: 0.0013110920527685465
Position 774: 0.0011511667737746597
Position 1276: 0.0009334345755874343
Position 1525: 0.000872627593732714
Position 1789: 0.0008162663364900726
Position 1762: 0.0007857004310889446
Position 2006: 0.0007828646959750316
Position 411: 0.0004147851352625621
Position 544: 0.0004090824555392514
Position 672: 0.00039091558398588654
Position 315: 0.0002311653901449969
Position 431: 0.00013010966944853886
Position 724: 0.0001257939057278456
Position 506: 7.97874240394446e-05
Position 674: 6.599900561315103e-05
Position 589: 4.950503225475072e-05
Position 1620: 3.8131127278419607e-05
Position 503: 3.649958788055925e-05
Position 348: 2.91794804599229e-05
