Gene = 2410004B18Rik
index = 38
Annotated 5SS: [ 315 1083]
Annotated 3SS: [ 883 5782]
SMsplice 5SS: [ 315  656 1083 3273]
SMsplice 3SS: [ 528  932 3180 5782]
top_k =  100
Partition function (log Z): -4.2465819624605885

Sorted 5' Splice Sites (High to Low Probability):
Position 1083: 1.000000000000001
Position 315: 0.9394836287980693
Position 3273: 0.6861270495860494
Position 656: 0.43505651778745846
Position 5585: 0.2729373959836302
Position 616: 0.18062029495392865
Position 5904: 0.15666420620016647
Position 5853: 0.08361981353198489
Position 847: 0.027013636082882132
Position 5512: 0.02110301552650386
Position 631: 0.019789136480440103
Position 5461: 0.016899294171051977
Position 6485: 0.013279069590199715
Position 6440: 0.0119379654175434
Position 234: 0.00616498538454938
Position 628: 0.004578010613099869
Position 826: 0.0024773415471663293
Position 142: 0.0019022183188623495
Position 814: 0.0016749830332540877
Position 5343: 0.0016666037285068146
Position 297: 0.0011903702431777707
Position 5863: 0.0006658855777769986
Position 6011: 0.0006478051907163177
Position 26: 0.00034062245247668395
Position 294: 0.0003104784607514466
Position 110: 0.00026760318367042657
Position 224: 0.00018020952754919684
Position 417: 0.00017298389995976807
Position 68: 0.0001721820736675522
Position 1922: 0.0001190079053824086
Position 444: 1.667948341045254e-05
Position 446: 1.4823641704799343e-05
Position 42: 2.099762914081482e-06
Position 478: 4.520578623475459e-07
Position 1609: 3.79493779250555e-07
Position 502: 1.902182624045223e-09
Position 505: 1.6885423712480274e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5782: 0.7495692733864772
Position 932: 0.6371048295044498
Position 3180: 0.5897843107655165
Position 528: 0.5634423309149796
Position 5264: 0.2740115426122387
Position 883: 0.26828459668792276
Position 5747: 0.23840863648286742
Position 6406: 0.11211125538068642
Position 6683: 0.08058698860378823
Position 3127: 0.06910046056774619
Position 857: 0.062026831490607705
Position 6341: 0.05494407242845524
Position 563: 0.032248760404447616
Position 3027: 0.02721312443543296
Position 5282: 0.023873738728570695
Position 5985: 0.019801247819862054
Position 5235: 0.019034987238820956
Position 715: 0.01796297186818199
Position 934: 0.006377673747871253
Position 955: 0.0053548515535942354
Position 968: 0.004943860950130756
Position 901: 0.004910373498885726
Position 484: 0.0047850155939694935
Position 952: 0.0046655578659003175
Position 754: 0.003472100775541981
Position 3378: 0.0034290897268825817
Position 540: 0.0029219806020818317
Position 892: 0.0021721049774603516
Position 1679: 0.002099080401454577
Position 3949: 0.0016701500133593815
Position 589: 0.0005891280549437367
Position 585: 8.185615734417661e-05
Position 761: 8.10082240701249e-05
Position 2798: 2.3508206909191382e-05
Position 2908: 5.645610444787103e-06
Position 784: 9.489991043001395e-07
Position 399: 7.43512621174001e-07
Position 603: 5.187484923094486e-07
Position 782: 4.0820248254335567e-07
Position 774: 3.681294203928666e-07
Position 778: 2.9802071684812125e-07
Position 1525: 2.7113653086110565e-07
Position 435: 1.4289235920399376e-07
Position 1504: 1.0835724838944933e-07
