Gene = Hikeshi
index = 538
Annotated 5SS: [  236  5478 17641 21132]
Annotated 3SS: [ 5239 17488 21012 22196]
SMsplice 5SS: [  236  1225  5478 10885 17641 21132]
SMsplice 3SS: [ 1124  5239 10743 17488 21012 22196]
top_k =  100
Partition function (log Z): -8.591135666589848

Sorted 5' Splice Sites (High to Low Probability):
Position 5478: 0.9999901821486582
Position 10885: 0.9999733453008547
Position 21132: 0.8244603633307506
Position 1225: 0.8135010397783015
Position 17641: 0.7145294644572288
Position 236: 0.6819344391596742
Position 4802: 0.3104909822051729
Position 17689: 0.28257680252568734
Position 6339: 0.2257656698596102
Position 12006: 0.21809115174265137
Position 3427: 0.13148942430805682
Position 168: 0.10239655371617128
Position 7345: 0.08470576481651612
Position 267: 0.08102469620111333
Position 7349: 0.07619224168800219
Position 1230: 0.06729121068823117
Position 6966: 0.03259545831800473
Position 21213: 0.03132069040597786
Position 271: 0.0277582876900738
Position 522: 0.02042258611921901
Position 529: 0.015628260187241852
Position 983: 0.013629654922187517
Position 689: 0.011164507220805295
Position 21: 0.010323153152443362
Position 114: 0.009685999720397161
Position 1583: 0.009430854877962368
Position 1615: 0.008325296211187301
Position 35: 0.008038250577691747
Position 564: 0.007105522522843621
Position 2441: 0.0059592177169634645
Position 42: 5.918644563272005e-05
Position 418: 2.4286069443236054e-05
Position 354: 2.1518675844038882e-05
Position 297: 1.6773216325940976e-05
Position 513: 1.6745879201548926e-05
Position 221: 1.4661233782893208e-05
Position 328: 1.439544167081654e-05
Position 436: 1.0374317194913169e-05
Position 208: 2.4757312518989055e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 5239: 0.9999973509573813
Position 10743: 0.9999844166680663
Position 17488: 0.9997085110610634
Position 21012: 0.8217765048135957
Position 1124: 0.784057426252976
Position 22196: 0.7651118411923689
Position 4577: 0.26060785162914646
Position 11886: 0.17278606273422573
Position 7100: 0.16089927647599547
Position 3305: 0.13148981348149277
Position 6228: 0.12482990373320844
Position 6183: 0.10093576612640175
Position 21072: 0.07179219525857422
Position 22795: 0.06509205803922895
Position 21467: 0.059376323144905846
Position 4613: 0.04988539044520805
Position 11915: 0.045362399821479
Position 22583: 0.0394628169426772
Position 971: 0.034070843544598085
Position 1017: 0.03311548989551199
Position 6784: 0.03259545831800473
Position 23309: 0.017198824666064046
Position 1489: 0.015630182764763585
Position 23363: 0.013076756662228992
Position 2301: 0.005959217716963465
Position 1160: 0.00456595740969324
Position 1202: 0.0042129667790474865
Position 746: 0.004123393713530217
Position 559: 0.0024222095849707396
Position 1528: 0.0021259683243860976
Position 491: 0.0019610516203904652
Position 871: 0.0015552398660275656
Position 12176: 0.00014049981102468132
Position 11118: 6.702361571380478e-05
Position 9430: 4.495509114689567e-06
