Gene = 1110002E22Rik
index = 1
Annotated 5SS: [5398]
Annotated 3SS: [12111]
SMsplice 5SS: [ 489 1830 5398]
SMsplice 3SS: [ 1741  5202 12111]
top_k =  100
Partition function (log Z): -2.9550743576246554

Sorted 5' Splice Sites (High to Low Probability):
Position 1830: 0.9998992997216326
Position 5398: 0.9970680268623289
Position 2872: 0.6669196576152112
Position 3240: 0.6447650549254068
Position 12227: 0.5844387222612347
Position 489: 0.5150325121015458
Position 1101: 0.4696232075782552
Position 3288: 0.34170486604066874
Position 8545: 0.31689863518547684
Position 439: 0.30696613425704755
Position 4176: 0.28682035202165573
Position 575: 0.17053715374545514
Position 1111: 0.16287652521966217
Position 9054: 0.11515817444027004
Position 12263: 0.08511190163453757
Position 984: 0.049046253688109595
Position 3504: 0.034983540632741436
Position 8148: 0.03269157548850746
Position 2035: 0.02513260921680072
Position 1001: 0.011677890036409797
Position 1368: 0.00815450803068234
Position 2601: 0.007156285954253158
Position 1569: 0.00531685901073655
Position 282: 0.004475394216806001
Position 548: 0.0016478191783305207
Position 6340: 0.0008524876953734177
Position 6285: 0.0006684271065315579
Position 313: 0.0006318324855258596
Position 763: 0.0006164969554303283
Position 261: 0.00038841424972079657
Position 53: 0.00012996726465786942
Position 587: 0.00011060749657368261
Position 727: 8.624845479317051e-05
Position 94: 8.23392681286196e-05
Position 1800: 3.389045849254728e-05
Position 3961: 1.2676080704151178e-05
Position 30: 1.1142310077182534e-05
Position 323: 1.7007659162135113e-06
Position 338: 1.2784365852889813e-06
Position 9: 1.1833850515688422e-06
Position 264: 1.0737367734791234e-06
Position 279: 8.44696187109423e-08
Position 1164: 6.231193333204743e-08
Position 273: 1.4951447375685942e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1741: 0.996226300678124
Position 12111: 0.9129770305046294
Position 5202: 0.7825786339319802
Position 894: 0.6928696304988226
Position 2954: 0.4532749545846244
Position 3017: 0.36305508303354744
Position 3858: 0.2868330281023599
Position 12349: 0.28214062474936585
Position 2664: 0.2571517904359099
Position 2786: 0.2364435445802232
Position 8385: 0.18957921376818157
Position 5037: 0.17545739221370857
Position 2957: 0.1701398833479035
Position 8430: 0.13116096835155544
Position 12924: 0.13039930029097008
Position 8828: 0.11515817444027004
Position 15011: 0.10548723206013824
Position 2724: 0.08435880664604653
Position 13460: 0.07118488219411322
Position 2668: 0.06597358971029912
Position 6112: 0.05824127836747593
Position 8071: 0.04549781866272365
Position 5060: 0.038760638021696006
Position 16432: 0.03706409640727189
Position 1929: 0.025123798092823876
Position 12324: 0.023005281403885643
Position 2497: 0.01992557981709179
Position 3443: 0.01956105994287114
Position 3412: 0.015422480689870264
Position 12721: 0.011799690191863286
Position 1204: 0.010294699679677699
Position 2640: 0.008910091612636806
Position 12437: 0.008469516598163961
Position 8643: 0.004006741713482543
Position 1683: 0.0036667879030696316
Position 6134: 0.003072503151039421
Position 1300: 0.0020979683900701506
Position 7258: 0.001680361082436842
Position 5744: 0.0016526403257895292
Position 5614: 0.0015035360011677998
Position 6050: 0.0009599442198857248
Position 2362: 0.0008733782439137735
Position 758: 0.0008264152050566027
Position 5556: 0.0006791557204252089
Position 934: 0.0005737543069526417
Position 2504: 0.0004391625233432541
Position 4773: 0.00037129630204038784
Position 461: 0.000173308585135528
Position 356: 0.00012050758284603241
Position 642: 0.00010441232914097348
Position 329: 9.738912581774156e-05
Position 570: 8.361034527257569e-05
Position 420: 4.789154843242442e-05
Position 504: 3.8003668458553005e-05
Position 1604: 3.0300682423837252e-05
Position 520: 2.2752136658377114e-05
Position 515: 1.081158140517523e-05
Position 552: 1.0433955504182603e-05
Position 597: 1.0332802807629204e-05
Position 368: 9.906812121886446e-06
Position 524: 9.541150612905115e-06
Position 1897: 8.811123976858694e-06
Position 508: 6.897973454123037e-06
Position 647: 6.790603097012094e-06
Position 545: 5.612883023936795e-06
Position 527: 3.7406376600950227e-06
Position 814: 2.0927197519302044e-06
