Gene = E130311K13Rik
index = 354
Annotated 5SS: [ 216 2209 4139 9272]
Annotated 3SS: [ 2148  3990  9110 13733]
SMsplice 5SS: [ 533 2209 4139 9272]
SMsplice 3SS: [ 2148  3990  9110 13733]
top_k =  100
Partition function (log Z): -9.218881463724083

Sorted 5' Splice Sites (High to Low Probability):
Position 4139: 0.9887510456512666
Position 2209: 0.9236648633286868
Position 533: 0.6086887232524483
Position 216: 0.3299406058551032
Position 2223: 0.07348514302476601
Position 1119: 0.033011698520227416
Position 3418: 0.028547276660629863
Position 2544: 0.01359575589628253
Position 3503: 0.011413955500317976
Position 234: 0.010910923395329557
Position 1550: 0.008178306543836531
Position 168: 0.007791375219860111
Position 165: 0.007243038255026048
Position 1074: 0.006764997552129134
Position 562: 0.005324503032789858
Position 3510: 0.003951473027736158
Position 366: 0.0035119391157135372
Position 3556: 0.0026755210683717954
Position 521: 0.002646764692273897
Position 3486: 0.0019832274903016246
Position 893: 0.0019505269604298615
Position 177: 0.0019421082899268734
Position 1171: 0.0018954447833088293
Position 3465: 0.0018064347873206143
Position 4954: 0.0017703546475868626
Position 1526: 0.0014548970377436603
Position 3460: 0.0014371378427316605
Position 3547: 0.0012269594347281356
Position 1536: 0.0009452369112629264
Position 1966: 0.0007583850792369094
Position 1496: 0.0007248676651510289
Position 979: 0.0006470974698265808
Position 1047: 0.0005921048382588609
Position 1836: 0.0005661872289307755
Position 867: 0.0004122869836672397
Position 4143: 3.605630599123011e-05
Position 210: 2.022122034738547e-05
Position 363: 1.3988614456813532e-05
Position 128: 7.99201964341589e-06
Position 179: 5.00922222820706e-06
Position 434: 3.373746733775471e-06
Position 504: 6.200698445887263e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2148: 0.9660240224354728
Position 3990: 0.8870760384779285
Position 13733: 0.30798680533161454
Position 8045: 0.07944728547360463
Position 8821: 0.0700382664498287
Position 3927: 0.06480137550250184
Position 7536: 0.053540527100260624
Position 10971: 0.04995511651242749
Position 3382: 0.04801751650734455
Position 5144: 0.044679419927120725
Position 10616: 0.04089849816957065
Position 9110: 0.03838958386968351
Position 4015: 0.03786249448690676
Position 4870: 0.0329094706903883
Position 2085: 0.03134509214177756
Position 4335: 0.025353997441950746
Position 10953: 0.023811351726286005
Position 6817: 0.020264408256237043
Position 6579: 0.01882459618723965
Position 4850: 0.017969710668161644
Position 9551: 0.016467651491609593
Position 769: 0.01495391518563634
Position 9513: 0.014873647583811699
Position 9081: 0.013446144828730303
Position 9220: 0.012998294636946454
Position 7012: 0.011946425498127324
Position 4456: 0.011687816361696154
Position 7910: 0.010848451426123725
Position 1425: 0.01043817974171794
Position 8383: 0.009036566874547498
Position 5003: 0.008518562279899503
Position 8109: 0.007374246438315575
Position 8054: 0.006815692091995726
Position 4691: 0.006586867832773968
Position 4359: 0.006095990968338063
Position 5383: 0.00593513586169743
Position 2471: 0.005599053348873141
Position 5093: 0.005024978431671199
Position 3353: 0.0049730261877177235
Position 2445: 0.00460763111333491
Position 3956: 0.004384039864454305
Position 7365: 0.004226161564219561
Position 6862: 0.00373400282223874
Position 6744: 0.003539302899622825
Position 405: 0.0028903405103495963
Position 3125: 0.0026890802930877346
Position 4207: 0.0026221431358678395
Position 4068: 0.002180401026587297
Position 2419: 0.0018048586922906982
Position 2396: 0.001549031177530681
Position 5330: 0.0013187534740385688
Position 5188: 0.001290658860328194
Position 5264: 0.0012297587329892186
Position 5202: 0.0010918413134621493
Position 990: 0.001075833501875649
Position 666: 0.0009223242956554696
Position 887: 0.000922089922807029
Position 1778: 0.0007583850792369094
Position 4556: 0.0006496369144396296
Position 1022: 0.0006153902861986014
Position 1662: 0.0005661872289307755
Position 984: 0.0005538779956142462
Position 285: 0.0005097447702888803
Position 1387: 0.0004885131152385094
Position 434: 0.00042191322654080494
Position 1333: 0.000376615301037684
Position 455: 0.0002583550686832403
Position 310: 0.0002015583459271671
Position 3745: 3.773283043701859e-06
