Gene = Det1
index = 333
Annotated 5SS: [  157  4092  7259 13153]
Annotated 3SS: [ 2998  7070 12960 19150]
SMsplice 5SS: [  801  3831  4092  4428  7259 12081 13153]
SMsplice 3SS: [ 3737  3930  4311  7070 11900 12960 19150]
top_k =  100
Partition function (log Z): -2.7498371038287295

Sorted 5' Splice Sites (High to Low Probability):
Position 7259: 0.9999999999999999
Position 13153: 0.9830245140169626
Position 4092: 0.9708292338019398
Position 4428: 0.8685486584755289
Position 3831: 0.7300528525094371
Position 801: 0.7228504135227434
Position 3123: 0.6305627361261041
Position 12081: 0.5870982473540828
Position 3538: 0.22768034142814003
Position 6108: 0.2161400826962937
Position 7901: 0.20828462308861218
Position 12012: 0.2082210313982693
Position 2899: 0.14129213687028502
Position 157: 0.1412184587043621
Position 11930: 0.11890780132414097
Position 2925: 0.09979669472455192
Position 97: 0.07002771347585168
Position 5054: 0.05544434007085338
Position 76: 0.053941482013639984
Position 5945: 0.04379739669785782
Position 2943: 0.035028419876546396
Position 3344: 0.02249630152663555
Position 2810: 0.018653071075374183
Position 3162: 0.013004176438616191
Position 2937: 0.011754795860653318
Position 1028: 0.010980470574412224
Position 22: 0.008354223612390169
Position 301: 0.003846738173632453
Position 537: 0.003776010097195642
Position 1321: 0.0032191477089270485
Position 2503: 0.003216808925920326
Position 2939: 0.003035912493832306
Position 4436: 0.002715573808100114
Position 778: 0.002535773105061683
Position 63: 0.002357393215400886
Position 5144: 0.0014301412649469763
Position 657: 0.0008819473378221792
Position 500: 0.0005382273903783175
Position 1186: 9.372300745894555e-05
Position 1189: 8.688720469859173e-05
Position 1265: 7.690097375659487e-05
Position 849: 4.774718958722429e-06
Position 222: 4.1671851868825956e-06
Position 590: 2.77950322825845e-06
Position 518: 1.192419033636745e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7070: 0.9999999999999996
Position 11900: 0.9142270800764932
Position 12960: 0.8934213603879044
Position 3737: 0.8777506223923068
Position 4311: 0.8600030689149056
Position 19150: 0.7513753022006411
Position 2998: 0.670748761498591
Position 3930: 0.36218306343046913
Position 2841: 0.3209072633584568
Position 3971: 0.2131363592559023
Position 7838: 0.16221926712794615
Position 3983: 0.13019557097849965
Position 13089: 0.10652458642687107
Position 3713: 0.08260925029185524
Position 5787: 0.07490484353047856
Position 3302: 0.06919720458533313
Position 3498: 0.06008711091305552
Position 18221: 0.05909872764191801
Position 6007: 0.058988303484650284
Position 4991: 0.05604200255262692
Position 3453: 0.05255734679258144
Position 6051: 0.04907244213845997
Position 7794: 0.04606535596066602
Position 6034: 0.03952390265617674
Position 5920: 0.03744798758438587
Position 3716: 0.03500721996234415
Position 16224: 0.026252447356268197
Position 16750: 0.025019074834419803
Position 2721: 0.01865307107537418
Position 13262: 0.015531645447753144
Position 16180: 0.014924980460007453
Position 14064: 0.014323793738426665
Position 3245: 0.011153828197347141
Position 4290: 0.008796355791683603
Position 15304: 0.007677762876828105
Position 13772: 0.006733794625805379
Position 13524: 0.006217325054532973
Position 13348: 0.006098619772569157
Position 14688: 0.005995240514009898
Position 13394: 0.005939879584371809
Position 656: 0.005483227479114682
Position 14812: 0.0053811051158593436
Position 439: 0.004466391932070487
Position 734: 0.0043162891020831476
Position 13440: 0.0037780058701342087
Position 13688: 0.0035860651558753
Position 13898: 0.0035774128742142777
Position 1108: 0.00347665889484118
Position 616: 0.0033930295619696606
Position 13644: 0.0033435056342046854
Position 13302: 0.0032073425686639564
Position 13480: 0.003194526698843859
Position 13728: 0.003191038403042496
Position 14358: 0.0020701055528259595
Position 4321: 0.002033802416205352
Position 14402: 0.0018824070653558893
Position 2298: 0.0018502291594480087
Position 13980: 0.001741160696323252
Position 14020: 0.0016585891024408792
Position 2294: 0.0013665797664723185
Position 782: 0.0013655334293058469
Position 13604: 0.0012246551716266956
Position 339: 0.0008612035721395632
Position 4963: 0.0005534642863601749
Position 531: 0.0005065090272344925
Position 342: 0.00047118279569038885
Position 758: 0.00045732497255959135
Position 4200: 0.00038308707806363905
Position 4852: 0.0002790144968132931
Position 8035: 5.405318522385354e-05
Position 4225: 4.791808277096415e-05
