Gene = Wfs1
index = 1191
Annotated 5SS: [  340  7148 12322 13735 15472 16020 17648]
Annotated 3SS: [ 6907 12238 13589 15300 15938 17495 20526]
SMsplice 5SS: [  340  7148 12322 13735 15472 15686 16020 17648]
SMsplice 3SS: [ 6907 12238 13589 15300 15612 15938 17581 20526]
top_k =  100
Partition function (log Z): 10.563007084188115

Sorted 5' Splice Sites (High to Low Probability):
Position 7148: 0.9999999999999996
Position 17648: 0.9999999999999969
Position 340: 0.999997268179148
Position 13735: 0.9906394198881153
Position 12322: 0.970452743898093
Position 16020: 0.9637132247802289
Position 15472: 0.8460283358419899
Position 1741: 0.7619902531397847
Position 1441: 0.748522945803616
Position 15686: 0.6345920217448853
Position 16292: 0.5494843972581605
Position 15174: 0.31203949724310054
Position 18003: 0.24899068370879432
Position 3408: 0.23110381599855528
Position 14950: 0.20365095369944516
Position 12696: 0.16620427808140317
Position 8489: 0.12969945313001907
Position 3719: 0.10756469027437049
Position 18147: 0.08931786630135095
Position 15459: 0.08672010292308452
Position 19683: 0.06183288545684102
Position 6604: 0.04691977157337978
Position 15423: 0.04144060814773209
Position 19520: 0.03853452671003631
Position 19394: 0.026211173798706622
Position 15725: 0.021943255801513652
Position 16573: 0.01659554712194245
Position 14064: 0.012391327233015757
Position 15530: 0.011897071735346123
Position 16024: 0.011053636685034157
Position 13356: 0.01048550234911785
Position 14029: 0.010412631391438738
Position 815: 0.00973670744365631
Position 13981: 0.008265780273730153
Position 571: 0.0022605832110209187
Position 127: 1.2551728586744967e-06
Position 163: 8.547276775746337e-07
Position 107: 3.284011466070743e-07
Position 357: 1.8055865230833887e-07
Position 84: 3.865344159236645e-08
Position 244: 2.8397778358597942e-08
Position 354: 2.087589114056824e-08
Position 344: 1.5505223883644504e-08
Position 292: 6.019994612486199e-09
Position 173: 3.5081880932690364e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 15938: 0.9889847105468466
Position 15300: 0.9877214183418421
Position 12238: 0.9704527438980928
Position 13589: 0.9673587732810814
Position 6907: 0.8988330106868876
Position 17581: 0.7648051656963887
Position 20526: 0.690034714371781
Position 15612: 0.6332115570946867
Position 1563: 0.5649362591621947
Position 1245: 0.35792836507953824
Position 15050: 0.31203949724310054
Position 17495: 0.22983033999242744
Position 16207: 0.2276690373407984
Position 19347: 0.2029924301382172
Position 22621: 0.18919038754227277
Position 1350: 0.18766035399002404
Position 1319: 0.1853477061581565
Position 16161: 0.16415825631460848
Position 17893: 0.1505871427911784
Position 3240: 0.14562299743324267
Position 8390: 0.12969945313001907
Position 14752: 0.12521620595252425
Position 6972: 0.10116698931311247
Position 1518: 0.09940726108273094
Position 17936: 0.09648615367967785
Position 12555: 0.09500577814953348
Position 3282: 0.0854808185653127
Position 17991: 0.07684680664065668
Position 3612: 0.06874597207306633
Position 1611: 0.06380699497485737
Position 12469: 0.06364852190045814
Position 14879: 0.059363035573745296
Position 16145: 0.0493748794845755
Position 6473: 0.04691977157337982
Position 16116: 0.04099794953495795
Position 3631: 0.03881871820130422
Position 19572: 0.03286815003591273
Position 13967: 0.026126843925728747
Position 16184: 0.023937109787459707
Position 13626: 0.02328064660703416
Position 1634: 0.02202788182425803
Position 15657: 0.02198509531014319
Position 14809: 0.019071712173175645
Position 16380: 0.01659554712194245
Position 16099: 0.015508191481390255
Position 16249: 0.011403434811721073
Position 13191: 0.01048550234911785
Position 17744: 0.009414106078708231
Position 1614: 0.008273593284961958
Position 1292: 0.007679632472898427
Position 12594: 0.0075499780314115346
Position 18926: 0.007485305481869094
Position 17954: 0.007014325282099219
Position 17355: 0.005364494311181297
Position 444: 0.005219032805177447
Position 13852: 0.004942894972455897
Position 1672: 0.002981405217543976
Position 717: 0.0029092696133786473
Position 1285: 0.0019859197742295347
Position 19682: 0.0019676139333551133
Position 15772: 0.0019210148689469892
Position 1250: 0.0018829762128393574
Position 1141: 0.001717463805131483
Position 1391: 0.0015261889119494649
Position 1253: 0.0012732784339332718
Position 806: 0.0011627722619354168
Position 587: 0.001144122269657611
Position 1104: 0.0009806013247353855
Position 675: 0.0006758094329378948
Position 1460: 0.0005568575932377862
Position 1190: 0.0005404596401799148
Position 464: 0.0004932832101102006
Position 647: 0.0003787144482140067
Position 690: 1.4286613266001214e-05
