Gene = Eif2a
index = 365
Annotated 5SS: [  266  5336 11788 13826 15319 15896 19248 19552 19796 23144 26862 29831
 30818]
Annotated 3SS: [ 5265 11712 13706 15218 15812 19173 19406 19678 22571 26747 29713 30751
 31299]
SMsplice 5SS: [  266 11873 13826 15319 15896 19248 19552 19796 26862 29831 30818]
SMsplice 3SS: [11712 13706 15218 15812 19173 19406 19678 26747 29713 30751 31299]
top_k =  100
Partition function (log Z): -0.03937416774359348

Sorted 5' Splice Sites (High to Low Probability):
Position 19796: 0.9999999999999993
Position 29831: 0.9837893759085082
Position 15319: 0.97150151451101
Position 19248: 0.9516146301410823
Position 26862: 0.9381862908229529
Position 19552: 0.8988820388758155
Position 266: 0.8935950599889098
Position 30818: 0.7959559979993889
Position 15896: 0.5658942562186415
Position 11873: 0.532257532290725
Position 11788: 0.467742467709274
Position 5336: 0.4436458847503876
Position 16150: 0.42237435276788793
Position 2824: 0.3624290459372948
Position 27320: 0.35236838708174745
Position 23144: 0.29735872101770955
Position 503: 0.22385653820581225
Position 29669: 0.21692425211572408
Position 5507: 0.09534585999451892
Position 22866: 0.07047836884299064
Position 31157: 0.021789271574712082
Position 18533: 0.014394480770748033
Position 302: 0.005186229562587728
Position 30995: 0.0032500867822831173
Position 3075: 0.002301862399661861
Position 15557: 0.0021923582049698342
Position 30031: 0.0018803543532038677
Position 182: 0.000859442934010355
Position 406: 0.0006998706800833725
Position 214: 0.00022334852901442979
Position 83: 0.00018014726458797744
Position 171: 0.00011076692500221587
Position 354: 4.4855961449035596e-05
Position 104: 1.201340490065982e-05
Position 427: 2.3246728805000318e-06
Position 270: 1.4490433419817718e-06
Position 397: 1.0620465010147424e-06
Position 358: 1.0033215533059283e-06
Position 317: 9.246689988897889e-07
Position 389: 7.951974907575483e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11712: 0.9999999999999988
Position 19678: 0.9951227301815012
Position 15218: 0.9715015145110097
Position 19173: 0.9516146301410823
Position 26747: 0.938186290822953
Position 15812: 0.9047107422934915
Position 19406: 0.8988820388758154
Position 31299: 0.6742865632539441
Position 29713: 0.6489214774922147
Position 30751: 0.6059056676444347
Position 5265: 0.5389917447449066
Position 27216: 0.3531556266078487
Position 29752: 0.33207443083589144
Position 2706: 0.2461784768967776
Position 30647: 0.23890676024723867
Position 29523: 0.2208855060866038
Position 23002: 0.14007267529596154
Position 31028: 0.13799034739423383
Position 15977: 0.08355786669303822
Position 23027: 0.08344807020604277
Position 30626: 0.06274432867050982
Position 492: 0.05726352825544273
Position 22571: 0.0524421646097853
Position 29945: 0.04306456714002797
Position 2453: 0.03702431346311053
Position 397: 0.03573683656723672
Position 31245: 0.03505881491867058
Position 2735: 0.03438575458109163
Position 379: 0.0316389584378006
Position 2652: 0.0313102674530716
Position 22990: 0.030365043509143385
Position 22899: 0.028339870462480304
Position 22957: 0.015133061544081547
Position 18321: 0.014394480770748033
Position 22718: 0.014038057036331299
Position 2622: 0.013530233543243496
Position 30947: 0.010567576756041669
Position 30970: 0.0071126745829623046
Position 19699: 0.004877269818498113
Position 22611: 0.0039981471968740315
Position 30876: 0.0029760780669175566
Position 31491: 0.0023073061180287646
Position 15397: 0.0021923582049698342
Position 2969: 0.0018879244458564178
Position 2857: 0.0004139379538054431
Position 412: 0.00013650914664498052
