Gene = Blvrb
index = 182
Annotated 5SS: [  219 11443 11675 14718]
Annotated 3SS: [11277 11584 14588 17741]
SMsplice 5SS: [  219 11443 11675 14718]
SMsplice 3SS: [11277 11584 14588 17741]
top_k =  100
Partition function (log Z): -10.73540126080266

Sorted 5' Splice Sites (High to Low Probability):
Position 11675: 0.9969691229195169
Position 14718: 0.9722745238367172
Position 11443: 0.6197841646092033
Position 235: 0.4972344427351445
Position 311: 0.25355816759413596
Position 209: 0.15407804511792297
Position 17511: 0.1439365249357362
Position 14527: 0.12450069164527479
Position 4796: 0.07168247853377374
Position 17609: 0.06447728421388715
Position 1073: 0.041802140907077935
Position 15352: 0.03764605554795501
Position 690: 0.02366549107801396
Position 168: 0.022264888686626322
Position 3911: 0.02142032077964596
Position 1255: 0.016429924957712207
Position 762: 0.01449469898185978
Position 6154: 0.012212512466351515
Position 2028: 0.009623723662521885
Position 4573: 0.009283267846425917
Position 4915: 0.007176911790951867
Position 2844: 0.0068750158276618175
Position 17890: 0.006328352157015859
Position 795: 0.000744689367678595
Position 384: 0.00041327747686225854
Position 660: 0.00027188334962183685
Position 397: 8.097027647606432e-05
Position 339: 6.475653411975083e-05
Position 473: 5.445112164044876e-05
Position 244: 3.4136542320715455e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 11277: 0.9999677746436693
Position 17741: 0.7798925873705805
Position 14588: 0.7496899927449703
Position 11584: 0.6197841646092033
Position 17349: 0.2732258613334326
Position 14478: 0.2368401196138464
Position 14632: 0.11526513134126408
Position 15128: 0.10792515514826385
Position 4673: 0.07885939032472565
Position 16774: 0.05019854238853631
Position 3798: 0.02142032077964596
Position 1131: 0.016437974623547884
Position 6062: 0.012222560911057528
Position 910: 0.008762471849841375
Position 16822: 0.007292679055666974
Position 14836: 0.006903867544452209
Position 2703: 0.0068750158276618244
Position 4442: 0.006549333251249358
Position 17994: 0.006328352157015859
Position 16106: 0.004832879875952239
Position 15703: 0.004366673983774448
Position 1927: 0.004180388238182118
Position 15622: 0.0029507685894601377
Position 1875: 0.0027582292992893607
Position 4395: 0.0027339345951765594
Position 1824: 0.0026859528693191368
Position 12051: 0.0004199441088869494
Position 5083: 5.006557939492012e-06
Position 1504: 3.1595648851562397e-06
Position 2923: 1.9565192075255557e-06
Position 3287: 1.7890845517735047e-06
Position 724: 4.745065969051872e-07
Position 323: 4.621879968833518e-07
