Gene = Sbspon
index = 947
Annotated 5SS: [  284  9077 32462 33834]
Annotated 3SS: [ 8881 32370 33656 36859]
SMsplice 5SS: [  284  4418 25831 33834]
SMsplice 3SS: [ 4316 25729 33656 36859]
top_k =  100
Partition function (log Z): -26.864981102078673

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9964047456475769
Position 4418: 0.6577858650644557
Position 1707: 0.25561516886885666
Position 7863: 0.2540689291495472
Position 5911: 0.08634778982473407
Position 1185: 0.07168061376514934
Position 1764: 0.04698007822354446
Position 1345: 0.014765888061479706
Position 1051: 0.0012267016344457166
Position 38: 0.00043101951837443863
Position 559: 0.00013936846025735757
Position 927: 0.00013280455097392679
Position 88: 5.2145338365837095e-05
Position 93: 4.0411843620073026e-05
Position 703: 3.680970533306808e-05
Position 979: 3.0253534501664805e-05
Position 540: 2.4297187103805785e-05
Position 1034: 1.9881032266767988e-05
Position 276: 7.34220985039788e-07
Position 752: 5.833171775009012e-07
Position 334: 5.9603872702257e-08
Position 375: 4.284036596154687e-08
Position 288: 3.399774657085566e-08
Position 205: 2.1003225288522105e-08
Position 224: 1.513994764832315e-08
Position 155: 1.2547939217128133e-08
Position 239: 1.1541239500466097e-08
Position 52: 4.707560619409373e-09
Position 134: 4.096386900470021e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4316: 0.6977941045967951
Position 8881: 0.5634521548665621
Position 7628: 0.3290024833749946
Position 1536: 0.2920005941812548
Position 8242: 0.13510508733486104
Position 5766: 0.102665077192265
Position 7485: 0.06594335575693995
Position 908: 0.05211391512595716
Position 5157: 0.03142228114022303
Position 1607: 0.025540905950307714
Position 1021: 0.013434975185009825
Position 1685: 0.012395783958207762
Position 4658: 0.008137791953346967
Position 1797: 0.0070534128197463596
Position 2426: 0.006433618771933509
Position 1049: 0.005034222816714779
Position 926: 0.005026330683600513
Position 2906: 0.003781196128616033
Position 411: 0.003351797743808102
Position 1180: 0.003047665769017727
Position 2072: 0.003023239477093551
Position 1164: 0.0030112585741756785
Position 1073: 0.002559339304476051
Position 1266: 0.0024792126304649257
Position 1184: 0.0022922926399461677
Position 3795: 0.0017588376912854862
Position 3124: 0.0013447739524046819
Position 3014: 0.0011685597537558871
Position 2565: 0.0010114041417422677
Position 2366: 0.00093275427779489
Position 2786: 0.0007320234507433486
Position 2394: 0.0006712011735600926
Position 2379: 0.0006165382707185497
Position 836: 0.000336797317994752
Position 1304: 0.0002036666736309754
Position 892: 0.0001551603222616044
Position 1067: 0.00014979561277740568
Position 1237: 0.00013055529209643536
Position 965: 0.00012642824453383493
Position 869: 8.924561161091387e-05
Position 1311: 7.778684253793888e-05
Position 932: 4.621847437429497e-05
Position 1116: 4.275661859323454e-05
Position 1290: 3.536022123347702e-05
Position 1098: 2.800251288906949e-05
Position 1587: 1.4129326028720453e-05
Position 788: 1.0200668142021558e-05
