Gene = Leng1
index = 631
Annotated 5SS: [ 525 2159 3070]
Annotated 3SS: [1978 2815 4479]
SMsplice 5SS: [ 525 2159]
SMsplice 3SS: [1978 4479]
top_k =  100
Partition function (log Z): -2.6541098305328057

Sorted 5' Splice Sites (High to Low Probability):
Position 2159: 0.9929605368588855
Position 525: 0.9721471483657225
Position 3070: 0.5432029501918473
Position 4577: 0.2619065081941787
Position 2838: 0.03961408950666958
Position 2667: 0.03672165869751798
Position 3083: 0.03369705654602173
Position 1887: 0.032900037312239214
Position 3235: 0.020819800327879126
Position 201: 0.019471273510916987
Position 2723: 0.008563383951731268
Position 1339: 0.007213321911801287
Position 586: 0.0066136233016780835
Position 2681: 0.0046995568343295175
Position 107: 0.004431882592705973
Position 3204: 0.004405546505675836
Position 378: 0.0042178334952990585
Position 3126: 0.003875763739279897
Position 1259: 0.003380049493793472
Position 1730: 0.0032777112133777165
Position 2272: 0.0025703385222786983
Position 823: 0.0022043848125220325
Position 131: 0.0015576590061368893
Position 423: 0.0014834350649305626
Position 450: 0.0014312993603028178
Position 504: 0.0009186080917925547
Position 2698: 0.00047398000807772017
Position 90: 0.00046563655229999107
Position 2893: 0.00044930189220427003
Position 2717: 0.00038986020337654603
Position 3538: 0.0003540433071796296
Position 2709: 0.0003308451072875574
Position 2746: 0.00023442780113123736
Position 2525: 0.00020996227125392086
Position 25: 0.00020746493401573566
Position 187: 0.00018764541617739215
Position 179: 0.00010979371693228582
Position 309: 8.390218473066026e-05
Position 349: 7.968851409722101e-05
Position 70: 6.770905670205299e-05
Position 2061: 2.4554032192359996e-05
Position 2573: 1.8546149971722596e-05
Position 2194: 8.61920893147864e-06
Position 573: 1.6347471907350741e-06
Position 590: 4.160866446900399e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4479: 0.9524974275402701
Position 1978: 0.8853407395762146
Position 2933: 0.3237783778334029
Position 2815: 0.24715782516520804
Position 1937: 0.07948160855327481
Position 2572: 0.0793070306522604
Position 4851: 0.06766550212296829
Position 5037: 0.06554588828512659
Position 2655: 0.04161163626139301
Position 4843: 0.026141091573131495
Position 2909: 0.020395693378512495
Position 5320: 0.018525719352432374
Position 1878: 0.017699269154691864
Position 4946: 0.01742141316251131
Position 5092: 0.017238204132111804
Position 2899: 0.01701567739490244
Position 4977: 0.012025087634637083
Position 4785: 0.010649297893867975
Position 1781: 0.01049946332724251
Position 1648: 0.009131653721291674
Position 1785: 0.009076459729842197
Position 2002: 0.007749157479105872
Position 2085: 0.007731341975510356
Position 413: 0.007212353205231962
Position 4654: 0.006460837979178358
Position 410: 0.00561844820934952
Position 2767: 0.005065673691646212
Position 5041: 0.004947039842894773
Position 5407: 0.004868051226432713
Position 4938: 0.004837393968958753
Position 1207: 0.004361953356924305
Position 1171: 0.004196257537594545
Position 5572: 0.003279858407910503
Position 2945: 0.002840431772150124
Position 2940: 0.002558079944672427
Position 4678: 0.0023011226120169884
Position 722: 0.0022043848125220403
Position 2248: 0.0021914132911863685
Position 2917: 0.002075872014239188
Position 1680: 0.001805747585582981
Position 2981: 0.0014677480369258303
Position 1824: 0.001043582350227783
Position 415: 0.0009581014671411837
Position 4493: 0.0006371734902042683
Position 2524: 0.0005470361955862145
Position 2597: 0.0005410840916275201
Position 289: 0.00040510536206048517
Position 3476: 0.00035404330717962983
Position 349: 0.00031458591266145383
Position 371: 0.0003107627468558706
Position 434: 0.00024483586858285245
Position 1221: 0.0002247726206757615
Position 307: 0.00020751827870545164
Position 1846: 7.138338263565338e-05
Position 2358: 6.438159302256413e-05
Position 2363: 5.94500886160789e-05
Position 260: 8.005322680411603e-06
Position 470: 7.371152338326822e-06
Position 2445: 3.974361002268232e-06
Position 2378: 1.925220195623621e-06
Position 1800: 1.26727923093462e-07
Position 1720: 3.5664661222950715e-08
