Gene = Tyrobp
index = 1154
Annotated 5SS: [ 112  581  863 1888]
Annotated 3SS: [ 553  715 1843 3555]
SMsplice 5SS: [112]
SMsplice 3SS: [553]
top_k =  100
Partition function (log Z): -7.168500565258836

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.9892399569225881
Position 863: 0.6318525748740621
Position 1888: 0.32907820092918494
Position 745: 0.04787730573898365
Position 581: 0.034260258372053744
Position 1287: 0.012011293589850782
Position 1761: 0.011904832870685236
Position 1730: 0.010205749678726199
Position 779: 0.001149743741036641
Position 228: 0.0010272459157992166
Position 339: 0.0008560658854863348
Position 908: 0.0006505634792254634
Position 243: 0.0004580412062457922
Position 938: 0.00042668118208839497
Position 1753: 0.00039181862386003817
Position 74: 0.00026163628579074327
Position 286: 0.00026028897517314055
Position 362: 0.0001998748561116042
Position 4: 0.00015211007893225055
Position 343: 4.4298437002647294e-05
Position 105: 3.667829865919458e-05
Position 406: 2.9774891243204254e-05
Position 357: 2.9531288083194584e-05
Position 295: 4.043385810163997e-06
Position 480: 4.032296791019127e-06
Position 93: 3.6533053050578192e-06
Position 335: 3.1752978824287537e-06
Position 143: 2.7106746143492365e-06
Position 289: 2.0726061993188766e-06
Position 158: 4.571222961589026e-07
Position 145: 3.5703150167919126e-07
Position 116: 2.6794840841493964e-07
Position 130: 2.661886818723816e-07
Position 27: 2.536084784730637e-07
Position 34: 2.431340669819626e-07
Position 410: 1.978646220171493e-07
Position 247: 1.7415540726469584e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1843: 0.63989825513107
Position 553: 0.5999362851539041
Position 3555: 0.21082234951713877
Position 652: 0.1727403276922601
Position 3641: 0.11601017659931818
Position 2536: 0.05073374866992551
Position 2749: 0.04163626874416918
Position 1457: 0.038763428927530326
Position 622: 0.032946933160349814
Position 3617: 0.0185694887858036
Position 715: 0.015620799465383358
Position 2437: 0.014747366666033504
Position 3603: 0.013897629264219297
Position 728: 0.012458753315958004
Position 1219: 0.012179083252347222
Position 2872: 0.011888976156866033
Position 2129: 0.010264299304972323
Position 2107: 0.009082626181987982
Position 3671: 0.007776109779514069
Position 530: 0.006064700449390357
Position 674: 0.00578503292149412
Position 749: 0.005230875475120674
Position 1011: 0.0038402073416408554
Position 1531: 0.003740323197607429
Position 2676: 0.003639799528889501
Position 850: 0.0027472967633112807
Position 2149: 0.0026469695009455904
Position 1791: 0.0023345791384295
Position 1214: 0.001820462258412298
Position 844: 0.001510716092832661
Position 442: 0.0012524210963077162
Position 632: 0.0011871007679658
Position 1230: 0.0005447625606007785
Position 343: 7.072742111519431e-05
Position 560: 2.120918143920003e-05
Position 319: 5.54328630007682e-06
Position 371: 5.251109781893614e-06
Position 289: 2.5133541988625396e-06
Position 454: 2.355609830829254e-06
Position 856: 6.77916570769381e-07
