Gene = Nms
index = 754
Annotated 5SS: [ 213 2418 2769 4813 4961 6991 7842 8453 9527]
Annotated 3SS: [ 2361  2717  4788  4906  6906  7805  8410  9479 10733]
SMsplice 5SS: [ 213 2418 6991]
SMsplice 3SS: [2361 6906 9479]
top_k =  100
Partition function (log Z): -3.9188280917807536

Sorted 5' Splice Sites (High to Low Probability):
Position 6991: 0.9602544625408342
Position 213: 0.9429904740824885
Position 2418: 0.9388225728308253
Position 620: 0.45411249598534514
Position 2769: 0.4444012126918596
Position 4813: 0.276635300280065
Position 2611: 0.26630150706586375
Position 2649: 0.18234199832828876
Position 7842: 0.18098372335636326
Position 5140: 0.13479850237626712
Position 450: 0.12215232365495052
Position 4383: 0.09958375690563508
Position 463: 0.09825786466319707
Position 356: 0.08868517393295602
Position 9583: 0.06491495414293816
Position 4961: 0.051843075279247364
Position 4473: 0.029822081905563277
Position 2438: 0.02884693675389519
Position 2219: 0.027867716543774925
Position 952: 0.019543998659760784
Position 2512: 0.005329105421058276
Position 3520: 0.004738743151011084
Position 4607: 0.0033395485963687967
Position 3538: 0.0025723945512209486
Position 189: 0.00053567348530102
Position 100: 0.0003145295020036986
Position 455: 0.00026367271578014507
Position 109: 1.606993377681951e-05
Position 172: 6.57470117608551e-06
Position 226: 1.8037649239139624e-06
Position 106: 3.9348522971116184e-07
Position 264: 2.610458995786692e-07
Position 46: 2.161085439838047e-07
Position 258: 4.523511420176495e-08
Position 231: 2.870639853838373e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6906: 0.9786668447391627
Position 2361: 0.8589122036114457
Position 2511: 0.5953745604236571
Position 9479: 0.5235249942902787
Position 317: 0.3554811487202482
Position 2717: 0.29148834597553325
Position 4587: 0.27997484887643387
Position 10733: 0.20786911102463768
Position 4906: 0.19677453903282385
Position 501: 0.1828985784145199
Position 7693: 0.15099877482107552
Position 4182: 0.13762830020776717
Position 549: 0.10632149124851248
Position 8410: 0.09811455399763945
Position 2254: 0.08136184289993227
Position 8451: 0.07463168848655652
Position 7070: 0.06634758496968389
Position 7642: 0.059478403786245575
Position 412: 0.028233731917567926
Position 2089: 0.027867716543774925
Position 2201: 0.02043079993878554
Position 889: 0.019543998659760798
Position 8511: 0.01892673736686555
Position 322: 0.015446178026037389
Position 2198: 0.01220752927579652
Position 319: 0.01124861635511519
Position 3417: 0.007311137702232025
Position 8128: 0.006261291297153064
Position 560: 0.005532574328143931
Position 2696: 0.005051375910818217
Position 2379: 0.004194407542779971
Position 533: 0.0016578685828424855
Position 344: 0.00013840696896546796
Position 369: 0.0001032240388125785
Position 381: 8.050418688664001e-05
Position 199: 5.225502617759767e-05
Position 262: 2.7421382438466502e-05
Position 512: 2.1583090174623654e-05
Position 488: 1.5725186011966358e-05
Position 503: 1.4603449966972905e-05
Position 415: 1.043113084119877e-05
Position 212: 9.618454618126092e-06
Position 383: 9.590986521736476e-06
Position 588: 8.763400330832419e-06
Position 607: 5.937756341810746e-06
Position 592: 5.760981641624297e-06
Position 572: 4.0456126324701735e-06
Position 275: 3.825038249124068e-06
Position 566: 3.317874290670252e-06
Position 391: 2.3988451975945877e-06
